unit,year,age_band,persons,male,female,pdf_page
UTTARAKHAND,2026,20-24,1086,573,513,182
UTTARAKHAND,2031,20-24,1010,535,475,182
UTTARAKHAND,2036,20-24,916,499,418,182
UTTARAKHAND,2026,25-29,1156,607,549,182
UTTARAKHAND,2031,25-29,1094,578,516,182
UTTARAKHAND,2036,25-29,1020,541,478,182
UTTARAKHAND,2026,30-34,1117,579,538,182
UTTARAKHAND,2031,30-34,1159,609,549,182
UTTARAKHAND,2036,30-34,1098,581,517,182
UTTARAKHAND,2026,35-39,974,493,481,182
UTTARAKHAND,2031,35-39,1115,578,537,182
UTTARAKHAND,2036,35-39,1157,609,548,182
UTTARAKHAND,2026,40-44,818,405,413,182
UTTARAKHAND,2031,40-44,968,490,478,182
UTTARAKHAND,2036,40-44,1108,574,534,182
UTTARAKHAND,2026,45-49,703,347,356,182
UTTARAKHAND,2031,45-49,808,400,408,182
UTTARAKHAND,2036,45-49,957,484,473,182
UTTARAKHAND,2026,50-54,620,306,314,182
UTTARAKHAND,2031,50-54,688,338,350,182
UTTARAKHAND,2036,50-54,792,390,402,182
UTTARAKHAND,2026,55-59,530,262,269,182
UTTARAKHAND,2031,55-59,600,294,307,182
UTTARAKHAND,2036,55-59,667,324,343,182
UTTARAKHAND,2026,60-64,429,210,219,182
UTTARAKHAND,2031,60-64,503,244,259,182
UTTARAKHAND,2036,60-64,572,275,296,182
UTTARAKHAND,2026,65-69,332,158,174,182
UTTARAKHAND,2031,65-69,398,190,208,182
UTTARAKHAND,2036,65-69,468,223,246,182
UTTARAKHAND,2026,70-74,258,117,140,182
UTTARAKHAND,2031,70-74,297,137,159,182
UTTARAKHAND,2036,70-74,358,167,191,182
UTTARAKHAND,2026,75-79,194,87,107,182
UTTARAKHAND,2031,75-79,214,94,120,182
UTTARAKHAND,2036,75-79,249,111,138,182
UTTARAKHAND,2026,80+,196,81,115,182
UTTARAKHAND,2031,80+,241,96,145,182
UTTARAKHAND,2036,80+,281,109,172,182
UTTARAKHAND,2026,Total,11993,6152,5841,182
UTTARAKHAND,2031,Total,12524,6429,6096,182
UTTARAKHAND,2036,Total,12974,6665,6309,182
HARYANA,2011,0-1,487,265,223,186
HARYANA,2016,0-1,503,275,228,186
HARYANA,2021,0-1,495,267,228,186
HARYANA,2011,0-4,2397,1304,1093,186
HARYANA,2016,0-4,2471,1353,1118,186
HARYANA,2021,0-4,2435,1316,1118,186
HARYANA,2011,5-9,2510,1377,1133,186
HARYANA,2016,5-9,2411,1314,1097,186
HARYANA,2021,5-9,2489,1365,1124,186
HARYANA,2011,10-14,2632,1454,1178,186
HARYANA,2016,10-14,2534,1392,1142,186
HARYANA,2021,10-14,2438,1332,1106,186
HARYANA,2011,15-19,2651,1457,1194,186
HARYANA,2016,15-19,2695,1479,1216,186
HARYANA,2021,15-19,2605,1421,1184,186
HARYANA,2011,20-24,2514,1355,1160,186
HARYANA,2016,20-24,2755,1489,1266,186
HARYANA,2021,20-24,2811,1515,1296,186
HARYANA,2011,25-29,2234,1178,1056,186
HARYANA,2016,25-29,2547,1372,1174,186
HARYANA,2021,25-29,2792,1509,1283,186
HARYANA,2011,30-34,1948,1012,935,186
HARYANA,2016,30-34,2246,1186,1060,186
HARYANA,2021,30-34,2560,1381,1179,186
HARYANA,2011,35-39,1733,899,834,186
HARYANA,2016,35-39,1946,1010,936,186
HARYANA,2021,35-39,2244,1184,1060,186
HARYANA,2011,40-44,1506,788,717,186
HARYANA,2016,40-44,1718,888,830,186
HARYANA,2021,40-44,1931,1000,932,186
HARYANA,2011,45-49,1240,654,586,186
HARYANA,2016,45-49,1481,770,712,186
HARYANA,2021,45-49,1693,870,824,186
HARYANA,2011,50-54,982,513,469,186
HARYANA,2016,50-54,1201,625,576,186
HARYANA,2021,50-54,1439,739,700,186
HARYANA,2011,55-59,829,419,410,186
HARYANA,2016,55-59,941,485,456,186
HARYANA,2021,55-59,1155,593,562,186
HARYANA,2011,60-64,737,365,372,186
HARYANA,2016,60-64,775,383,393,186
HARYANA,2021,60-64,885,447,438,186
HARYANA,2011,65-69,558,279,279,186
HARYANA,2016,65-69,663,319,344,186
HARYANA,2021,65-69,705,340,365,186
HARYANA,2011,70-74,431,216,215,186
HARYANA,2016,70-74,477,234,244,186
HARYANA,2021,70-74,576,272,304,186
HARYANA,2011,75-79,281,146,135,186
HARYANA,2016,75-79,338,162,176,186
HARYANA,2021,75-79,382,179,203,186
HARYANA,2011,80+,169,78,90,186
HARYANA,2016,80+,255,124,132,186
HARYANA,2021,80+,342,159,183,186
HARYANA,2011,Total,25351,13495,11857,186
HARYANA,2016,Total,27455,14585,12870,186
HARYANA,2021,Total,29483,15623,13860,186
HARYANA,2026,0-1,463,247,216,186
HARYANA,2031,0-1,442,232,210,186
HARYANA,2036,0-1,434,228,206,186
HARYANA,2026,0-4,2278,1215,1062,186
HARYANA,2031,0-4,2174,1144,1030,186
HARYANA,2036,0-4,2131,1121,1010,186
HARYANA,2026,5-9,2457,1331,1125,186
HARYANA,2031,5-9,2305,1233,1072,186
HARYANA,2036,5-9,2205,1163,1041,186
HARYANA,2026,10-14,2519,1384,1135,186
HARYANA,2031,10-14,2490,1352,1137,186
HARYANA,2036,10-14,2340,1255,1085,186
HARYANA,2026,15-19,2516,1364,1153,186
HARYANA,2031,15-19,2603,1418,1185,186
HARYANA,2036,15-19,2579,1388,1191,186
HARYANA,2026,20-24,2733,1462,1271,186
HARYANA,2031,20-24,2656,1408,1247,186
HARYANA,2036,20-24,2751,1466,1285,186
HARYANA,2026,25-29,2854,1538,1315,186
HARYANA,2031,25-29,2782,1488,1294,186
HARYANA,2036,25-29,2709,1438,1272,186
HARYANA,2026,30-34,2808,1520,1288,186
HARYANA,2031,30-34,2873,1551,1322,186
HARYANA,2036,30-34,2805,1504,1302,186
HARYANA,2026,35-39,2559,1379,1180,186
HARYANA,2031,35-39,2808,1518,1290,186
HARYANA,2036,35-39,2876,1552,1324,186
HARYANA,2026,40-44,2229,1172,1056,186
HARYANA,2031,40-44,2542,1366,1176,186
HARYANA,2036,40-44,2791,1505,1286,186
HARYANA,2026,45-49,1906,980,925,186
HARYANA,2031,45-49,2201,1151,1050,186
HARYANA,2036,45-49,2512,1343,1169,186
HARYANA,2026,50-54,1648,837,811,186
HARYANA,2031,50-54,1858,947,911,186
HARYANA,2036,50-54,2148,1114,1034,186
HARYANA,2026,55-59,1387,703,683,186
HARYANA,2031,55-59,1592,799,793,186
HARYANA,2036,55-59,1798,906,892,186
HARYANA,2026,60-64,1090,550,541,186
HARYANA,2031,60-64,1314,655,659,186
HARYANA,2036,60-64,1514,748,766,186
HARYANA,2026,65-69,810,400,410,186
HARYANA,2031,65-69,1003,495,508,186
HARYANA,2036,65-69,1215,593,621,186
HARYANA,2026,70-74,618,292,326,186
HARYANA,2031,70-74,716,347,369,186
HARYANA,2036,70-74,892,432,460,186
HARYANA,2026,75-79,467,211,256,186
HARYANA,2031,75-79,507,230,277,186
HARYANA,2036,75-79,592,275,317,186
HARYANA,2026,80+,422,189,232,186
HARYANA,2031,80+,523,226,297,186
HARYANA,2036,80+,610,258,352,186
HARYANA,2026,Total,31299,16529,14770,186
HARYANA,2031,Total,32946,17330,15616,186
HARYANA,2036,Total,34469,18061,16408,186
NCT OF DELHI,2011,0-1,285,151,134,190
NCT OF DELHI,2016,0-1,289,157,132,190
NCT OF DELHI,2021,0-1,288,155,133,190
NCT OF DELHI,2011,0-4,1416,751,665,190
NCT OF DELHI,2016,0-4,1438,782,657,190
NCT OF DELHI,2021,0-4,1432,771,661,190
NCT OF DELHI,2011,5-9,1527,823,704,190
NCT OF DELHI,2016,5-9,1476,788,688,190
NCT OF DELHI,2021,5-9,1506,823,683,190
NCT OF DELHI,2011,10-14,1627,887,739,190
NCT OF DELHI,2016,10-14,1584,860,723,190
NCT OF DELHI,2021,10-14,1541,830,711,190
NCT OF DELHI,2011,15-19,1688,925,763,190
NCT OF DELHI,2016,15-19,1765,948,817,190
NCT OF DELHI,2021,15-19,1739,929,811,190
NCT OF DELHI,2011,20-24,1718,927,790,190
NCT OF DELHI,2016,20-24,1919,1008,911,190
NCT OF DELHI,2021,20-24,2023,1041,982,190
NCT OF DELHI,2011,25-29,1635,867,768,190
NCT OF DELHI,2016,25-29,1816,983,832,190
NCT OF DELHI,2021,25-29,2029,1071,958,190
NCT OF DELHI,2011,30-34,1466,774,692,190
NCT OF DELHI,2016,30-34,1692,905,787,190
NCT OF DELHI,2021,30-34,1879,1026,853,190
NCT OF DELHI,2011,35-39,1294,687,607,190
NCT OF DELHI,2016,35-39,1499,797,701,190
NCT OF DELHI,2021,35-39,1729,931,797,190
NCT OF DELHI,2011,40-44,1107,594,513,190
NCT OF DELHI,2016,40-44,1305,695,610,190
NCT OF DELHI,2021,40-44,1511,806,705,190
NCT OF DELHI,2011,45-49,903,490,413,190
NCT OF DELHI,2016,45-49,1112,597,515,190
NCT OF DELHI,2021,45-49,1310,697,613,190
NCT OF DELHI,2011,50-54,699,380,320,190
NCT OF DELHI,2016,50-54,892,482,410,190
NCT OF DELHI,2021,50-54,1098,586,512,190
NCT OF DELHI,2011,55-59,545,288,256,190
NCT OF DELHI,2016,55-59,684,369,315,190
NCT OF DELHI,2021,55-59,871,468,403,190
NCT OF DELHI,2011,60-64,432,221,210,190
NCT OF DELHI,2016,60-64,520,272,247,190
NCT OF DELHI,2021,60-64,653,349,304,190
NCT OF DELHI,2011,65-69,302,153,149,190
NCT OF DELHI,2016,65-69,400,202,199,190
NCT OF DELHI,2021,65-69,483,249,235,190
NCT OF DELHI,2011,70-74,216,109,108,190
NCT OF DELHI,2016,70-74,268,134,133,190
NCT OF DELHI,2021,70-74,357,177,179,190
NCT OF DELHI,2011,75-79,133,71,62,190
NCT OF DELHI,2016,75-79,178,90,89,190
NCT OF DELHI,2021,75-79,223,111,111,190
NCT OF DELHI,2011,80+,80,38,41,190
NCT OF DELHI,2016,80+,130,68,62,190
NCT OF DELHI,2021,80+,188,96,92,190
NCT OF DELHI,2011,Total,16788,8987,7801,190
NCT OF DELHI,2016,Total,18677,9980,8697,190
NCT OF DELHI,2021,Total,20571,10963,9609,190
NCT OF DELHI,2026,0-1,302,161,141,190
NCT OF DELHI,2031,0-1,313,165,148,190
NCT OF DELHI,2036,0-1,322,170,152,190
NCT OF DELHI,2026,0-4,1502,801,701,190
NCT OF DELHI,2031,0-4,1552,820,732,190
NCT OF DELHI,2036,0-4,1596,844,752,190
NCT OF DELHI,2026,5-9,1507,817,690,190
NCT OF DELHI,2031,5-9,1585,851,733,190
NCT OF DELHI,2036,5-9,1643,875,768,190
NCT OF DELHI,2026,10-14,1577,869,708,190
NCT OF DELHI,2031,10-14,1586,867,718,190
NCT OF DELHI,2036,10-14,1671,906,764,190
NCT OF DELHI,2026,15-19,1713,905,807,190
NCT OF DELHI,2031,15-19,1767,951,815,190
NCT OF DELHI,2036,15-19,1793,957,836,190
NCT OF DELHI,2026,20-24,2025,1032,993,190
NCT OF DELHI,2031,20-24,2028,1019,1009,190
NCT OF DELHI,2036,20-24,2111,1075,1036,190
NCT OF DELHI,2026,25-29,2145,1111,1034,190
NCT OF DELHI,2031,25-29,2160,1109,1052,190
NCT OF DELHI,2036,25-29,2177,1103,1074,190
NCT OF DELHI,2026,30-34,2099,1118,981,190
NCT OF DELHI,2031,30-34,2224,1164,1060,190
NCT OF DELHI,2036,30-34,2248,1167,1081,190
NCT OF DELHI,2026,35-39,1920,1055,865,190
NCT OF DELHI,2031,35-39,2145,1150,994,190
NCT OF DELHI,2036,35-39,2275,1200,1075,190
NCT OF DELHI,2026,40-44,1742,941,801,190
NCT OF DELHI,2031,40-44,1935,1065,870,190
NCT OF DELHI,2036,40-44,2162,1163,1000,190
NCT OF DELHI,2026,45-49,1516,808,708,190
NCT OF DELHI,2031,45-49,1748,943,805,190
NCT OF DELHI,2036,45-49,1942,1069,874,190
NCT OF DELHI,2026,50-54,1294,686,609,190
NCT OF DELHI,2031,50-54,1499,795,703,190
NCT OF DELHI,2036,50-54,1729,929,800,190
NCT OF DELHI,2026,55-59,1074,570,504,190
NCT OF DELHI,2031,55-59,1266,667,599,190
NCT OF DELHI,2036,55-59,1468,774,693,190
NCT OF DELHI,2026,60-64,833,443,390,190
NCT OF DELHI,2031,60-64,1029,541,488,190
NCT OF DELHI,2036,60-64,1216,634,582,190
NCT OF DELHI,2026,65-69,609,320,289,190
NCT OF DELHI,2031,65-69,779,407,372,190
NCT OF DELHI,2036,65-69,965,498,467,190
NCT OF DELHI,2026,70-74,433,220,213,190
NCT OF DELHI,2031,70-74,548,284,265,190
NCT OF DELHI,2036,70-74,704,362,342,190
NCT OF DELHI,2026,75-79,299,147,151,190
NCT OF DELHI,2031,75-79,365,183,182,190
NCT OF DELHI,2036,75-79,464,236,227,190
NCT OF DELHI,2026,80+,250,126,124,190
NCT OF DELHI,2031,80+,335,165,170,190
NCT OF DELHI,2036,80+,428,210,218,190
NCT OF DELHI,2026,Total,22540,11970,10570,190
NCT OF DELHI,2031,Total,24552,12983,11569,190
NCT OF DELHI,2036,Total,26591,14002,12589,190
RAJASTHAN,2011,0-1,1588,838,750,194
RAJASTHAN,2016,0-1,1646,886,760,194
RAJASTHAN,2021,0-1,1567,836,731,194
RAJASTHAN,2011,0-4,7785,4110,3675,194
RAJASTHAN,2016,0-4,8072,4344,3727,194
RAJASTHAN,2021,0-4,7686,4100,3586,194
RAJASTHAN,2011,5-9,7973,4218,3755,194
RAJASTHAN,2016,5-9,7614,4008,3606,194
RAJASTHAN,2021,5-9,7905,4242,3663,194
RAJASTHAN,2011,10-14,8061,4269,3792,194
RAJASTHAN,2016,10-14,7884,4147,3737,194
RAJASTHAN,2021,10-14,7530,3941,3589,194
RAJASTHAN,2011,15-19,7388,3912,3476,194
RAJASTHAN,2016,15-19,7951,4190,3760,194
RAJASTHAN,2021,15-19,7776,4070,3706,194
RAJASTHAN,2011,20-24,6404,3365,3039,194
RAJASTHAN,2016,20-24,7254,3824,3430,194
RAJASTHAN,2021,20-24,7810,4097,3713,194
RAJASTHAN,2011,25-29,5483,2833,2650,194
RAJASTHAN,2016,25-29,6295,3285,3010,194
RAJASTHAN,2021,25-29,7136,3737,3399,194
RAJASTHAN,2011,30-34,4801,2443,2358,194
RAJASTHAN,2016,30-34,5387,2759,2628,194
RAJASTHAN,2021,30-34,6190,3204,2986,194
RAJASTHAN,2011,35-39,4299,2187,2111,194
RAJASTHAN,2016,35-39,4709,2372,2337,194
RAJASTHAN,2021,35-39,5289,2683,2606,194
RAJASTHAN,2011,40-44,3752,1923,1829,194
RAJASTHAN,2016,40-44,4201,2115,2087,194
RAJASTHAN,2021,40-44,4609,2298,2311,194
RAJASTHAN,2011,45-49,3148,1629,1520,194
RAJASTHAN,2016,45-49,3648,1847,1801,194
RAJASTHAN,2021,45-49,4092,2036,2057,194
RAJASTHAN,2011,50-54,2529,1314,1215,194
RAJASTHAN,2016,50-54,3035,1547,1488,194
RAJASTHAN,2021,50-54,3526,1760,1765,194
RAJASTHAN,2011,55-59,2028,1029,999,194
RAJASTHAN,2016,55-59,2408,1226,1182,194
RAJASTHAN,2021,55-59,2900,1450,1450,194
RAJASTHAN,2011,60-64,1681,827,855,194
RAJASTHAN,2016,60-64,1890,934,956,194
RAJASTHAN,2021,60-64,2254,1121,1134,194
RAJASTHAN,2011,65-69,1332,641,691,194
RAJASTHAN,2016,65-69,1501,710,791,194
RAJASTHAN,2021,65-69,1702,812,889,194
RAJASTHAN,2011,70-74,1094,512,582,194
RAJASTHAN,2016,70-74,1111,502,609,194
RAJASTHAN,2021,70-74,1272,569,704,194
RAJASTHAN,2011,75-79,491,221,269,194
RAJASTHAN,2016,75-79,837,365,472,194
RAJASTHAN,2021,75-79,870,368,502,194
RAJASTHAN,2011,80+,299,119,180,194
RAJASTHAN,2016,80+,445,175,270,194
RAJASTHAN,2021,80+,735,284,451,194
RAJASTHAN,2011,Total,68548,35551,32997,194
RAJASTHAN,2016,Total,74240,38350,35890,194
RAJASTHAN,2021,Total,79281,40772,38509,194
RAJASTHAN,2026,0-1,1472,778,694,194
RAJASTHAN,2031,0-1,1360,712,648,194
RAJASTHAN,2036,0-1,1288,677,611,194
RAJASTHAN,2026,0-4,7215,3814,3401,194
RAJASTHAN,2031,0-4,6668,3489,3179,194
RAJASTHAN,2036,0-4,6318,3321,2997,194
RAJASTHAN,2026,5-9,7536,4008,3529,194
RAJASTHAN,2031,5-9,7080,3730,3351,194
RAJASTHAN,2036,5-9,6582,3448,3135,194
RAJASTHAN,2026,10-14,7819,4173,3646,194
RAJASTHAN,2031,10-14,7456,3943,3513,194
RAJASTHAN,2036,10-14,7043,3706,3337,194
RAJASTHAN,2026,15-19,7426,3867,3559,194
RAJASTHAN,2031,15-19,7713,4096,3617,194
RAJASTHAN,2036,15-19,7393,3908,3485,194
RAJASTHAN,2026,20-24,7638,3979,3659,194
RAJASTHAN,2031,20-24,7291,3779,3513,194
RAJASTHAN,2036,20-24,7615,4045,3570,194
RAJASTHAN,2026,25-29,7687,4006,3682,194
RAJASTHAN,2031,25-29,7519,3890,3629,194
RAJASTHAN,2036,25-29,7216,3731,3485,194
RAJASTHAN,2026,30-34,7022,3648,3374,194
RAJASTHAN,2031,30-34,7569,3913,3656,194
RAJASTHAN,2036,30-34,7445,3840,3605,194
RAJASTHAN,2026,35-39,6084,3121,2963,194
RAJASTHAN,2031,35-39,6907,3558,3350,194
RAJASTHAN,2036,35-39,7490,3859,3631,194
RAJASTHAN,2026,40-44,5184,2604,2579,194
RAJASTHAN,2031,40-44,5968,3033,2935,194
RAJASTHAN,2036,40-44,6818,3498,3320,194
RAJASTHAN,2026,45-49,4497,2217,2280,194
RAJASTHAN,2031,45-49,5064,2517,2546,194
RAJASTHAN,2036,45-49,5866,2967,2900,194
RAJASTHAN,2026,50-54,3964,1945,2019,194
RAJASTHAN,2031,50-54,4364,2123,2241,194
RAJASTHAN,2036,50-54,4944,2440,2505,194
RAJASTHAN,2026,55-59,3380,1657,1722,194
RAJASTHAN,2031,55-59,3809,1837,1972,194
RAJASTHAN,2036,55-59,4221,2030,2192,194
RAJASTHAN,2026,60-64,2728,1334,1394,194
RAJASTHAN,2031,60-64,3191,1531,1660,194
RAJASTHAN,2036,60-64,3626,1721,1905,194
RAJASTHAN,2026,65-69,2047,986,1061,194
RAJASTHAN,2031,65-69,2493,1183,1310,194
RAJASTHAN,2036,65-69,2947,1381,1567,194
RAJASTHAN,2026,70-74,1463,665,798,194
RAJASTHAN,2031,70-74,1777,818,959,194
RAJASTHAN,2036,70-74,2195,1003,1193,194
RAJASTHAN,2026,75-79,1016,428,588,194
RAJASTHAN,2031,75-79,1182,508,674,194
RAJASTHAN,2036,75-79,1458,640,819,194
RAJASTHAN,2026,80+,935,350,585,194
RAJASTHAN,2031,80+,1146,421,725,194
RAJASTHAN,2036,80+,1384,513,871,194
RAJASTHAN,2026,Total,83642,42803,40839,194
RAJASTHAN,2031,Total,87198,44369,42829,194
RAJASTHAN,2036,Total,90563,46048,44514,194
UTTAR PRADESH,2011,0-1,4623,2413,2210,198
UTTAR PRADESH,2016,0-1,5092,2713,2379,198
UTTAR PRADESH,2021,0-1,4892,2592,2300,198
UTTAR PRADESH,2011,0-4,22437,11748,10689,198
UTTAR PRADESH,2016,0-4,24715,13209,11506,198
UTTAR PRADESH,2021,0-4,23744,12620,11125,198
UTTAR PRADESH,2011,5-9,24290,12816,11473,198
UTTAR PRADESH,2016,5-9,21850,11454,10396,198
UTTAR PRADESH,2021,5-9,24130,12912,11218,198
UTTAR PRADESH,2011,10-14,25165,13340,11825,198
UTTAR PRADESH,2016,10-14,24016,12654,11363,198
UTTAR PRADESH,2021,10-14,21594,11299,10296,198
UTTAR PRADESH,2011,15-19,22566,12025,10541,198
UTTAR PRADESH,2016,15-19,24719,13110,11609,198
UTTAR PRADESH,2021,15-19,23566,12422,11144,198
UTTAR PRADESH,2011,20-24,18343,9727,8616,198
UTTAR PRADESH,2016,20-24,21872,11704,10167,198
UTTAR PRADESH,2021,20-24,23986,12773,11213,198
UTTAR PRADESH,2011,25-29,15045,7757,7289,198
UTTAR PRADESH,2016,25-29,17903,9470,8433,198
UTTAR PRADESH,2021,25-29,21395,11424,9971,198
UTTAR PRADESH,2011,30-34,13370,6738,6631,198
UTTAR PRADESH,2016,30-34,14707,7543,7164,198
UTTAR PRADESH,2021,30-34,17537,9236,8301,198
UTTAR PRADESH,2011,35-39,12173,6209,5965,198
UTTAR PRADESH,2016,35-39,13062,6538,6524,198
UTTAR PRADESH,2021,35-39,14393,7336,7057,198
UTTAR PRADESH,2011,40-44,10452,5438,5014,198
UTTAR PRADESH,2016,40-44,11873,6010,5863,198
UTTAR PRADESH,2021,40-44,12768,6345,6423,198
UTTAR PRADESH,2011,45-49,8498,4470,4029,198
UTTAR PRADESH,2016,45-49,10130,5217,4913,198
UTTAR PRADESH,2021,45-49,11543,5787,5756,198
UTTAR PRADESH,2011,50-54,6827,3568,3260,198
UTTAR PRADESH,2016,50-54,8152,4247,3906,198
UTTAR PRADESH,2021,50-54,9757,4981,4777,198
UTTAR PRADESH,2011,55-59,5853,2973,2880,198
UTTAR PRADESH,2016,55-59,6429,3315,3114,198
UTTAR PRADESH,2021,55-59,7721,3974,3747,198
UTTAR PRADESH,2011,60-64,5221,2653,2568,198
UTTAR PRADESH,2016,60-64,5358,2672,2687,198
UTTAR PRADESH,2021,60-64,5937,3012,2925,198
UTTAR PRADESH,2011,65-69,4088,2123,1965,198
UTTAR PRADESH,2016,65-69,4508,2223,2285,198
UTTAR PRADESH,2021,65-69,4706,2285,2421,198
UTTAR PRADESH,2011,70-74,3167,1665,1503,198
UTTAR PRADESH,2016,70-74,3280,1646,1635,198
UTTAR PRADESH,2021,70-74,3724,1780,1944,198
UTTAR PRADESH,2011,75-79,1451,801,650,198
UTTAR PRADESH,2016,75-79,2273,1161,1112,198
UTTAR PRADESH,2021,75-79,2457,1199,1258,198
UTTAR PRADESH,2011,80+,865,431,434,198
UTTAR PRADESH,2016,80+,1239,638,601,198
UTTAR PRADESH,2021,80+,1948,960,989,198
UTTAR PRADESH,2011,Total,199812,104481,95332,198
UTTAR PRADESH,2016,Total,216087,112809,103278,198
UTTAR PRADESH,2021,Total,230907,120344,110563,198
UTTAR PRADESH,2026,0-1,4410,2323,2087,198
UTTAR PRADESH,2031,0-1,3929,2057,1872,198
UTTAR PRADESH,2036,0-1,3638,1903,1735,198
UTTAR PRADESH,2026,0-4,21409,11311,10097,198
UTTAR PRADESH,2031,0-4,19071,10015,9056,198
UTTAR PRADESH,2036,0-4,17659,9267,8392,198
UTTAR PRADESH,2026,5-9,23205,12344,10862,198
UTTAR PRADESH,2031,5-9,20933,11064,9869,198
UTTAR PRADESH,2036,5-9,18645,9789,8856,198
UTTAR PRADESH,2026,10-14,23865,12749,11116,198
UTTAR PRADESH,2031,10-14,22947,12183,10764,198
UTTAR PRADESH,2036,10-14,20685,10908,9777,198
UTTAR PRADESH,2026,15-19,21142,11067,10075,198
UTTAR PRADESH,2031,15-19,23394,12507,10887,198
UTTAR PRADESH,2036,15-19,22474,11940,10533,198
UTTAR PRADESH,2026,20-24,22819,12081,10738,198
UTTAR PRADESH,2031,20-24,20394,10727,9667,198
UTTAR PRADESH,2036,20-24,22619,12154,10466,198
UTTAR PRADESH,2026,25-29,23489,12480,11009,198
UTTAR PRADESH,2031,25-29,22334,11792,10542,198
UTTAR PRADESH,2036,25-29,19929,10447,9482,198
UTTAR PRADESH,2026,30-34,20998,11170,9828,198
UTTAR PRADESH,2031,30-34,23080,12217,10863,198
UTTAR PRADESH,2036,30-34,21942,11537,10405,198
UTTAR PRADESH,2026,35-39,17196,9009,8187,198
UTTAR PRADESH,2031,35-39,20631,10925,9705,198
UTTAR PRADESH,2036,35-39,22703,11967,10736,198
UTTAR PRADESH,2026,40-44,14090,7136,6954,198
UTTAR PRADESH,2031,40-44,16868,8790,8078,198
UTTAR PRADESH,2036,40-44,20269,10683,9586,198
UTTAR PRADESH,2026,45-49,12438,6125,6313,198
UTTAR PRADESH,2031,45-49,13753,6910,6843,198
UTTAR PRADESH,2036,45-49,16493,8536,7958,198
UTTAR PRADESH,2026,50-54,11152,5544,5608,198
UTTAR PRADESH,2031,50-54,12049,5887,6162,198
UTTAR PRADESH,2036,50-54,13347,6657,6690,198
UTTAR PRADESH,2026,55-59,9283,4686,4597,198
UTTAR PRADESH,2031,55-59,10655,5241,5414,198
UTTAR PRADESH,2036,55-59,11545,5582,5962,198
UTTAR PRADESH,2026,60-64,7178,3640,3537,198
UTTAR PRADESH,2031,60-64,8686,4325,4361,198
UTTAR PRADESH,2036,60-64,10016,4861,5155,198
UTTAR PRADESH,2026,65-69,5273,2614,2659,198
UTTAR PRADESH,2031,65-69,6447,3203,3244,198
UTTAR PRADESH,2036,65-69,7865,3838,4027,198
UTTAR PRADESH,2026,70-74,3960,1869,2091,198
UTTAR PRADESH,2031,70-74,4508,2179,2329,198
UTTAR PRADESH,2036,70-74,5573,2701,2872,198
UTTAR PRADESH,2026,75-79,2867,1332,1535,198
UTTAR PRADESH,2031,75-79,3120,1431,1689,198
UTTAR PRADESH,2036,75-79,3604,1691,1913,198
UTTAR PRADESH,2026,80+,2496,1171,1325,198
UTTAR PRADESH,2031,80+,3092,1376,1716,198
UTTAR PRADESH,2036,80+,3622,1555,2067,198
UTTAR PRADESH,2026,Total,242859,126327,116532,198
UTTAR PRADESH,2031,Total,251963,130774,121190,198
UTTAR PRADESH,2036,Total,258990,134113,124877,198
BIHAR,2011,0-1,2957,1511,1447,202
BIHAR,2016,0-1,2868,1509,1359,202
BIHAR,2021,0-1,2752,1445,1307,202
BIHAR,2011,0-4,14501,7420,7081,202
BIHAR,2016,0-4,14063,7413,6650,202
BIHAR,2021,0-4,13494,7098,6395,202
BIHAR,2011,5-9,14245,7403,6841,202
BIHAR,2016,5-9,14204,7266,6939,202
BIHAR,2021,5-9,13777,7259,6519,202
BIHAR,2011,10-14,13138,6962,6176,202
BIHAR,2016,10-14,14062,7288,6773,202
BIHAR,2021,10-14,14018,7148,6870,202
BIHAR,2011,15-19,10272,5551,4721,202
BIHAR,2016,15-19,12811,6795,6016,202
BIHAR,2021,15-19,13711,7111,6601,202
BIHAR,2011,20-24,8351,4403,3948,202
BIHAR,2016,20-24,9774,5331,4443,202
BIHAR,2021,20-24,12260,6552,5708,202
BIHAR,2011,25-29,7646,3860,3785,202
BIHAR,2016,25-29,8076,4238,3838,202
BIHAR,2021,25-29,9473,5148,4325,202
BIHAR,2011,30-34,7088,3554,3534,202
BIHAR,2016,30-34,7440,3726,3714,202
BIHAR,2021,30-34,7859,4093,3766,202
BIHAR,2011,35-39,6308,3234,3074,202
BIHAR,2016,35-39,6920,3444,3475,202
BIHAR,2021,35-39,7266,3611,3655,202
BIHAR,2011,40-44,5285,2769,2516,202
BIHAR,2016,40-44,6173,3148,3025,202
BIHAR,2021,40-44,6778,3355,3423,202
BIHAR,2011,45-49,4271,2255,2016,202
BIHAR,2016,45-49,5154,2688,2466,202
BIHAR,2021,45-49,6029,3060,2969,202
BIHAR,2011,50-54,3436,1797,1640,202
BIHAR,2016,50-54,4141,2183,1959,202
BIHAR,2021,50-54,5007,2606,2401,202
BIHAR,2011,55-59,2990,1513,1477,202
BIHAR,2016,55-59,3264,1700,1564,202
BIHAR,2021,55-59,3948,2073,1875,202
BIHAR,2011,60-64,2736,1394,1342,202
BIHAR,2016,60-64,2761,1389,1372,202
BIHAR,2021,60-64,3031,1569,1462,202
BIHAR,2011,65-69,2026,1143,883,202
BIHAR,2016,65-69,2409,1214,1195,202
BIHAR,2021,65-69,2457,1222,1235,202
