unit,year,age_band,persons,male,female,pdf_page
CHHATTISGARH,2011,75-79,179,84,95,222
CHHATTISGARH,2016,75-79,277,121,157,222
CHHATTISGARH,2021,75-79,307,125,182,222
CHHATTISGARH,2011,80+,109,45,64,222
CHHATTISGARH,2016,80+,145,62,84,222
CHHATTISGARH,2021,80+,227,93,134,222
CHHATTISGARH,2011,Total,25545,12833,12712,222
CHHATTISGARH,2016,Total,27571,13834,13738,222
CHHATTISGARH,2021,Total,29493,14794,14698,222
CHHATTISGARH,2026,0-1,530,272,258,222
CHHATTISGARH,2031,0-1,500,258,242,222
CHHATTISGARH,2036,0-1,487,251,236,222
CHHATTISGARH,2026,0-4,2596,1337,1258,222
CHHATTISGARH,2031,0-4,2450,1266,1184,222
CHHATTISGARH,2036,0-4,2384,1231,1153,222
CHHATTISGARH,2026,5-9,2738,1410,1328,222
CHHATTISGARH,2031,5-9,2583,1333,1250,222
CHHATTISGARH,2036,5-9,2441,1263,1178,222
CHHATTISGARH,2026,10-14,2810,1444,1366,222
CHHATTISGARH,2031,10-14,2739,1411,1328,222
CHHATTISGARH,2036,10-14,2585,1335,1250,222
CHHATTISGARH,2026,15-19,2650,1345,1305,222
CHHATTISGARH,2031,15-19,2820,1448,1373,222
CHHATTISGARH,2036,15-19,2752,1416,1336,222
CHHATTISGARH,2026,20-24,2754,1392,1362,222
CHHATTISGARH,2031,20-24,2669,1348,1321,222
CHHATTISGARH,2036,20-24,2842,1452,1391,222
CHHATTISGARH,2026,25-29,2786,1408,1378,222
CHHATTISGARH,2031,25-29,2747,1388,1359,222
CHHATTISGARH,2036,25-29,2666,1347,1319,222
CHHATTISGARH,2026,30-34,2595,1308,1286,222
CHHATTISGARH,2031,30-34,2767,1399,1368,222
CHHATTISGARH,2036,30-34,2731,1382,1350,222
CHHATTISGARH,2026,35-39,2303,1162,1141,222
CHHATTISGARH,2031,35-39,2571,1296,1275,222
CHHATTISGARH,2036,35-39,2744,1387,1357,222
CHHATTISGARH,2026,40-44,2008,1010,997,222
CHHATTISGARH,2031,40-44,2273,1145,1128,222
CHHATTISGARH,2036,40-44,2541,1279,1262,222
CHHATTISGARH,2026,45-49,1782,886,895,222
CHHATTISGARH,2031,45-49,1974,990,984,222
CHHATTISGARH,2036,45-49,2238,1124,1114,222
CHHATTISGARH,2026,50-54,1629,805,823,222
CHHATTISGARH,2031,50-54,1737,859,878,222
CHHATTISGARH,2036,50-54,1928,962,966,222
CHHATTISGARH,2026,55-59,1425,705,719,222
CHHATTISGARH,2031,55-59,1566,764,801,222
CHHATTISGARH,2036,55-59,1675,819,856,222
CHHATTISGARH,2026,60-64,1124,554,570,222
CHHATTISGARH,2031,60-64,1333,647,686,222
CHHATTISGARH,2036,60-64,1473,706,768,222
CHHATTISGARH,2026,65-69,798,380,418,222
CHHATTISGARH,2031,65-69,1009,483,526,222
CHHATTISGARH,2036,65-69,1209,571,638,222
CHHATTISGARH,2026,70-74,549,240,309,222
CHHATTISGARH,2031,70-74,674,305,369,222
CHHATTISGARH,2036,70-74,866,396,470,222
CHHATTISGARH,2026,75-79,367,149,219,222
CHHATTISGARH,2031,75-79,425,178,247,222
CHHATTISGARH,2036,75-79,533,232,302,222
CHHATTISGARH,2026,80+,299,115,184,222
CHHATTISGARH,2031,80+,382,142,240,222
CHHATTISGARH,2036,80+,470,175,295,222
CHHATTISGARH,2026,Total,31211,15651,15560,222
CHHATTISGARH,2031,Total,32719,16404,16315,222
CHHATTISGARH,2036,Total,34081,17076,17005,222
MADHYA PRADESH,2011,0-1,1642,845,796,226
MADHYA PRADESH,2016,0-1,1807,943,864,226
MADHYA PRADESH,2021,0-1,1738,903,835,226
MADHYA PRADESH,2011,0-4,7959,4103,3856,226
MADHYA PRADESH,2016,0-4,8756,4576,4181,226
MADHYA PRADESH,2021,0-4,8429,4385,4043,226
MADHYA PRADESH,2011,5-9,8151,4238,3913,226
MADHYA PRADESH,2016,5-9,7792,4017,3775,226
MADHYA PRADESH,2021,5-9,8594,4492,4103,226
MADHYA PRADESH,2011,10-14,8220,4297,3923,226
MADHYA PRADESH,2016,10-14,8096,4207,3890,226
MADHYA PRADESH,2021,10-14,7744,3989,3754,226
MADHYA PRADESH,2011,15-19,7555,3993,3562,226
MADHYA PRADESH,2016,15-19,8143,4260,3882,226
MADHYA PRADESH,2021,15-19,8023,4172,3851,226
MADHYA PRADESH,2011,20-24,6680,3523,3157,226
MADHYA PRADESH,2016,20-24,7443,3940,3502,226
MADHYA PRADESH,2021,20-24,8029,4207,3821,226
MADHYA PRADESH,2011,25-29,5886,3049,2837,226
MADHYA PRADESH,2016,25-29,6593,3471,3121,226
MADHYA PRADESH,2021,25-29,7353,3887,3466,226
MADHYA PRADESH,2011,30-34,5276,2699,2577,226
MADHYA PRADESH,2016,30-34,5813,3004,2809,226
MADHYA PRADESH,2021,30-34,6517,3425,3093,226
MADHYA PRADESH,2011,35-39,4794,2461,2333,226
MADHYA PRADESH,2016,35-39,5201,2651,2551,226
MADHYA PRADESH,2021,35-39,5738,2956,2783,226
MADHYA PRADESH,2011,40-44,4208,2183,2026,226
MADHYA PRADESH,2016,40-44,4715,2407,2307,226
MADHYA PRADESH,2021,40-44,5124,2599,2525,226
MADHYA PRADESH,2011,45-49,3493,1832,1661,226
MADHYA PRADESH,2016,45-49,4106,2114,1992,226
MADHYA PRADESH,2021,45-49,4611,2339,2272,226
MADHYA PRADESH,2011,50-54,2746,1442,1303,226
MADHYA PRADESH,2016,50-54,3367,1749,1619,226
MADHYA PRADESH,2021,50-54,3973,2027,1946,226
MADHYA PRADESH,2011,55-59,2202,1125,1077,226
MADHYA PRADESH,2016,55-59,2613,1356,1257,226
MADHYA PRADESH,2021,55-59,3219,1653,1566,226
MADHYA PRADESH,2011,60-64,1867,923,944,226
MADHYA PRADESH,2016,60-64,2032,1022,1011,226
MADHYA PRADESH,2021,60-64,2430,1243,1188,226
MADHYA PRADESH,2011,65-69,1489,725,764,226
MADHYA PRADESH,2016,65-69,1619,784,835,226
MADHYA PRADESH,2021,65-69,1790,884,906,226
MADHYA PRADESH,2011,70-74,1210,582,628,226
MADHYA PRADESH,2016,70-74,1184,561,623,226
MADHYA PRADESH,2021,70-74,1325,627,698,226
MADHYA PRADESH,2011,75-79,557,285,272,226
MADHYA PRADESH,2016,75-79,865,401,465,226
MADHYA PRADESH,2021,75-79,885,404,480,226
MADHYA PRADESH,2011,80+,335,153,182,226
MADHYA PRADESH,2016,80+,468,218,250,226
MADHYA PRADESH,2021,80+,732,321,411,226
MADHYA PRADESH,2011,Total,72627,37612,35015,226
MADHYA PRADESH,2016,Total,78806,40737,38069,226
MADHYA PRADESH,2021,Total,84516,43609,40907,226
MADHYA PRADESH,2026,0-1,1653,854,799,226
MADHYA PRADESH,2031,0-1,1534,789,745,226
MADHYA PRADESH,2036,0-1,1453,747,706,226
MADHYA PRADESH,2026,0-4,8013,4147,3866,226
MADHYA PRADESH,2031,0-4,7436,3830,3605,226
MADHYA PRADESH,2036,0-4,7046,3628,3418,226
MADHYA PRADESH,2026,5-9,8288,4312,3976,226
MADHYA PRADESH,2031,5-9,7892,4084,3808,226
MADHYA PRADESH,2036,5-9,7333,3777,3556,226
MADHYA PRADESH,2026,10-14,8546,4463,4082,226
MADHYA PRADESH,2031,10-14,8244,4287,3958,226
MADHYA PRADESH,2036,10-14,7852,4060,3791,226
MADHYA PRADESH,2026,15-19,7676,3957,3719,226
MADHYA PRADESH,2031,15-19,8476,4430,4046,226
MADHYA PRADESH,2036,15-19,8178,4255,3924,226
MADHYA PRADESH,2026,20-24,7914,4122,3793,226
MADHYA PRADESH,2031,20-24,7571,3909,3662,226
MADHYA PRADESH,2036,20-24,8369,4380,3989,226
MADHYA PRADESH,2026,25-29,7939,4153,3785,226
MADHYA PRADESH,2031,25-29,7829,4070,3759,226
MADHYA PRADESH,2036,25-29,7492,3861,3631,226
MADHYA PRADESH,2026,30-34,7275,3838,3437,226
MADHYA PRADESH,2031,30-34,7861,4104,3757,226
MADHYA PRADESH,2036,30-34,7756,4024,3732,226
MADHYA PRADESH,2026,35-39,6440,3374,3067,226
MADHYA PRADESH,2031,35-39,7196,3786,3411,226
MADHYA PRADESH,2036,35-39,7782,4052,3730,226
MADHYA PRADESH,2026,40-44,5659,2902,2758,226
MADHYA PRADESH,2031,40-44,6359,3318,3041,226
MADHYA PRADESH,2036,40-44,7112,3727,3384,226
MADHYA PRADESH,2026,45-49,5021,2531,2490,226
MADHYA PRADESH,2031,45-49,5555,2832,2722,226
MADHYA PRADESH,2036,45-49,6249,3244,3005,226
MADHYA PRADESH,2026,50-54,4474,2250,2224,226
MADHYA PRADESH,2031,50-54,4883,2442,2441,226
MADHYA PRADESH,2036,50-54,5412,2739,2673,226
MADHYA PRADESH,2026,55-59,3812,1924,1888,226
MADHYA PRADESH,2031,55-59,4307,2144,2164,226
MADHYA PRADESH,2036,55-59,4713,2333,2380,226
MADHYA PRADESH,2026,60-64,3014,1526,1489,226
MADHYA PRADESH,2031,60-64,3590,1787,1803,226
MADHYA PRADESH,2036,60-64,4075,2001,2074,226
MADHYA PRADESH,2026,65-69,2168,1089,1079,226
MADHYA PRADESH,2031,65-69,2718,1352,1365,226
MADHYA PRADESH,2036,65-69,3266,1598,1668,226
MADHYA PRADESH,2026,70-74,1498,721,776,226
MADHYA PRADESH,2031,70-74,1845,906,939,226
MADHYA PRADESH,2036,70-74,2347,1141,1206,226
MADHYA PRADESH,2026,75-79,1022,465,557,226
MADHYA PRADESH,2031,75-79,1182,548,634,226
MADHYA PRADESH,2036,75-79,1482,700,782,226
MADHYA PRADESH,2026,80+,913,385,528,226
MADHYA PRADESH,2031,80+,1114,459,654,226
MADHYA PRADESH,2036,80+,1339,551,788,226
MADHYA PRADESH,2026,Total,89673,46157,43515,226
MADHYA PRADESH,2031,Total,94057,48288,45769,226
MADHYA PRADESH,2036,Total,97804,50073,47731,226
GUJARAT,2011,0-1,1151,607,544,230
GUJARAT,2016,0-1,1183,641,542,230
GUJARAT,2021,0-1,1188,639,549,230
GUJARAT,2011,0-4,5647,2982,2666,230
GUJARAT,2016,0-4,5804,3149,2655,230
GUJARAT,2021,0-4,5826,3136,2689,230
GUJARAT,2011,5-9,5843,3115,2729,230
GUJARAT,2016,5-9,5642,2991,2651,230
GUJARAT,2021,5-9,5811,3166,2645,230
GUJARAT,2011,10-14,6024,3223,2801,230
GUJARAT,2016,10-14,5880,3146,2734,230
GUJARAT,2021,10-14,5687,3028,2658,230
GUJARAT,2011,15-19,5939,3168,2771,230
GUJARAT,2016,15-19,6121,3279,2842,230
GUJARAT,2021,15-19,5990,3210,2780,230
GUJARAT,2011,20-24,5699,3013,2686,230
GUJARAT,2016,20-24,6099,3244,2854,230
GUJARAT,2021,20-24,6299,3365,2934,230
GUJARAT,2011,25-29,5298,2773,2525,230
GUJARAT,2016,25-29,5754,3055,2699,230
GUJARAT,2021,25-29,6163,3293,2870,230
GUJARAT,2011,30-34,4809,2500,2309,230
GUJARAT,2016,30-34,5315,2794,2521,230
GUJARAT,2021,30-34,5777,3081,2697,230
GUJARAT,2011,35-39,4347,2253,2093,230
GUJARAT,2016,35-39,4799,2499,2300,230
GUJARAT,2021,35-39,5309,2796,2513,230
GUJARAT,2011,40-44,3862,1997,1864,230
GUJARAT,2016,40-44,4306,2229,2077,230
GUJARAT,2021,40-44,4761,2478,2284,230
GUJARAT,2011,45-49,3311,1714,1597,230
GUJARAT,2016,45-49,3802,1961,1841,230
GUJARAT,2021,45-49,4248,2195,2053,230
GUJARAT,2011,50-54,2702,1398,1304,230
GUJARAT,2016,50-54,3212,1647,1565,230
GUJARAT,2021,50-54,3702,1894,1807,230
GUJARAT,2011,55-59,2142,1089,1054,230
GUJARAT,2016,55-59,2588,1322,1266,230
GUJARAT,2021,55-59,3092,1568,1524,230
GUJARAT,2011,60-64,1677,826,851,230
GUJARAT,2016,60-64,2000,999,1002,230
GUJARAT,2021,60-64,2435,1225,1210,230
GUJARAT,2011,65-69,1247,595,652,230
GUJARAT,2016,65-69,1501,722,779,230
GUJARAT,2021,65-69,1813,888,925,230
GUJARAT,2011,70-74,994,455,539,230
GUJARAT,2016,70-74,1047,482,565,230
GUJARAT,2021,70-74,1287,602,685,230
GUJARAT,2011,75-79,559,255,305,230
GUJARAT,2016,75-79,767,337,430,230
GUJARAT,2021,75-79,832,370,462,230
GUJARAT,2011,80+,340,137,203,230
GUJARAT,2016,80+,520,214,306,230
GUJARAT,2021,80+,756,305,450,230
GUJARAT,2011,Total,60440,31491,28948,230
GUJARAT,2016,Total,65158,34071,31087,230
GUJARAT,2021,Total,69788,36600,33188,230
GUJARAT,2026,0-1,1146,611,535,230
GUJARAT,2031,0-1,1088,575,513,230
GUJARAT,2036,0-1,1039,549,490,230
GUJARAT,2026,0-4,5618,2998,2620,230
GUJARAT,2031,0-4,5337,2822,2515,230
GUJARAT,2036,0-4,5098,2697,2400,230
GUJARAT,2026,5-9,5845,3161,2684,230
GUJARAT,2031,5-9,5649,3030,2619,230
GUJARAT,2036,5-9,5381,2861,2520,230
GUJARAT,2026,10-14,5862,3207,2654,230
GUJARAT,2031,10-14,5902,3206,2696,230
GUJARAT,2036,10-14,5712,3079,2633,230
GUJARAT,2026,15-19,5810,3100,2710,230
GUJARAT,2031,15-19,5995,3284,2711,230
GUJARAT,2036,15-19,6045,3289,2756,230
GUJARAT,2026,20-24,6188,3306,2882,230
GUJARAT,2031,20-24,6025,3204,2821,230
GUJARAT,2036,20-24,6225,3396,2829,230
GUJARAT,2026,25-29,6373,3420,2954,230
GUJARAT,2031,25-29,6273,3367,2906,230
GUJARAT,2036,25-29,6121,3273,2848,230
GUJARAT,2026,30-34,6193,3323,2870,230
GUJARAT,2031,30-34,6411,3455,2956,230
GUJARAT,2036,30-34,6319,3408,2911,230
GUJARAT,2026,35-39,5776,3087,2689,230
GUJARAT,2031,35-39,6196,3332,2864,230
GUJARAT,2036,35-39,6420,3468,2952,230
GUJARAT,2026,40-44,5274,2777,2497,230
GUJARAT,2031,40-44,5743,3068,2675,230
GUJARAT,2036,40-44,6167,3316,2851,230
GUJARAT,2026,45-49,4705,2445,2260,230
GUJARAT,2031,45-49,5218,2744,2475,230
GUJARAT,2036,45-49,5689,3036,2653,230
GUJARAT,2026,50-54,4147,2128,2019,230
GUJARAT,2031,50-54,4603,2376,2226,230
GUJARAT,2036,50-54,5114,2674,2440,230
GUJARAT,2026,55-59,3575,1811,1764,230
GUJARAT,2031,55-59,4017,2042,1975,230
GUJARAT,2036,55-59,4470,2288,2182,230
GUJARAT,2026,60-64,2926,1464,1462,230
GUJARAT,2031,60-64,3400,1701,1700,230
GUJARAT,2036,60-64,3837,1927,1910,230
GUJARAT,2026,65-69,2229,1102,1127,230
GUJARAT,2031,65-69,2701,1328,1373,230
GUJARAT,2036,65-69,3162,1555,1606,230
GUJARAT,2026,70-74,1580,754,826,230
GUJARAT,2031,70-74,1968,948,1019,230
GUJARAT,2036,70-74,2411,1157,1255,230
GUJARAT,2026,75-79,1044,471,572,230
GUJARAT,2031,75-79,1302,599,703,230
GUJARAT,2036,75-79,1643,763,880,230
GUJARAT,2026,80+,943,378,565,230
GUJARAT,2031,80+,1190,479,711,230
GUJARAT,2036,80+,1502,611,891,230
GUJARAT,2026,Total,74086,38930,35156,230
GUJARAT,2031,Total,77931,40986,36946,230
GUJARAT,2036,Total,81316,42800,38516,230
MAHARASHTRA,2011,0-1,1921,1008,913,234
MAHARASHTRA,2016,0-1,1756,939,817,234
MAHARASHTRA,2021,0-1,1700,905,795,234
MAHARASHTRA,2011,0-4,9538,5006,4532,234
MAHARASHTRA,2016,0-4,8720,4665,4054,234
MAHARASHTRA,2021,0-4,8444,4498,3946,234
MAHARASHTRA,2011,5-9,9971,5259,4711,234
MAHARASHTRA,2016,5-9,9610,5061,4549,234
MAHARASHTRA,2021,5-9,8802,4726,4076,234
MAHARASHTRA,2011,10-14,10517,5574,4943,234
MAHARASHTRA,2016,10-14,10046,5317,4728,234
MAHARASHTRA,2021,10-14,9693,5124,4569,234
MAHARASHTRA,2011,15-19,10809,5754,5056,234
MAHARASHTRA,2016,15-19,10698,5672,5026,234
MAHARASHTRA,2021,15-19,10242,5424,4818,234
MAHARASHTRA,2011,20-24,10778,5690,5088,234
MAHARASHTRA,2016,20-24,11101,5883,5218,234
MAHARASHTRA,2021,20-24,11013,5813,5200,234
MAHARASHTRA,2011,25-29,10082,5251,4831,234
MAHARASHTRA,2016,25-29,10870,5753,5118,234
MAHARASHTRA,2021,25-29,11205,5953,5252,234
MAHARASHTRA,2011,30-34,9029,4656,4373,234
MAHARASHTRA,2016,30-34,10101,5274,4826,234
MAHARASHTRA,2021,30-34,10894,5778,5116,234
MAHARASHTRA,2011,35-39,8151,4191,3960,234
MAHARASHTRA,2016,35-39,8996,4641,4355,234
MAHARASHTRA,2021,35-39,10066,5259,4808,234
MAHARASHTRA,2011,40-44,7194,3718,3476,234
MAHARASHTRA,2016,40-44,8075,4143,3933,234
MAHARASHTRA,2021,40-44,8919,4592,4326,234
MAHARASHTRA,2011,45-49,6067,3151,2916,234
MAHARASHTRA,2016,45-49,7094,3654,3440,234
MAHARASHTRA,2021,45-49,7971,4077,3894,234
MAHARASHTRA,2011,50-54,4957,2573,2384,234
MAHARASHTRA,2016,50-54,5920,3053,2867,234
MAHARASHTRA,2021,50-54,6932,3546,3386,234
MAHARASHTRA,2011,55-59,4098,2069,2029,234
MAHARASHTRA,2016,55-59,4770,2449,2321,234
MAHARASHTRA,2021,55-59,5708,2913,2795,234
MAHARASHTRA,2011,60-64,3575,1718,1857,234
MAHARASHTRA,2016,60-64,3843,1914,1929,234
MAHARASHTRA,2021,60-64,4490,2275,2215,234
MAHARASHTRA,2011,65-69,2996,1414,1582,234
MAHARASHTRA,2016,65-69,3222,1524,1698,234
MAHARASHTRA,2021,65-69,3487,1710,1777,234
MAHARASHTRA,2011,70-74,2411,1148,1262,234
MAHARASHTRA,2016,70-74,2550,1185,1365,234
MAHARASHTRA,2021,70-74,2774,1290,1484,234
MAHARASHTRA,2011,75-79,1373,695,678,234
MAHARASHTRA,2016,75-79,1864,869,995,234
MAHARASHTRA,2021,75-79,2008,910,1098,234
MAHARASHTRA,2011,80+,826,374,452,234
MAHARASHTRA,2016,80+,1247,593,655,234
MAHARASHTRA,2021,80+,1789,815,974,234
MAHARASHTRA,2011,Total,112374,58243,54131,234
MAHARASHTRA,2016,Total,118727,61649,57078,234
MAHARASHTRA,2021,Total,124437,64702,59735,234
MAHARASHTRA,2026,0-1,1592,844,748,234
MAHARASHTRA,2031,0-1,1514,799,715,234
MAHARASHTRA,2036,0-1,1432,756,676,234
MAHARASHTRA,2026,0-4,7910,4195,3715,234
MAHARASHTRA,2031,0-4,7520,3971,3548,234
MAHARASHTRA,2036,0-4,7113,3758,3355,234
MAHARASHTRA,2026,5-9,8534,4564,3970,234
MAHARASHTRA,2031,5-9,8008,4266,3742,234
MAHARASHTRA,2036,5-9,7623,4046,3578,234
MAHARASHTRA,2026,10-14,8893,4794,4099,234
MAHARASHTRA,2031,10-14,8631,4636,3995,234
MAHARASHTRA,2036,10-14,8110,4342,3768,234
MAHARASHTRA,2026,15-19,9903,5238,4665,234
MAHARASHTRA,2031,15-19,9117,4915,4202,234
MAHARASHTRA,2036,15-19,8865,4762,4103,234
MAHARASHTRA,2026,20-24,10580,5574,5005,234
MAHARASHTRA,2031,20-24,10260,5398,4862,234
MAHARASHTRA,2036,20-24,9492,5083,4409,234
MAHARASHTRA,2026,25-29,11131,5892,5239,234
MAHARASHTRA,2031,25-29,10712,5663,5049,234
MAHARASHTRA,2036,25-29,10403,5493,4910,234
MAHARASHTRA,2026,30-34,11238,5985,5253,234
MAHARASHTRA,2031,30-34,11175,5932,5243,234
MAHARASHTRA,2036,30-34,10768,5711,5057,234
MAHARASHTRA,2026,35-39,10863,5765,5098,234
MAHARASHTRA,2031,35-39,11216,5978,5238,234
MAHARASHTRA,2036,35-39,11163,5932,5231,234
MAHARASHTRA,2026,40-44,9986,5207,4779,234
MAHARASHTRA,2031,40-44,10784,5714,5070,234
MAHARASHTRA,2036,40-44,11141,5929,5211,234
MAHARASHTRA,2026,45-49,8811,4524,4287,234
MAHARASHTRA,2031,45-49,9873,5135,4738,234
MAHARASHTRA,2036,45-49,10667,5637,5030,234
MAHARASHTRA,2026,50-54,7799,3962,3837,234
MAHARASHTRA,2031,50-54,8632,4405,4227,234
MAHARASHTRA,2036,50-54,9678,5004,4675,234
MAHARASHTRA,2026,55-59,6698,3392,3306,234
MAHARASHTRA,2031,55-59,7551,3800,3751,234
MAHARASHTRA,2036,55-59,8368,4231,4137,234
MAHARASHTRA,2026,60-64,5395,2718,2676,234
MAHARASHTRA,2031,60-64,6353,3179,3174,234
MAHARASHTRA,2036,60-64,7181,3571,3611,234
MAHARASHTRA,2026,65-69,4101,2047,2054,234
MAHARASHTRA,2031,65-69,4957,2462,2495,234
MAHARASHTRA,2036,65-69,5865,2890,2975,234
MAHARASHTRA,2026,70-74,3034,1463,1572,234
MAHARASHTRA,2031,70-74,3601,1767,1833,234
MAHARASHTRA,2036,70-74,4384,2137,2247,234
MAHARASHTRA,2026,75-79,2221,1005,1217,234
MAHARASHTRA,2031,75-79,2460,1153,1307,234
MAHARASHTRA,2036,75-79,2948,1404,1544,234
MAHARASHTRA,2026,80+,2211,967,1244,234
MAHARASHTRA,2031,80+,2604,1111,1493,234
MAHARASHTRA,2036,80+,2995,1280,1716,234
MAHARASHTRA,2026,Total,129308,67292,62016,234
MAHARASHTRA,2031,Total,133451,69484,63967,234
MAHARASHTRA,2036,Total,136764,71208,65556,234
ANDHRA PRADESH,2011,0-1,763,390,373,238
ANDHRA PRADESH,2016,0-1,742,388,354,238
ANDHRA PRADESH,2021,0-1,699,364,335,238
ANDHRA PRADESH,2011,0-4,3768,1928,1840,238
ANDHRA PRADESH,2016,0-4,3667,1918,1749,238
ANDHRA PRADESH,2021,0-4,3449,1796,1653,238
ANDHRA PRADESH,2011,5-9,4186,2151,2035,238
ANDHRA PRADESH,2016,5-9,3744,1915,1829,238
ANDHRA PRADESH,2021,5-9,3645,1906,1739,238
ANDHRA PRADESH,2011,10-14,4572,2357,2216,238
ANDHRA PRADESH,2016,10-14,4171,2143,2028,238
ANDHRA PRADESH,2021,10-14,3731,1908,1823,238
ANDHRA PRADESH,2011,15-19,4717,2420,2296,238
ANDHRA PRADESH,2016,15-19,4543,2344,2199,238
ANDHRA PRADESH,2021,15-19,4145,2131,2013,238
ANDHRA PRADESH,2011,20-24,4689,2352,2337,238
ANDHRA PRADESH,2016,20-24,4665,2398,2267,238
ANDHRA PRADESH,2021,20-24,4495,2323,2172,238
ANDHRA PRADESH,2011,25-29,4420,2182,2238,238
ANDHRA PRADESH,2016,25-29,4638,2324,2313,238
ANDHRA PRADESH,2021,25-29,4617,2372,2246,238
ANDHRA PRADESH,2011,30-34,4038,1994,2044,238
ANDHRA PRADESH,2016,30-34,4367,2150,2218,238
ANDHRA PRADESH,2021,30-34,4587,2292,2294,238
ANDHRA PRADESH,2011,35-39,3734,1855,1879,238
ANDHRA PRADESH,2016,35-39,3979,1953,2026,238
ANDHRA PRADESH,2021,35-39,4310,2110,2200,238
ANDHRA PRADESH,2011,40-44,3338,1687,1650,238
ANDHRA PRADESH,2016,40-44,3665,1807,1858,238
ANDHRA PRADESH,2021,40-44,3913,1908,2005,238
ANDHRA PRADESH,2011,45-49,2829,1445,1384,238
ANDHRA PRADESH,2016,45-49,3258,1634,1624,238
ANDHRA PRADESH,2021,45-49,3586,1756,1831,238
ANDHRA PRADESH,2011,50-54,2303,1154,1149,238
ANDHRA PRADESH,2016,50-54,2730,1380,1351,238
ANDHRA PRADESH,2021,50-54,3154,1566,1588,238
ANDHRA PRADESH,2011,55-59,1958,935,1023,238
ANDHRA PRADESH,2016,55-59,2184,1080,1104,238
ANDHRA PRADESH,2021,55-59,2600,1299,1301,238
ANDHRA PRADESH,2011,60-64,1774,826,948,238
ANDHRA PRADESH,2016,60-64,1804,848,956,238
ANDHRA PRADESH,2021,60-64,2025,988,1037,238
ANDHRA PRADESH,2011,65-69,1404,665,739,238
ANDHRA PRADESH,2016,65-69,1562,713,849,238
ANDHRA PRADESH,2021,65-69,1607,743,864,238
ANDHRA PRADESH,2011,70-74,1004,480,524,238
ANDHRA PRADESH,2016,70-74,1162,538,624,238
ANDHRA PRADESH,2021,70-74,1318,590,728,238
ANDHRA PRADESH,2011,75-79,525,259,267,238
ANDHRA PRADESH,2016,75-79,754,352,402,238
ANDHRA PRADESH,2021,75-79,897,405,492,238
ANDHRA PRADESH,2011,80+,317,139,178,238
ANDHRA PRADESH,2016,80+,477,214,263,238
ANDHRA PRADESH,2021,80+,710,310,400,238
ANDHRA PRADESH,2011,Total,49577,24831,24747,238
ANDHRA PRADESH,2016,Total,51371,25710,25661,238
ANDHRA PRADESH,2021,Total,52787,26403,26384,238
ANDHRA PRADESH,2026,0-1,633,328,305,238
ANDHRA PRADESH,2031,0-1,574,296,278,238
ANDHRA PRADESH,2036,0-1,529,273,256,238
ANDHRA PRADESH,2026,0-4,3123,1618,1505,238
ANDHRA PRADESH,2031,0-4,2836,1462,1374,238
ANDHRA PRADESH,2036,0-4,2613,1347,1266,238
ANDHRA PRADESH,2026,5-9,3429,1785,1643,238
ANDHRA PRADESH,2031,5-9,3106,1609,1497,238
ANDHRA PRADESH,2036,5-9,2820,1454,1366,238
ANDHRA PRADESH,2026,10-14,3633,1900,1733,238
ANDHRA PRADESH,2031,10-14,3418,1779,1638,238
ANDHRA PRADESH,2036,10-14,3095,1603,1492,238
ANDHRA PRADESH,2026,15-19,3706,1897,1809,238
ANDHRA PRADESH,2031,15-19,3609,1889,1720,238
ANDHRA PRADESH,2036,15-19,3395,1769,1626,238
ANDHRA PRADESH,2026,20-24,4100,2112,1988,238
ANDHRA PRADESH,2031,20-24,3665,1880,1786,238
ANDHRA PRADESH,2036,20-24,3570,1872,1698,238
ANDHRA PRADESH,2026,25-29,4450,2298,2152,238
ANDHRA PRADESH,2031,25-29,4061,2090,1970,238
ANDHRA PRADESH,2036,25-29,3631,1860,1771,238
ANDHRA PRADESH,2026,30-34,4569,2341,2228,238
ANDHRA PRADESH,2031,30-34,4406,2270,2136,238
ANDHRA PRADESH,2036,30-34,4022,2066,1957,238
ANDHRA PRADESH,2026,35-39,4530,2254,2276,238
ANDHRA PRADESH,2031,35-39,4516,2304,2212,238
ANDHRA PRADESH,2036,35-39,4358,2237,2122,238
ANDHRA PRADESH,2026,40-44,4244,2065,2178,238
ANDHRA PRADESH,2031,40-44,4465,2209,2256,238
ANDHRA PRADESH,2036,40-44,4455,2262,2193,238
ANDHRA PRADESH,2026,45-49,3835,1857,1978,238
ANDHRA PRADESH,2031,45-49,4165,2014,2150,238
ANDHRA PRADESH,2036,45-49,4387,2158,2229,238
ANDHRA PRADESH,2026,50-54,3479,1687,1792,238
ANDHRA PRADESH,2031,50-54,3729,1790,1939,238
ANDHRA PRADESH,2036,50-54,4056,1945,2111,238
ANDHRA PRADESH,2026,55-59,3014,1480,1534,238
ANDHRA PRADESH,2031,55-59,3336,1601,1735,238
ANDHRA PRADESH,2036,55-59,3585,1703,1882,238
ANDHRA PRADESH,2026,60-64,2425,1196,1229,238
ANDHRA PRADESH,2031,60-64,2826,1371,1455,238
ANDHRA PRADESH,2036,60-64,3142,1489,1653,238
ANDHRA PRADESH,2026,65-69,1820,874,946,238
ANDHRA PRADESH,2031,65-69,2196,1067,1129,238
ANDHRA PRADESH,2036,65-69,2577,1231,1346,238
ANDHRA PRADESH,2026,70-74,1375,623,752,238
ANDHRA PRADESH,2031,70-74,1574,741,833,238
