unit,year,persons_000,male_000,female_000
MEGHALAYA,2022,3326,1666,1659
MEGHALAYA,2023,3356,1681,1675
MEGHALAYA,2024,3387,1696,1691
MEGHALAYA,2025,3417,1710,1707
MEGHALAYA,2026,3447,1724,1723
MEGHALAYA,2027,3474,1737,1737
MEGHALAYA,2028,3502,1750,1752
MEGHALAYA,2029,3529,1763,1766
MEGHALAYA,2030,3557,1776,1781
MEGHALAYA,2031,3583,1789,1795
MEGHALAYA,2032,3605,1798,1807
MEGHALAYA,2033,3626,1808,1819
MEGHALAYA,2034,3648,1818,1830
MEGHALAYA,2035,3670,1828,1842
MEGHALAYA,2036,3692,1838,1854
DAMAN & DIU,2011,249,155,94
DAMAN & DIU,2012,266,168,98
DAMAN & DIU,2013,283,181,102
DAMAN & DIU,2014,301,194,106
DAMAN & DIU,2015,318,208,110
DAMAN & DIU,2016,339,224,115
DAMAN & DIU,2017,367,247,120
DAMAN & DIU,2018,395,269,125
DAMAN & DIU,2019,423,292,131
DAMAN & DIU,2020,451,314,136
DAMAN & DIU,2021,485,343,142
DAMAN & DIU,2022,532,383,149
DAMAN & DIU,2023,579,423,157
DAMAN & DIU,2024,627,463,164
DAMAN & DIU,2025,674,503,171
DAMAN & DIU,2026,734,555,179
DAMAN & DIU,2027,820,631,189
DAMAN & DIU,2028,907,707,200
DAMAN & DIU,2029,993,783,210
DAMAN & DIU,2030,1079,860,220
DAMAN & DIU,2031,1193,961,231
DAMAN & DIU,2032,1359,1113,246
DAMAN & DIU,2033,1525,1265,260
DAMAN & DIU,2034,1691,1417,274
DAMAN & DIU,2035,1858,1569,289
DAMAN & DIU,2036,2024,1721,303
DADRA & NAGAR HAVELI,2011,351,198,153
DADRA & NAGAR HAVELI,2012,373,212,161
DADRA & NAGAR HAVELI,2013,394,226,169
DADRA & NAGAR HAVELI,2014,416,239,177
DADRA & NAGAR HAVELI,2015,438,253,185
DADRA & NAGAR HAVELI,2016,463,269,194
DADRA & NAGAR HAVELI,2017,494,289,205
DADRA & NAGAR HAVELI,2018,525,309,216
DADRA & NAGAR HAVELI,2019,556,330,227
DADRA & NAGAR HAVELI,2020,587,350,238
DADRA & NAGAR HAVELI,2021,623,373,250
DADRA & NAGAR HAVELI,2022,669,404,265
DADRA & NAGAR HAVELI,2023,714,434,280
DADRA & NAGAR HAVELI,2024,760,465,295
DADRA & NAGAR HAVELI,2025,805,495,310
DADRA & NAGAR HAVELI,2026,859,531,327
DADRA & NAGAR HAVELI,2027,927,579,348
DADRA & NAGAR HAVELI,2028,995,626,369
DADRA & NAGAR HAVELI,2029,1064,674,390
DADRA & NAGAR HAVELI,2030,1132,721,411
DADRA & NAGAR HAVELI,2031,1213,778,435
DADRA & NAGAR HAVELI,2032,1318,853,465
DADRA & NAGAR HAVELI,2033,1423,928,495
DADRA & NAGAR HAVELI,2034,1528,1003,525
DADRA & NAGAR HAVELI,2035,1633,1078,554
DADRA & NAGAR HAVELI,2036,1738,1153,584
GOA,2011,1462,741,721
GOA,2012,1473,746,727
GOA,2013,1483,751,733
GOA,2014,1494,756,738
GOA,2015,1505,761,744
GOA,2016,1515,766,749
GOA,2017,1524,770,754
GOA,2018,1534,775,759
GOA,2019,1543,779,764
GOA,2020,1553,783,769
GOA,2021,1561,787,774
GOA,2022,1569,791,778
GOA,2023,1577,795,783
GOA,2024,1585,798,787
GOA,2025,1593,802,791
GOA,2026,1601,805,796
GOA,2027,1608,808,799
GOA,2028,1615,812,803
GOA,2029,1622,815,807
GOA,2030,1629,818,811
GOA,2031,1635,821,815
GOA,2032,1641,823,818
GOA,2033,1647,826,821
GOA,2034,1653,828,825
GOA,2035,1659,831,828
GOA,2036,1665,834,831
LAKSHADWEEP,2011,65,33,31
LAKSHADWEEP,2012,65,33,32
LAKSHADWEEP,2013,65,34,32
LAKSHADWEEP,2014,66,34,32
LAKSHADWEEP,2015,66,34,32
LAKSHADWEEP,2016,67,34,32
LAKSHADWEEP,2017,67,34,33
LAKSHADWEEP,2018,67,35,33
LAKSHADWEEP,2019,68,35,33
LAKSHADWEEP,2020,68,35,33
LAKSHADWEEP,2021,68,35,33
LAKSHADWEEP,2022,69,35,33
LAKSHADWEEP,2023,69,35,33
LAKSHADWEEP,2024,69,35,34
LAKSHADWEEP,2025,69,36,34
LAKSHADWEEP,2026,70,36,34
LAKSHADWEEP,2027,70,36,34
LAKSHADWEEP,2028,70,36,34
LAKSHADWEEP,2029,70,36,34
LAKSHADWEEP,2030,70,36,34
LAKSHADWEEP,2031,71,36,34
LAKSHADWEEP,2032,71,36,34
LAKSHADWEEP,2033,71,36,35
LAKSHADWEEP,2034,71,37,35
LAKSHADWEEP,2035,71,37,35
LAKSHADWEEP,2036,72,37,35
PUDUCHERRY,2011,1258,617,641
PUDUCHERRY,2012,1289,631,658
PUDUCHERRY,2013,1320,644,676
PUDUCHERRY,2014,1351,658,693
PUDUCHERRY,2015,1381,671,710
PUDUCHERRY,2016,1413,685,728
PUDUCHERRY,2017,1447,700,747
PUDUCHERRY,2018,1481,714,767
PUDUCHERRY,2019,1515,729,786
PUDUCHERRY,2020,1549,743,806
PUDUCHERRY,2021,1584,758,826
PUDUCHERRY,2022,1621,773,848
PUDUCHERRY,2023,1658,788,870
PUDUCHERRY,2024,1695,804,891
PUDUCHERRY,2025,1732,819,913
PUDUCHERRY,2026,1771,835,936
PUDUCHERRY,2027,1811,851,961
PUDUCHERRY,2028,1852,867,985
PUDUCHERRY,2029,1893,883,1010
PUDUCHERRY,2030,1934,899,1034
PUDUCHERRY,2031,1976,916,1060
PUDUCHERRY,2032,2020,933,1087
PUDUCHERRY,2033,2065,950,1115
PUDUCHERRY,2034,2109,967,1143
PUDUCHERRY,2035,2154,984,1170
PUDUCHERRY,2036,2198,1001,1198
ANDAMAN & NICOBAR ISLANDS,2011,381,203,178
ANDAMAN & NICOBAR ISLANDS,2012,384,204,179
ANDAMAN & NICOBAR ISLANDS,2013,386,205,181
ANDAMAN & NICOBAR ISLANDS,2014,388,206,182
ANDAMAN & NICOBAR ISLANDS,2015,390,207,183
ANDAMAN & NICOBAR ISLANDS,2016,392,208,184
ANDAMAN & NICOBAR ISLANDS,2017,394,209,185
ANDAMAN & NICOBAR ISLANDS,2018,396,209,186
ANDAMAN & NICOBAR ISLANDS,2019,398,210,187
ANDAMAN & NICOBAR ISLANDS,2020,399,211,188
ANDAMAN & NICOBAR ISLANDS,2021,401,212,189
ANDAMAN & NICOBAR ISLANDS,2022,402,212,190
ANDAMAN & NICOBAR ISLANDS,2023,403,212,191
ANDAMAN & NICOBAR ISLANDS,2024,404,213,191
ANDAMAN & NICOBAR ISLANDS,2025,405,213,192
ANDAMAN & NICOBAR ISLANDS,2026,406,214,193
ANDAMAN & NICOBAR ISLANDS,2027,407,214,193
ANDAMAN & NICOBAR ISLANDS,2028,408,215,194
ANDAMAN & NICOBAR ISLANDS,2029,409,215,194
ANDAMAN & NICOBAR ISLANDS,2030,410,215,195
ANDAMAN & NICOBAR ISLANDS,2031,411,216,195
ANDAMAN & NICOBAR ISLANDS,2032,411,216,195
ANDAMAN & NICOBAR ISLANDS,2033,412,216,196
ANDAMAN & NICOBAR ISLANDS,2034,412,216,196
ANDAMAN & NICOBAR ISLANDS,2035,413,216,196
ANDAMAN & NICOBAR ISLANDS,2036,413,217,197
TELANGANA,2011,35077,17648,17428
TELANGANA,2012,35368,17795,17573
TELANGANA,2013,35660,17942,17718
TELANGANA,2014,35951,18089,17863
TELANGANA,2015,36243,18236,18007
TELANGANA,2016,36525,18377,18147
TELANGANA,2017,36778,18504,18274
TELANGANA,2018,37030,18630,18400
TELANGANA,2019,37283,18757,18526
TELANGANA,2020,37536,18883,18653
TELANGANA,2021,37771,19000,18771
TELANGANA,2022,37953,19088,18865
TELANGANA,2023,38135,19175,18960
TELANGANA,2024,38317,19263,19054
TELANGANA,2025,38499,19351,19149
TELANGANA,2026,38665,19430,19235
TELANGANA,2027,38779,19481,19297
TELANGANA,2028,38893,19533,19360
TELANGANA,2029,39007,19585,19422
TELANGANA,2030,39121,19636,19485
TELANGANA,2031,39220,19680,19540
TELANGANA,2032,39272,19699,19573
TELANGANA,2033,39324,19718,19605
TELANGANA,2034,39376,19738,19638
TELANGANA,2035,39428,19757,19671
TELANGANA,2036,39480,19776,19704
LADAKH,2011,275,157,118
LADAKH,2012,278,158,119
LADAKH,2013,280,160,121
LADAKH,2014,283,161,122
LADAKH,2015,286,162,124
LADAKH,2016,288,163,125
LADAKH,2017,290,164,126
LADAKH,2018,292,165,127
LADAKH,2019,294,166,128
LADAKH,2020,296,166,129
LADAKH,2021,298,167,130
LADAKH,2022,299,168,131
LADAKH,2023,301,169,132
LADAKH,2024,302,169,133
LADAKH,2025,304,170,134
LADAKH,2026,306,170,135
LADAKH,2027,307,171,136
LADAKH,2028,308,171,137
LADAKH,2029,309,172,138
LADAKH,2030,311,172,138
LADAKH,2031,312,173,139
LADAKH,2032,313,173,140
LADAKH,2033,314,173,140
LADAKH,2034,314,173,141
LADAKH,2035,315,173,142
LADAKH,2036,316,174,142
