unit,year,age,persons,male,female,pdf_page
HARYANA,2016,10,496,272,224,188
HARYANA,2021,10,488,267,221,188
HARYANA,2011,11,525,290,235,188
HARYANA,2016,11,501,275,226,188
HARYANA,2021,11,483,264,219,188
HARYANA,2011,12,529,292,236,188
HARYANA,2016,12,506,278,228,188
HARYANA,2021,12,482,263,219,188
HARYANA,2011,13,530,293,237,188
HARYANA,2016,13,512,282,230,188
HARYANA,2021,13,487,266,221,188
HARYANA,2011,14,530,292,237,188
HARYANA,2016,14,519,285,234,188
HARYANA,2021,14,498,272,226,188
HARYANA,2011,15,531,293,238,188
HARYANA,2016,15,528,290,238,188
HARYANA,2021,15,507,277,230,188
HARYANA,2011,16,534,295,240,188
HARYANA,2016,16,536,295,241,188
HARYANA,2021,16,513,280,233,188
HARYANA,2011,17,534,294,240,188
HARYANA,2016,17,541,298,244,188
HARYANA,2021,17,520,284,236,188
HARYANA,2011,18,530,291,239,188
HARYANA,2016,18,545,299,246,188
HARYANA,2021,18,528,288,240,188
HARYANA,2011,19,522,285,237,188
HARYANA,2016,19,545,298,248,188
HARYANA,2021,19,537,292,245,188
HARYANA,2011,20,516,280,236,188
HARYANA,2016,20,551,299,251,188
HARYANA,2021,20,549,297,252,188
HARYANA,2011,21,513,277,236,188
HARYANA,2016,21,557,302,256,188
HARYANA,2021,21,561,302,259,188
HARYANA,2011,22,506,273,234,188
HARYANA,2016,22,558,301,257,188
HARYANA,2021,22,568,305,262,188
HARYANA,2011,23,496,266,230,188
HARYANA,2016,23,551,297,254,188
HARYANA,2021,23,569,306,263,188
HARYANA,2026,5,479,258,221,188
HARYANA,2031,5,450,239,211,188
HARYANA,2036,5,434,229,206,188
HARYANA,2026,6,488,264,224,188
HARYANA,2031,6,454,242,212,188
HARYANA,2036,6,436,229,207,188
HARYANA,2026,7,494,268,226,188
HARYANA,2031,7,460,246,214,188
HARYANA,2036,7,439,232,208,188
HARYANA,2026,8,498,270,227,188
HARYANA,2031,8,467,250,216,188
HARYANA,2036,8,444,235,210,188
HARYANA,2026,9,498,272,227,188
HARYANA,2031,9,475,256,219,188
HARYANA,2036,9,451,239,212,188
HARYANA,2026,10,500,274,226,188
HARYANA,2031,10,484,262,223,188
HARYANA,2036,10,456,243,213,188
HARYANA,2026,11,503,277,226,188
HARYANA,2031,11,493,267,225,188
HARYANA,2036,11,459,246,213,188
HARYANA,2026,12,505,279,227,188
HARYANA,2031,12,500,272,228,188
HARYANA,2036,12,466,250,216,188
HARYANA,2026,13,506,278,227,188
HARYANA,2031,13,505,275,230,188
HARYANA,2036,13,474,255,219,188
HARYANA,2026,14,505,276,228,188
HARYANA,2031,14,508,277,232,188
HARYANA,2036,14,486,261,224,188
HARYANA,2026,15,500,272,228,188
HARYANA,2031,15,512,280,233,188
HARYANA,2036,15,498,268,230,188
HARYANA,2026,16,496,270,227,188
HARYANA,2031,16,518,283,235,188
HARYANA,2036,16,508,274,234,188
HARYANA,2026,17,498,270,228,188
HARYANA,2031,17,522,286,237,188
HARYANA,2036,17,517,279,238,188
HARYANA,2026,18,505,273,232,188
HARYANA,2031,18,525,286,239,188
HARYANA,2036,18,525,283,242,188
HARYANA,2026,19,517,279,238,188
HARYANA,2031,19,526,284,242,188
HARYANA,2036,19,531,285,246,188
HARYANA,2026,20,531,285,246,188
HARYANA,2031,20,526,281,245,188
HARYANA,2036,20,540,289,251,188
HARYANA,2026,21,541,289,252,188
HARYANA,2031,21,527,279,247,188
HARYANA,2036,21,550,294,257,188
HARYANA,2026,22,549,293,256,188
HARYANA,2031,22,529,280,250,188
HARYANA,2036,22,555,296,260,188
HARYANA,2026,23,555,296,258,188
HARYANA,2031,23,534,282,252,188
HARYANA,2036,23,555,295,260,188
NCT OF DELHI,2011,5,297,159,138,192
NCT OF DELHI,2016,5,291,156,135,192
NCT OF DELHI,2021,5,296,161,135,192
NCT OF DELHI,2011,6,301,162,139,192
NCT OF DELHI,2016,6,292,155,136,192
NCT OF DELHI,2021,6,299,164,136,192
NCT OF DELHI,2011,7,306,165,141,192
NCT OF DELHI,2016,7,294,156,138,192
NCT OF DELHI,2021,7,302,166,136,192
NCT OF DELHI,2011,8,310,167,142,192
NCT OF DELHI,2016,8,297,158,139,192
NCT OF DELHI,2021,8,304,166,138,192
NCT OF DELHI,2011,9,314,170,144,192
NCT OF DELHI,2016,9,303,162,140,192
NCT OF DELHI,2021,9,305,166,139,192
NCT OF DELHI,2011,10,318,173,145,192
NCT OF DELHI,2016,10,307,166,141,192
NCT OF DELHI,2021,10,303,164,139,192
NCT OF DELHI,2011,11,323,176,147,192
NCT OF DELHI,2016,11,310,169,141,192
NCT OF DELHI,2021,11,301,163,139,192
NCT OF DELHI,2011,12,326,178,148,192
NCT OF DELHI,2016,12,315,172,143,192
NCT OF DELHI,2021,12,304,164,140,192
NCT OF DELHI,2011,13,329,180,149,192
NCT OF DELHI,2016,13,322,175,147,192
NCT OF DELHI,2021,13,311,167,144,192
NCT OF DELHI,2011,14,331,181,150,192
NCT OF DELHI,2016,14,330,179,151,192
NCT OF DELHI,2021,14,321,172,149,192
NCT OF DELHI,2011,15,333,183,151,192
NCT OF DELHI,2016,15,339,183,156,192
NCT OF DELHI,2021,15,331,178,153,192
NCT OF DELHI,2011,16,336,185,152,192
NCT OF DELHI,2016,16,347,187,160,192
NCT OF DELHI,2021,16,337,181,156,192
NCT OF DELHI,2011,17,338,186,153,192
NCT OF DELHI,2016,17,354,190,163,192
NCT OF DELHI,2021,17,346,185,160,192
NCT OF DELHI,2011,18,340,186,154,192
NCT OF DELHI,2016,18,360,193,167,192
NCT OF DELHI,2021,18,357,190,167,192
NCT OF DELHI,2011,19,341,186,155,192
NCT OF DELHI,2016,19,366,195,171,192
NCT OF DELHI,2021,19,369,195,175,192
NCT OF DELHI,2011,20,343,186,157,192
NCT OF DELHI,2016,20,376,198,177,192
NCT OF DELHI,2021,20,386,201,186,192
NCT OF DELHI,2011,21,346,187,159,192
NCT OF DELHI,2016,21,386,202,184,192
NCT OF DELHI,2021,21,402,206,196,192
NCT OF DELHI,2011,22,346,187,159,192
NCT OF DELHI,2016,22,390,204,186,192
NCT OF DELHI,2021,22,411,210,201,192
NCT OF DELHI,2011,23,344,185,159,192
NCT OF DELHI,2016,23,388,203,185,192
NCT OF DELHI,2021,23,414,212,202,192
NCT OF DELHI,2026,5,300,162,138,192
NCT OF DELHI,2031,5,315,168,147,192
NCT OF DELHI,2036,5,325,172,153,192
NCT OF DELHI,2026,6,299,162,138,192
NCT OF DELHI,2031,6,317,169,147,192
NCT OF DELHI,2036,6,327,174,154,192
NCT OF DELHI,2026,7,300,162,137,192
NCT OF DELHI,2031,7,318,171,147,192
NCT OF DELHI,2036,7,329,175,154,192
NCT OF DELHI,2026,8,302,164,138,192
NCT OF DELHI,2031,8,318,171,147,192
NCT OF DELHI,2036,8,330,176,154,192
NCT OF DELHI,2026,9,306,167,139,192
NCT OF DELHI,2031,9,318,172,146,192
NCT OF DELHI,2036,9,331,177,154,192
NCT OF DELHI,2026,10,309,170,139,192
NCT OF DELHI,2031,10,314,171,143,192
NCT OF DELHI,2036,10,330,178,152,192
NCT OF DELHI,2026,11,310,172,138,192
NCT OF DELHI,2031,11,311,171,141,192
NCT OF DELHI,2036,11,330,179,151,192
NCT OF DELHI,2026,12,314,174,140,192
NCT OF DELHI,2031,12,313,172,141,192
NCT OF DELHI,2036,12,332,181,151,192
NCT OF DELHI,2026,13,319,176,143,192
NCT OF DELHI,2031,13,319,175,144,192
NCT OF DELHI,2036,13,336,183,153,192
NCT OF DELHI,2026,14,325,177,148,192
NCT OF DELHI,2031,14,329,179,150,192
NCT OF DELHI,2036,14,342,185,157,192
NCT OF DELHI,2026,15,329,177,152,192
NCT OF DELHI,2031,15,338,184,154,192
NCT OF DELHI,2036,15,346,186,159,192
NCT OF DELHI,2026,16,331,177,155,192
NCT OF DELHI,2031,16,344,187,156,192
NCT OF DELHI,2036,16,347,187,160,192
NCT OF DELHI,2026,17,338,179,159,192
NCT OF DELHI,2031,17,351,191,161,192
NCT OF DELHI,2036,17,354,190,164,192
NCT OF DELHI,2026,18,349,183,166,192
NCT OF DELHI,2031,18,361,194,168,192
NCT OF DELHI,2036,18,365,194,171,192
NCT OF DELHI,2026,19,365,190,175,192
NCT OF DELHI,2031,19,373,196,177,192
NCT OF DELHI,2036,19,381,200,181,192
NCT OF DELHI,2026,20,383,197,186,192
NCT OF DELHI,2031,20,387,198,189,192
NCT OF DELHI,2036,20,401,207,194,192
NCT OF DELHI,2026,21,399,203,196,192
NCT OF DELHI,2031,21,399,200,199,192
NCT OF DELHI,2036,21,418,213,204,192
NCT OF DELHI,2026,22,410,208,202,192
NCT OF DELHI,2031,22,409,203,205,192
NCT OF DELHI,2036,22,428,217,211,192
NCT OF DELHI,2026,23,416,211,205,192
NCT OF DELHI,2031,23,415,207,208,192
NCT OF DELHI,2036,23,433,219,214,192
RAJASTHAN,2011,5,1581,836,745,196
RAJASTHAN,2016,5,1548,821,727,196
RAJASTHAN,2021,5,1573,844,729,196
RAJASTHAN,2011,6,1590,841,749,196
RAJASTHAN,2016,6,1518,800,718,196
RAJASTHAN,2021,6,1591,857,734,196
RAJASTHAN,2011,7,1597,845,752,196
RAJASTHAN,2016,7,1505,790,715,196
RAJASTHAN,2021,7,1595,859,736,196
RAJASTHAN,2011,8,1601,847,754,196
RAJASTHAN,2016,8,1510,792,718,196
RAJASTHAN,2021,8,1585,851,734,196
RAJASTHAN,2011,9,1603,849,755,196
RAJASTHAN,2016,9,1533,805,728,196
RAJASTHAN,2021,9,1560,831,729,196
RAJASTHAN,2011,10,1617,856,761,196
RAJASTHAN,2016,10,1558,820,739,196
RAJASTHAN,2021,10,1526,805,721,196
RAJASTHAN,2011,11,1633,865,768,196
RAJASTHAN,2016,11,1572,827,746,196
RAJASTHAN,2021,11,1501,786,715,196
RAJASTHAN,2011,12,1630,864,767,196
RAJASTHAN,2016,12,1582,832,750,196
RAJASTHAN,2021,12,1491,778,713,196
RAJASTHAN,2011,13,1610,853,757,196
RAJASTHAN,2016,13,1586,834,752,196
RAJASTHAN,2021,13,1496,780,716,196
RAJASTHAN,2011,14,1571,832,739,196
RAJASTHAN,2016,14,1585,834,751,196
RAJASTHAN,2021,14,1516,792,724,196
RAJASTHAN,2011,15,1536,814,722,196
RAJASTHAN,2016,15,1597,841,756,196
RAJASTHAN,2021,15,1539,805,734,196
RAJASTHAN,2011,16,1514,803,712,196
RAJASTHAN,2016,16,1612,849,762,196
RAJASTHAN,2021,16,1552,812,740,196
RAJASTHAN,2011,17,1485,787,698,196
RAJASTHAN,2016,17,1608,848,761,196
RAJASTHAN,2021,17,1560,817,744,196
RAJASTHAN,2011,18,1448,767,682,196
RAJASTHAN,2016,18,1587,836,750,196
RAJASTHAN,2021,18,1563,818,745,196
RAJASTHAN,2011,19,1404,742,662,196
RAJASTHAN,2016,19,1547,815,731,196
RAJASTHAN,2021,19,1561,818,743,196
RAJASTHAN,2011,20,1359,717,642,196
RAJASTHAN,2016,20,1511,797,714,196
RAJASTHAN,2021,20,1571,824,747,196
RAJASTHAN,2011,21,1318,694,624,196
RAJASTHAN,2016,21,1487,785,702,196
RAJASTHAN,2021,21,1583,831,753,196
RAJASTHAN,2011,22,1279,673,607,196
RAJASTHAN,2016,22,1457,769,688,196
RAJASTHAN,2021,22,1579,829,750,196
RAJASTHAN,2011,23,1242,651,591,196
RAJASTHAN,2016,23,1421,749,672,196
RAJASTHAN,2021,23,1558,817,740,196
RAJASTHAN,2026,5,1482,786,696,196
RAJASTHAN,2031,5,1384,727,657,196
RAJASTHAN,2036,5,1292,677,615,196
RAJASTHAN,2026,6,1496,795,701,196
RAJASTHAN,2031,6,1401,737,664,196
RAJASTHAN,2036,6,1300,680,619,196
RAJASTHAN,2026,7,1508,802,706,196
RAJASTHAN,2031,7,1417,747,670,196
RAJASTHAN,2036,7,1312,686,625,196
RAJASTHAN,2026,8,1520,809,711,196
RAJASTHAN,2031,8,1432,755,677,196
RAJASTHAN,2036,8,1329,696,633,196
RAJASTHAN,2026,9,1531,815,715,196
RAJASTHAN,2031,9,1447,763,683,196
RAJASTHAN,2036,9,1350,708,642,196
RAJASTHAN,2026,10,1552,829,723,196
RAJASTHAN,2031,10,1463,772,691,196
RAJASTHAN,2036,10,1373,721,652,196
RAJASTHAN,2026,11,1574,843,731,196
RAJASTHAN,2031,11,1480,782,698,196
RAJASTHAN,2036,11,1394,733,661,196
RAJASTHAN,2026,12,1580,846,734,196
RAJASTHAN,2031,12,1494,790,704,196
RAJASTHAN,2036,12,1411,742,669,196
RAJASTHAN,2026,13,1570,837,732,196
RAJASTHAN,2031,13,1505,797,709,196
RAJASTHAN,2036,13,1426,751,675,196
RAJASTHAN,2026,14,1543,818,726,196
RAJASTHAN,2031,14,1514,802,712,196
RAJASTHAN,2036,14,1438,758,680,196
RAJASTHAN,2026,15,1507,791,716,196
RAJASTHAN,2031,15,1533,814,718,196
RAJASTHAN,2036,15,1453,766,686,196
RAJASTHAN,2026,16,1482,772,709,196
RAJASTHAN,2031,16,1554,828,726,196
RAJASTHAN,2036,16,1469,776,693,196
RAJASTHAN,2026,17,1471,763,707,196
RAJASTHAN,2031,17,1559,831,728,196
RAJASTHAN,2036,17,1482,783,699,196
RAJASTHAN,2026,18,1474,764,710,196
RAJASTHAN,2031,18,1548,822,726,196
RAJASTHAN,2036,18,1492,789,702,196
RAJASTHAN,2026,19,1492,776,717,196
RAJASTHAN,2031,19,1520,801,718,196
RAJASTHAN,2036,19,1498,794,705,196
RAJASTHAN,2026,20,1513,788,725,196
RAJASTHAN,2031,20,1482,774,707,196
RAJASTHAN,2036,20,1515,805,710,196
RAJASTHAN,2026,21,1524,794,730,196
RAJASTHAN,2031,21,1454,755,700,196
RAJASTHAN,2036,21,1534,818,716,196
RAJASTHAN,2026,22,1531,798,734,196
RAJASTHAN,2031,22,1443,745,697,196
RAJASTHAN,2036,22,1538,820,718,196
RAJASTHAN,2026,23,1535,800,735,196
RAJASTHAN,2031,23,1447,746,700,196
RAJASTHAN,2036,23,1527,811,716,196
UTTAR PRADESH,2011,5,4725,2487,2239,200
UTTAR PRADESH,2016,5,4519,2384,2135,200
UTTAR PRADESH,2021,5,4842,2589,2252,200
UTTAR PRADESH,2011,6,4815,2538,2277,200
UTTAR PRADESH,2016,6,4324,2267,2057,200
UTTAR PRADESH,2021,6,4904,2632,2272,200
UTTAR PRADESH,2011,7,4881,2576,2305,200
UTTAR PRADESH,2016,7,4249,2220,2029,200
UTTAR PRADESH,2021,7,4896,2628,2268,200
UTTAR PRADESH,2011,8,4924,2602,2323,200
UTTAR PRADESH,2016,8,4296,2244,2051,200
UTTAR PRADESH,2021,8,4818,2579,2239,200
UTTAR PRADESH,2011,9,4944,2614,2330,200
UTTAR PRADESH,2016,9,4463,2340,2123,200
UTTAR PRADESH,2021,9,4670,2484,2186,200
UTTAR PRADESH,2011,10,5019,2655,2363,200
UTTAR PRADESH,2016,10,4653,2447,2207,200
UTTAR PRADESH,2021,10,4450,2345,2105,200
UTTAR PRADESH,2011,11,5109,2706,2403,200
UTTAR PRADESH,2016,11,4763,2507,2257,200
UTTAR PRADESH,2021,11,4276,2237,2039,200
UTTAR PRADESH,2011,12,5116,2712,2404,200
UTTAR PRADESH,2016,12,4838,2549,2290,200
UTTAR PRADESH,2021,12,4211,2194,2017,200
UTTAR PRADESH,2011,13,5040,2674,2366,200
UTTAR PRADESH,2016,13,4878,2573,2305,200
UTTAR PRADESH,2021,13,4253,2217,2036,200
UTTAR PRADESH,2011,14,4881,2592,2288,200
UTTAR PRADESH,2016,14,4883,2579,2304,200
UTTAR PRADESH,2021,14,4404,2306,2099,200
UTTAR PRADESH,2011,15,4747,2526,2221,200
UTTAR PRADESH,2016,15,4944,2615,2329,200
UTTAR PRADESH,2021,15,4580,2407,2173,200
UTTAR PRADESH,2011,16,4669,2489,2180,200
UTTAR PRADESH,2016,16,5029,2663,2366,200
UTTAR PRADESH,2021,16,4684,2464,2220,200
UTTAR PRADESH,2011,17,4552,2429,2124,200
UTTAR PRADESH,2016,17,5029,2667,2362,200
UTTAR PRADESH,2021,17,4750,2503,2247,200
UTTAR PRADESH,2011,18,4396,2344,2052,200
UTTAR PRADESH,2016,18,4944,2625,2318,200
UTTAR PRADESH,2021,18,4780,2523,2256,200
UTTAR PRADESH,2011,19,4201,2237,1964,200
UTTAR PRADESH,2016,19,4773,2539,2233,200
UTTAR PRADESH,2021,19,4772,2525,2247,200
UTTAR PRADESH,2011,20,3992,2124,1868,200
UTTAR PRADESH,2016,20,4620,2467,2153,200
UTTAR PRADESH,2021,20,4812,2554,2258,200
UTTAR PRADESH,2011,21,3808,2027,1781,200
UTTAR PRADESH,2016,21,4524,2424,2101,200
UTTAR PRADESH,2021,21,4877,2595,2282,200
UTTAR PRADESH,2011,22,3646,1938,1709,200
UTTAR PRADESH,2016,22,4401,2361,2040,200
UTTAR PRADESH,2021,22,4870,2595,2274,200
UTTAR PRADESH,2011,23,3507,1856,1651,200
UTTAR PRADESH,2016,23,4251,2278,1973,200
UTTAR PRADESH,2021,23,4790,2555,2235,200
UTTAR PRADESH,2026,5,4516,2396,2119,200
UTTAR PRADESH,2031,5,4035,2128,1907,200
UTTAR PRADESH,2036,5,3633,1907,1727,200
UTTAR PRADESH,2026,6,4606,2448,2158,200
UTTAR PRADESH,2031,6,4107,2169,1939,200
UTTAR PRADESH,2036,6,3656,1918,1738,200
UTTAR PRADESH,2026,7,4668,2484,2185,200
UTTAR PRADESH,2031,7,4183,2211,1972,200
UTTAR PRADESH,2036,7,3704,1944,1760,200
UTTAR PRADESH,2026,8,4704,2505,2199,200
UTTAR PRADESH,2031,8,4262,2255,2007,200
UTTAR PRADESH,2036,8,3777,1984,1793,200
UTTAR PRADESH,2026,9,4712,2511,2201,200
UTTAR PRADESH,2031,9,4345,2301,2044,200
UTTAR PRADESH,2036,9,3875,2038,1838,200
UTTAR PRADESH,2026,10,4774,2551,2224,200
UTTAR PRADESH,2031,10,4453,2360,2093,200
UTTAR PRADESH,2036,10,3978,2093,1884,200
UTTAR PRADESH,2026,11,4855,2600,2254,200
UTTAR PRADESH,2031,11,4559,2417,2142,200
UTTAR PRADESH,2036,11,4063,2140,1924,200
UTTAR PRADESH,2026,12,4854,2600,2254,200
UTTAR PRADESH,2031,12,4627,2456,2171,200
UTTAR PRADESH,2036,12,4143,2184,1959,200
UTTAR PRADESH,2026,13,4772,2549,2223,200
UTTAR PRADESH,2031,13,4657,2475,2182,200
UTTAR PRADESH,2036,13,4217,2226,1991,200
UTTAR PRADESH,2026,14,4609,2449,2161,200
UTTAR PRADESH,2031,14,4650,2475,2175,200
UTTAR PRADESH,2036,14,4284,2266,2019,200
UTTAR PRADESH,2026,15,4376,2305,2071,200
UTTAR PRADESH,2031,15,4698,2509,2189,200
UTTAR PRADESH,2036,15,4378,2319,2059,200
UTTAR PRADESH,2026,16,4197,2194,2002,200
UTTAR PRADESH,2031,16,4771,2556,2216,200
UTTAR PRADESH,2036,16,4476,2373,2103,200
UTTAR PRADESH,2026,17,4123,2149,1974,200
UTTAR PRADESH,2031,17,4762,2552,2210,200
UTTAR PRADESH,2036,17,4534,2408,2126,200
UTTAR PRADESH,2026,18,4155,2168,1987,200
UTTAR PRADESH,2031,18,4669,2498,2172,200
UTTAR PRADESH,2036,18,4553,2423,2130,200
UTTAR PRADESH,2026,19,4292,2251,2041,200
UTTAR PRADESH,2031,19,4494,2393,2101,200
UTTAR PRADESH,2036,19,4533,2418,2114,200
UTTAR PRADESH,2026,20,4446,2345,2101,200
UTTAR PRADESH,2031,20,4240,2242,1997,200
UTTAR PRADESH,2036,20,4558,2444,2113,200
UTTAR PRADESH,2026,21,4529,2395,2134,200
UTTAR PRADESH,2031,21,4041,2126,1915,200
UTTAR PRADESH,2036,21,4609,2484,2125,200
UTTAR PRADESH,2026,22,4588,2431,2157,200
UTTAR PRADESH,2031,22,3960,2077,1883,200
UTTAR PRADESH,2036,22,4592,2477,2115,200
UTTAR PRADESH,2026,23,4623,2452,2171,200
UTTAR PRADESH,2031,23,3998,2097,1901,200
UTTAR PRADESH,2036,23,4507,2424,2083,200
BIHAR,2011,5,2883,1489,1394,204
BIHAR,2016,5,2834,1462,1372,204
BIHAR,2021,5,2733,1443,1290,204
BIHAR,2011,6,2886,1495,1391,204
BIHAR,2016,6,2844,1454,1391,204
BIHAR,2021,6,2746,1454,1291,204
BIHAR,2011,7,2869,1491,1378,204
BIHAR,2016,7,2848,1449,1399,204
BIHAR,2021,7,2757,1458,1298,204
BIHAR,2011,8,2832,1477,1355,204
BIHAR,2016,8,2844,1449,1396,204
BIHAR,2021,8,2766,1456,1310,204
BIHAR,2011,9,2774,1452,1322,204
BIHAR,2016,9,2834,1452,1382,204
BIHAR,2021,9,2775,1447,1328,204
BIHAR,2011,10,2744,1443,1301,204
BIHAR,2016,10,2841,1464,1377,204
BIHAR,2021,10,2793,1437,1356,204
BIHAR,2011,11,2728,1441,1287,204
BIHAR,2016,11,2853,1473,1380,204
BIHAR,2021,11,2811,1432,1380,204
BIHAR,2011,12,2670,1416,1254,204
BIHAR,2016,12,2839,1470,1369,204
BIHAR,2021,12,2817,1428,1389,204
BIHAR,2011,13,2569,1367,1202,204
BIHAR,2016,13,2798,1454,1343,204
BIHAR,2021,13,2809,1426,1383,204
BIHAR,2011,14,2427,1295,1131,204
BIHAR,2016,14,2730,1426,1304,204
BIHAR,2021,14,2788,1425,1362,204
BIHAR,2011,15,2269,1219,1050,204
BIHAR,2016,15,2691,1414,1277,204
BIHAR,2021,15,2785,1433,1352,204
BIHAR,2011,16,2139,1158,981,204
BIHAR,2016,16,2669,1410,1260,204
BIHAR,2021,16,2791,1440,1351,204
BIHAR,2011,17,2032,1104,928,204
BIHAR,2016,17,2605,1382,1223,204
BIHAR,2021,17,2770,1435,1335,204
BIHAR,2011,18,1947,1056,891,204
BIHAR,2016,18,2498,1331,1166,204
BIHAR,2021,18,2721,1416,1304,204
BIHAR,2011,19,1886,1014,871,204
BIHAR,2016,19,2348,1257,1090,204
BIHAR,2021,19,2644,1386,1259,204
BIHAR,2011,20,1804,963,842,204
BIHAR,2016,20,2176,1177,999,204
BIHAR,2021,20,2589,1369,1221,204
BIHAR,2011,21,1708,907,801,204
BIHAR,2016,21,2033,1113,921,204
BIHAR,2021,21,2553,1360,1193,204
BIHAR,2011,22,1641,866,775,204
BIHAR,2016,22,1923,1057,865,204
BIHAR,2021,22,2484,1331,1153,204
BIHAR,2011,23,1603,840,764,204
BIHAR,2016,23,1844,1011,833,204
BIHAR,2021,23,2383,1281,1102,204
BIHAR,2026,5,2701,1419,1282,204
BIHAR,2031,5,2821,1478,1343,204
BIHAR,2036,5,2771,1449,1322,204
BIHAR,2026,6,2641,1387,1253,204
BIHAR,2031,6,2816,1476,1340,204
BIHAR,2036,6,2804,1466,1338,204
BIHAR,2026,7,2612,1373,1239,204
BIHAR,2031,7,2798,1467,1332,204
BIHAR,2036,7,2818,1473,1345,204
BIHAR,2026,8,2616,1375,1241,204
BIHAR,2031,8,2767,1450,1317,204
BIHAR,2036,8,2814,1470,1343,204
BIHAR,2026,9,2652,1394,1259,204
BIHAR,2031,9,2723,1426,1296,204
BIHAR,2036,9,2791,1458,1333,204
BIHAR,2026,10,2694,1418,1275,204
BIHAR,2031,10,2661,1393,1268,204
BIHAR,2036,10,2781,1452,1329,204
BIHAR,2026,11,2713,1432,1282,204
BIHAR,2031,11,2608,1365,1243,204
BIHAR,2036,11,2783,1452,1331,204
BIHAR,2026,12,2725,1436,1289,204
BIHAR,2031,12,2581,1351,1230,204
BIHAR,2036,12,2766,1443,1322,204
BIHAR,2026,13,2730,1432,1298,204
BIHAR,2031,13,2580,1351,1229,204
BIHAR,2036,13,2729,1425,1304,204
BIHAR,2026,14,2728,1419,1309,204
BIHAR,2031,14,2604,1365,1239,204
BIHAR,2036,14,2672,1397,1275,204
BIHAR,2026,15,2735,1406,1329,204
BIHAR,2031,15,2634,1385,1248,204
BIHAR,2036,15,2599,1359,1240,204
BIHAR,2026,16,2747,1398,1349,204
BIHAR,2031,16,2646,1396,1250,204
BIHAR,2036,16,2539,1328,1211,204
BIHAR,2026,17,2745,1391,1354,204
BIHAR,2031,17,2651,1398,1253,204
BIHAR,2036,17,2503,1311,1192,204
BIHAR,2026,18,2728,1386,1342,204
BIHAR,2031,18,2646,1391,1256,204
BIHAR,2036,18,2492,1308,1185,204
BIHAR,2026,19,2698,1383,1315,204
BIHAR,2031,19,2634,1375,1259,204
BIHAR,2036,19,2506,1319,1187,204
BIHAR,2026,20,2678,1386,1292,204
BIHAR,2031,20,2623,1356,1267,204
BIHAR,2036,20,2517,1333,1183,204
BIHAR,2026,21,2668,1388,1280,204
BIHAR,2031,21,2617,1342,1275,204
BIHAR,2036,21,2511,1338,1172,204
BIHAR,2026,22,2642,1380,1261,204
BIHAR,2031,22,2610,1334,1276,204
BIHAR,2036,22,2509,1338,1171,204
BIHAR,2026,23,2599,1363,1236,204
BIHAR,2031,23,2600,1330,1270,204
BIHAR,2036,23,2513,1332,1180,204
ASSAM,2011,5,688,350,338,208
ASSAM,2016,5,649,332,316,208
ASSAM,2021,5,596,312,284,208
ASSAM,2011,6,691,352,339,208
ASSAM,2016,6,664,337,327,208
ASSAM,2021,6,590,310,280,208
ASSAM,2011,7,692,353,339,208
ASSAM,2016,7,674,341,333,208
ASSAM,2021,7,592,311,281,208
ASSAM,2011,8,691,353,338,208
ASSAM,2016,8,679,343,336,208
ASSAM,2021,8,602,315,287,208
ASSAM,2011,9,688,352,336,208
ASSAM,2016,9,679,344,334,208
ASSAM,2021,9,620,321,299,208
ASSAM,2011,10,688,352,335,208
ASSAM,2016,10,681,347,334,208
ASSAM,2021,10,643,329,314,208
ASSAM,2011,11,689,354,335,208
ASSAM,2016,11,687,350,337,208
ASSAM,2021,11,660,335,325,208
ASSAM,2011,12,685,352,333,208
ASSAM,2016,12,689,351,338,208
ASSAM,2021,12,671,339,332,208
ASSAM,2011,13,677,348,329,208
ASSAM,2016,13,688,351,337,208
ASSAM,2021,13,676,341,334,208
ASSAM,2011,14,663,340,323,208
ASSAM,2016,14,683,349,334,208
ASSAM,2021,14,674,342,332,208
ASSAM,2011,15,648,332,316,208
ASSAM,2016,15,681,349,332,208
ASSAM,2021,15,675,344,331,208
ASSAM,2011,16,636,326,310,208
ASSAM,2016,16,682,350,331,208
ASSAM,2021,16,680,347,334,208
ASSAM,2011,17,626,320,306,208
ASSAM,2016,17,677,349,329,208
ASSAM,2021,17,682,348,334,208
ASSAM,2011,18,617,314,303,208
ASSAM,2016,18,668,343,325,208
ASSAM,2021,18,680,347,332,208
ASSAM,2011,19,610,308,301,208
ASSAM,2016,19,653,335,318,208
ASSAM,2021,19,674,345,329,208
ASSAM,2011,20,602,302,300,208
ASSAM,2016,20,637,327,311,208
ASSAM,2021,20,671,345,327,208
ASSAM,2011,21,594,296,298,208
ASSAM,2016,21,625,321,304,208
ASSAM,2021,21,671,345,325,208
ASSAM,2011,22,585,290,295,208
ASSAM,2016,22,614,315,300,208
ASSAM,2021,22,666,343,323,208
ASSAM,2011,23,577,286,291,208
ASSAM,2016,23,606,309,297,208
ASSAM,2021,23,657,338,319,208
ASSAM,2026,5,591,308,284,208
ASSAM,2031,5,569,295,275,208
ASSAM,2036,5,549,283,266,208
ASSAM,2026,6,595,310,285,208
ASSAM,2031,6,571,296,275,208
ASSAM,2036,6,553,285,268,208
ASSAM,2026,7,597,311,286,208
ASSAM,2031,7,573,297,276,208
ASSAM,2036,7,557,287,270,208
ASSAM,2026,8,598,312,286,208
ASSAM,2031,8,577,299,277,208
