unit,year,age,persons,male,female,pdf_page
GUJARAT,2011,12,1211,648,563,232
GUJARAT,2016,12,1176,630,546,232
GUJARAT,2021,12,1127,598,529,232
GUJARAT,2011,13,1210,648,562,232
GUJARAT,2016,13,1186,635,550,232
GUJARAT,2021,13,1136,603,533,232
GUJARAT,2011,14,1202,643,559,232
GUJARAT,2016,14,1195,640,555,232
GUJARAT,2021,14,1155,615,540,232
GUJARAT,2011,15,1197,640,557,232
GUJARAT,2016,15,1209,648,561,232
GUJARAT,2021,15,1174,628,546,232
GUJARAT,2011,16,1196,639,557,232
GUJARAT,2016,16,1223,656,567,232
GUJARAT,2021,16,1186,636,550,232
GUJARAT,2011,17,1191,636,555,232
GUJARAT,2016,17,1231,660,571,232
GUJARAT,2021,17,1198,643,555,232
GUJARAT,2011,18,1183,631,552,232
GUJARAT,2016,18,1232,660,572,232
GUJARAT,2021,18,1210,649,561,232
GUJARAT,2011,19,1171,623,548,232
GUJARAT,2016,19,1227,656,571,232
GUJARAT,2021,19,1223,655,568,232
GUJARAT,2011,20,1162,616,545,232
GUJARAT,2016,20,1227,654,573,232
GUJARAT,2021,20,1242,664,578,232
GUJARAT,2011,21,1155,612,543,232
GUJARAT,2016,21,1231,655,576,232
GUJARAT,2021,21,1262,674,588,232
GUJARAT,2011,22,1144,605,539,232
GUJARAT,2016,22,1227,653,575,232
GUJARAT,2021,22,1271,678,592,232
GUJARAT,2011,23,1129,596,533,232
GUJARAT,2016,23,1216,646,570,232
GUJARAT,2021,23,1269,677,591,232
GUJARAT,2026,5,1154,621,533,232
GUJARAT,2031,5,1106,590,516,232
GUJARAT,2036,5,1053,558,495,232
GUJARAT,2026,6,1167,629,537,232
GUJARAT,2031,6,1119,599,521,232
GUJARAT,2036,6,1063,564,499,232
GUJARAT,2026,7,1174,635,539,232
GUJARAT,2031,7,1131,607,525,232
GUJARAT,2036,7,1075,571,504,232
GUJARAT,2026,8,1176,638,539,232
GUJARAT,2031,8,1142,614,528,232
GUJARAT,2036,8,1088,579,509,232
GUJARAT,2026,9,1174,638,536,232
GUJARAT,2031,9,1151,621,530,232
GUJARAT,2036,9,1102,589,513,232
GUJARAT,2026,10,1172,640,532,232
GUJARAT,2031,10,1163,629,534,232
GUJARAT,2036,10,1116,599,517,232
GUJARAT,2026,11,1174,645,529,232
GUJARAT,2031,11,1175,637,538,232
GUJARAT,2036,11,1129,607,522,232
GUJARAT,2026,12,1174,645,529,232
GUJARAT,2031,12,1184,644,541,232
GUJARAT,2036,12,1142,616,526,232
GUJARAT,2026,13,1172,642,530,232
GUJARAT,2031,13,1189,647,542,232
GUJARAT,2036,13,1156,625,531,232
GUJARAT,2026,14,1169,635,534,232
GUJARAT,2031,14,1190,649,541,232
GUJARAT,2036,14,1169,633,536,232
GUJARAT,2026,15,1159,624,536,232
GUJARAT,2031,15,1193,653,539,232
GUJARAT,2036,15,1185,643,542,232
GUJARAT,2026,16,1150,614,536,232
GUJARAT,2031,16,1197,659,539,232
GUJARAT,2036,16,1201,653,548,232
GUJARAT,2026,17,1152,612,539,232
GUJARAT,2031,17,1201,661,540,232
GUJARAT,2036,17,1213,660,553,232
GUJARAT,2026,18,1163,618,545,232
GUJARAT,2031,18,1202,659,544,232
GUJARAT,2036,18,1221,665,556,232
GUJARAT,2026,19,1185,631,554,232
GUJARAT,2031,19,1202,653,549,232
GUJARAT,2036,19,1226,668,558,232
GUJARAT,2026,20,1210,646,564,232
GUJARAT,2031,20,1199,643,556,232
GUJARAT,2036,20,1235,674,561,232
GUJARAT,2026,21,1229,656,573,232
GUJARAT,2031,21,1197,636,561,232
GUJARAT,2036,21,1247,682,565,232
GUJARAT,2026,22,1242,663,579,232
GUJARAT,2031,22,1200,635,565,232
GUJARAT,2036,22,1252,685,567,232
GUJARAT,2026,23,1251,669,582,232
GUJARAT,2031,23,1208,640,568,232
GUJARAT,2036,23,1250,682,568,232
MAHARASHTRA,2011,5,1958,1031,927,236
MAHARASHTRA,2016,5,1858,983,875,236
MAHARASHTRA,2021,5,1723,924,799,236
MAHARASHTRA,2011,6,1973,1040,933,236
MAHARASHTRA,2016,6,1901,1001,900,236
MAHARASHTRA,2021,6,1729,931,798,236
MAHARASHTRA,2011,7,1991,1050,941,236
MAHARASHTRA,2016,7,1933,1016,917,236
MAHARASHTRA,2021,7,1748,941,806,236
MAHARASHTRA,2011,8,2012,1062,950,236
MAHARASHTRA,2016,8,1954,1027,927,236
MAHARASHTRA,2021,8,1779,956,823,236
MAHARASHTRA,2011,9,2036,1076,960,236
MAHARASHTRA,2016,9,1964,1035,929,236
MAHARASHTRA,2021,9,1823,974,849,236
MAHARASHTRA,2011,10,2064,1092,972,236
MAHARASHTRA,2016,10,1971,1041,929,236
MAHARASHTRA,2021,10,1873,995,878,236
MAHARASHTRA,2011,11,2090,1107,983,236
MAHARASHTRA,2016,11,1985,1050,935,236
MAHARASHTRA,2021,11,1914,1012,902,236
MAHARASHTRA,2011,12,2110,1118,992,236
MAHARASHTRA,2016,12,2004,1061,943,236
MAHARASHTRA,2021,12,1947,1027,920,236
MAHARASHTRA,2011,13,2123,1126,997,236
MAHARASHTRA,2016,13,2028,1074,954,236
MAHARASHTRA,2021,13,1971,1040,932,236
MAHARASHTRA,2011,14,2131,1131,1000,236
MAHARASHTRA,2016,14,2058,1090,968,236
MAHARASHTRA,2021,14,1988,1050,938,236
MAHARASHTRA,2011,15,2144,1140,1003,236
MAHARASHTRA,2016,15,2091,1108,983,236
MAHARASHTRA,2021,15,2001,1059,942,236
MAHARASHTRA,2011,16,2161,1151,1009,236
MAHARASHTRA,2016,16,2121,1125,997,236
MAHARASHTRA,2021,16,2019,1070,949,236
MAHARASHTRA,2011,17,2170,1157,1013,236
MAHARASHTRA,2016,17,2146,1138,1008,236
MAHARASHTRA,2021,17,2043,1083,961,236
MAHARASHTRA,2011,18,2171,1156,1015,236
MAHARASHTRA,2016,18,2164,1148,1016,236
MAHARASHTRA,2021,18,2072,1097,975,236
MAHARASHTRA,2011,19,2165,1150,1015,236
MAHARASHTRA,2016,19,2176,1154,1022,236
MAHARASHTRA,2021,19,2107,1114,992,236
MAHARASHTRA,2011,20,2169,1149,1020,236
MAHARASHTRA,2016,20,2198,1165,1033,236
MAHARASHTRA,2021,20,2150,1135,1015,236
MAHARASHTRA,2011,21,2178,1152,1026,236
MAHARASHTRA,2016,21,2224,1179,1045,236
MAHARASHTRA,2021,21,2190,1155,1035,236
MAHARASHTRA,2011,22,2172,1147,1025,236
MAHARASHTRA,2016,22,2235,1185,1051,236
MAHARASHTRA,2021,22,2217,1168,1048,236
MAHARASHTRA,2011,23,2149,1132,1017,236
MAHARASHTRA,2016,23,2231,1182,1049,236
MAHARASHTRA,2021,23,2229,1176,1053,236
MAHARASHTRA,2026,5,1661,885,776,236
MAHARASHTRA,2031,5,1560,828,732,236
MAHARASHTRA,2036,5,1484,786,698,236
MAHARASHTRA,2026,6,1690,902,788,236
MAHARASHTRA,2031,6,1578,839,739,236
MAHARASHTRA,2036,6,1505,797,708,236
MAHARASHTRA,2026,7,1713,916,797,236
MAHARASHTRA,2031,7,1598,851,747,236
MAHARASHTRA,2036,7,1525,809,716,236
MAHARASHTRA,2026,8,1730,926,803,236
MAHARASHTRA,2031,8,1622,866,757,236
MAHARASHTRA,2036,8,1545,821,724,236
MAHARASHTRA,2026,9,1740,933,806,236
MAHARASHTRA,2031,9,1649,882,768,236
MAHARASHTRA,2036,9,1564,833,731,236
MAHARASHTRA,2026,10,1739,937,802,236
MAHARASHTRA,2031,10,1679,899,779,236
MAHARASHTRA,2036,10,1579,843,736,236
MAHARASHTRA,2026,11,1743,943,801,236
MAHARASHTRA,2031,11,1706,915,790,236
MAHARASHTRA,2036,11,1594,853,741,236
MAHARASHTRA,2026,12,1763,954,809,236
MAHARASHTRA,2031,12,1729,929,800,236
MAHARASHTRA,2036,12,1616,865,750,236
MAHARASHTRA,2026,13,1798,970,828,236
MAHARASHTRA,2031,13,1750,941,809,236
MAHARASHTRA,2036,13,1644,881,762,236
MAHARASHTRA,2026,14,1849,991,858,236
MAHARASHTRA,2031,14,1767,951,816,236
MAHARASHTRA,2036,14,1678,900,778,236
MAHARASHTRA,2026,15,1905,1014,891,236
MAHARASHTRA,2031,15,1774,957,817,236
MAHARASHTRA,2036,15,1715,920,794,236
MAHARASHTRA,2026,16,1951,1033,918,236
MAHARASHTRA,2031,16,1783,965,818,236
MAHARASHTRA,2036,16,1747,939,808,236
MAHARASHTRA,2026,17,1989,1050,939,236
MAHARASHTRA,2031,17,1808,978,829,236
MAHARASHTRA,2036,17,1776,955,821,236
MAHARASHTRA,2026,18,2018,1064,954,236
MAHARASHTRA,2031,18,1848,996,852,236
MAHARASHTRA,2036,18,1802,968,834,236
MAHARASHTRA,2026,19,2040,1076,964,236
MAHARASHTRA,2031,19,1904,1018,886,236
MAHARASHTRA,2036,19,1825,980,846,236
MAHARASHTRA,2026,20,2064,1088,976,236
MAHARASHTRA,2031,20,1972,1044,927,236
MAHARASHTRA,2036,20,1844,989,854,236
MAHARASHTRA,2026,21,2093,1102,991,236
MAHARASHTRA,2031,21,2028,1067,961,236
MAHARASHTRA,2036,21,1864,1001,863,236
MAHARASHTRA,2026,22,2119,1115,1004,236
MAHARASHTRA,2031,22,2069,1085,984,236
MAHARASHTRA,2036,22,1891,1014,877,236
MAHARASHTRA,2026,23,2142,1128,1014,236
MAHARASHTRA,2031,23,2092,1097,995,236
MAHARASHTRA,2036,23,1926,1030,896,236
ANDHRA PRADESH,2011,5,804,413,392,240
ANDHRA PRADESH,2016,5,737,380,358,240
ANDHRA PRADESH,2021,5,715,374,341,240
ANDHRA PRADESH,2011,6,822,422,400,240
ANDHRA PRADESH,2016,6,734,376,359,240
ANDHRA PRADESH,2021,6,725,380,344,240
ANDHRA PRADESH,2011,7,838,431,407,240
ANDHRA PRADESH,2016,7,740,377,363,240
ANDHRA PRADESH,2021,7,732,384,348,240
ANDHRA PRADESH,2011,8,854,439,415,240
ANDHRA PRADESH,2016,8,755,385,370,240
ANDHRA PRADESH,2021,8,736,385,351,240
ANDHRA PRADESH,2011,9,869,447,422,240
ANDHRA PRADESH,2016,9,777,397,380,240
ANDHRA PRADESH,2021,9,738,383,355,240
ANDHRA PRADESH,2011,10,887,457,430,240
ANDHRA PRADESH,2016,10,801,411,390,240
ANDHRA PRADESH,2021,10,734,378,356,240
ANDHRA PRADESH,2011,11,907,468,439,240
ANDHRA PRADESH,2016,11,819,420,399,240
ANDHRA PRADESH,2021,11,732,374,358,240
ANDHRA PRADESH,2011,12,920,475,446,240
ANDHRA PRADESH,2016,12,836,429,406,240
ANDHRA PRADESH,2021,12,738,376,362,240
ANDHRA PRADESH,2011,13,928,478,450,240
ANDHRA PRADESH,2016,13,851,438,413,240
ANDHRA PRADESH,2021,13,752,383,369,240
ANDHRA PRADESH,2011,14,930,479,451,240
ANDHRA PRADESH,2016,14,865,445,420,240
ANDHRA PRADESH,2021,14,774,396,378,240
ANDHRA PRADESH,2011,15,935,481,453,240
ANDHRA PRADESH,2016,15,883,455,428,240
ANDHRA PRADESH,2021,15,797,409,388,240
ANDHRA PRADESH,2011,16,943,486,457,240
ANDHRA PRADESH,2016,16,902,465,436,240
ANDHRA PRADESH,2021,16,814,418,396,240
ANDHRA PRADESH,2011,17,947,487,460,240
ANDHRA PRADESH,2016,17,915,472,442,240
ANDHRA PRADESH,2021,17,830,427,403,240
ANDHRA PRADESH,2011,18,948,486,462,240
ANDHRA PRADESH,2016,18,921,476,446,240
ANDHRA PRADESH,2021,18,845,435,410,240
ANDHRA PRADESH,2011,19,944,481,463,240
ANDHRA PRADESH,2016,19,922,475,447,240
ANDHRA PRADESH,2021,19,858,442,416,240
ANDHRA PRADESH,2011,20,944,478,466,240
ANDHRA PRADESH,2016,20,926,477,448,240
ANDHRA PRADESH,2021,20,875,452,423,240
ANDHRA PRADESH,2011,21,947,476,470,240
ANDHRA PRADESH,2016,21,933,482,451,240
ANDHRA PRADESH,2021,21,892,461,431,240
ANDHRA PRADESH,2011,22,944,473,471,240
ANDHRA PRADESH,2016,22,937,483,454,240
ANDHRA PRADESH,2021,22,904,468,436,240
ANDHRA PRADESH,2011,23,935,467,468,240
ANDHRA PRADESH,2016,23,937,481,456,240
ANDHRA PRADESH,2021,23,911,471,440,240
ANDHRA PRADESH,2026,5,663,345,318,240
ANDHRA PRADESH,2031,5,599,310,289,240
ANDHRA PRADESH,2036,5,546,282,265,240
ANDHRA PRADESH,2026,6,677,352,325,240
ANDHRA PRADESH,2031,6,609,315,294,240
ANDHRA PRADESH,2036,6,554,285,268,240
ANDHRA PRADESH,2026,7,688,358,330,240
ANDHRA PRADESH,2031,7,620,321,299,240
ANDHRA PRADESH,2036,7,562,290,273,240
ANDHRA PRADESH,2026,8,697,363,334,240
ANDHRA PRADESH,2031,8,632,328,304,240
ANDHRA PRADESH,2036,8,573,295,278,240
ANDHRA PRADESH,2026,9,704,367,337,240
ANDHRA PRADESH,2031,9,645,335,310,240
ANDHRA PRADESH,2036,9,585,302,283,240
ANDHRA PRADESH,2026,10,712,373,340,240
ANDHRA PRADESH,2031,10,660,343,317,240
ANDHRA PRADESH,2036,10,597,308,288,240
ANDHRA PRADESH,2026,11,723,379,344,240
ANDHRA PRADESH,2031,11,675,351,324,240
ANDHRA PRADESH,2036,11,607,314,293,240
ANDHRA PRADESH,2026,12,730,383,347,240
ANDHRA PRADESH,2031,12,686,357,329,240
ANDHRA PRADESH,2036,12,618,320,298,240
ANDHRA PRADESH,2026,13,734,384,350,240
ANDHRA PRADESH,2031,13,695,362,333,240
ANDHRA PRADESH,2036,13,630,327,304,240
ANDHRA PRADESH,2026,14,735,382,353,240
ANDHRA PRADESH,2031,14,701,366,335,240
ANDHRA PRADESH,2036,14,643,334,309,240
ANDHRA PRADESH,2026,15,730,376,354,240
ANDHRA PRADESH,2031,15,709,371,338,240
ANDHRA PRADESH,2036,15,657,342,316,240
ANDHRA PRADESH,2026,16,728,373,356,240
ANDHRA PRADESH,2031,16,719,377,341,240
ANDHRA PRADESH,2036,16,671,349,322,240
ANDHRA PRADESH,2026,17,734,374,359,240
ANDHRA PRADESH,2031,17,725,381,344,240
ANDHRA PRADESH,2036,17,682,355,327,240
ANDHRA PRADESH,2026,18,747,381,366,240
ANDHRA PRADESH,2031,18,728,381,347,240
ANDHRA PRADESH,2036,18,690,360,330,240
ANDHRA PRADESH,2026,19,768,393,375,240
ANDHRA PRADESH,2031,19,729,379,350,240
ANDHRA PRADESH,2036,19,695,363,332,240
ANDHRA PRADESH,2026,20,789,406,383,240
ANDHRA PRADESH,2031,20,723,373,350,240
ANDHRA PRADESH,2036,20,702,368,334,240
ANDHRA PRADESH,2026,21,806,415,391,240
ANDHRA PRADESH,2031,21,720,369,351,240
ANDHRA PRADESH,2036,21,711,374,337,240
ANDHRA PRADESH,2026,22,821,423,398,240
ANDHRA PRADESH,2031,22,725,371,354,240
ANDHRA PRADESH,2036,22,717,377,339,240
ANDHRA PRADESH,2026,23,835,431,405,240
ANDHRA PRADESH,2031,23,738,377,361,240
ANDHRA PRADESH,2036,23,720,378,342,240
KARNATAKA,2011,5,1043,535,508,244
KARNATAKA,2016,5,1006,518,489,244
KARNATAKA,2021,5,981,513,468,244
KARNATAKA,2011,6,1052,540,512,244
KARNATAKA,2016,6,1003,513,490,244
KARNATAKA,2021,6,1000,524,476,244
KARNATAKA,2011,7,1062,546,516,244
KARNATAKA,2016,7,1006,513,493,244
KARNATAKA,2021,7,1012,530,482,244
KARNATAKA,2011,8,1074,553,521,244
KARNATAKA,2016,8,1015,518,497,244
KARNATAKA,2021,8,1017,531,486,244
KARNATAKA,2011,9,1088,561,528,244
KARNATAKA,2016,9,1030,527,502,244
KARNATAKA,2021,9,1013,527,487,244
KARNATAKA,2011,10,1104,569,534,244
KARNATAKA,2016,10,1043,536,507,244
KARNATAKA,2021,10,1006,519,488,244
KARNATAKA,2011,11,1118,578,541,244
KARNATAKA,2016,11,1052,541,511,244
KARNATAKA,2021,11,1004,515,490,244
KARNATAKA,2011,12,1130,584,546,244
KARNATAKA,2016,12,1064,548,516,244
KARNATAKA,2021,12,1008,515,493,244
KARNATAKA,2011,13,1140,590,550,244
KARNATAKA,2016,13,1077,555,521,244
KARNATAKA,2021,13,1018,520,497,244
KARNATAKA,2011,14,1147,594,554,244
KARNATAKA,2016,14,1091,563,528,244
KARNATAKA,2021,14,1033,530,503,244
KARNATAKA,2011,15,1158,600,558,244
KARNATAKA,2016,15,1107,572,535,244
KARNATAKA,2021,15,1047,539,508,244
KARNATAKA,2011,16,1169,607,562,244
KARNATAKA,2016,16,1122,581,541,244
KARNATAKA,2021,16,1058,545,512,244
KARNATAKA,2011,17,1177,611,566,244
KARNATAKA,2016,17,1135,588,547,244
KARNATAKA,2021,17,1070,552,518,244
KARNATAKA,2011,18,1181,612,569,244
KARNATAKA,2016,18,1145,593,552,244
KARNATAKA,2021,18,1083,559,524,244
KARNATAKA,2011,19,1181,610,571,244
KARNATAKA,2016,19,1153,598,556,244
KARNATAKA,2021,19,1098,568,531,244
KARNATAKA,2011,20,1188,611,576,244
KARNATAKA,2016,20,1165,604,561,244
KARNATAKA,2021,20,1116,577,539,244
KARNATAKA,2011,21,1197,615,582,244
KARNATAKA,2016,21,1178,612,566,244
KARNATAKA,2021,21,1132,586,546,244
KARNATAKA,2011,22,1196,613,583,244
KARNATAKA,2016,22,1185,616,570,244
KARNATAKA,2021,22,1145,593,552,244
KARNATAKA,2011,23,1185,606,580,244
KARNATAKA,2016,23,1188,616,572,244
KARNATAKA,2021,23,1154,598,556,244
KARNATAKA,2026,5,904,471,433,244
KARNATAKA,2031,5,846,439,406,244
KARNATAKA,2036,5,806,418,388,244
KARNATAKA,2026,6,916,478,439,244
KARNATAKA,2031,6,853,444,409,244
KARNATAKA,2036,6,811,421,390,244
KARNATAKA,2026,7,930,485,445,244
KARNATAKA,2031,7,863,450,414,244
KARNATAKA,2036,7,819,425,393,244
KARNATAKA,2026,8,945,493,451,244
KARNATAKA,2031,8,876,457,419,244
KARNATAKA,2036,8,828,431,397,244
KARNATAKA,2026,9,961,502,459,244
KARNATAKA,2031,9,891,465,426,244
KARNATAKA,2036,9,839,437,402,244
KARNATAKA,2026,10,982,514,467,244
KARNATAKA,2031,10,906,473,433,244
KARNATAKA,2036,10,848,442,406,244
KARNATAKA,2026,11,1002,526,476,244
KARNATAKA,2031,11,918,480,438,244
KARNATAKA,2036,11,856,446,409,244
KARNATAKA,2026,12,1015,533,482,244
KARNATAKA,2031,12,933,488,445,244
KARNATAKA,2036,12,866,452,414,244
KARNATAKA,2026,13,1020,534,486,244
KARNATAKA,2031,13,948,496,452,244
KARNATAKA,2036,13,880,460,420,244
KARNATAKA,2026,14,1018,530,488,244
KARNATAKA,2031,14,965,506,460,244
KARNATAKA,2036,14,896,469,428,244
KARNATAKA,2026,15,1011,523,489,244
KARNATAKA,2031,15,987,518,469,244
KARNATAKA,2036,15,912,477,435,244
KARNATAKA,2026,16,1010,519,491,244
KARNATAKA,2031,16,1008,531,478,244
KARNATAKA,2036,16,926,485,441,244
KARNATAKA,2026,17,1015,520,495,244
KARNATAKA,2031,17,1022,538,484,244
KARNATAKA,2036,17,941,493,448,244
KARNATAKA,2026,18,1025,525,500,244
KARNATAKA,2031,18,1028,539,489,244
KARNATAKA,2036,18,957,502,455,244
KARNATAKA,2026,19,1041,535,506,244
KARNATAKA,2031,19,1027,535,491,244
KARNATAKA,2036,19,975,511,464,244
KARNATAKA,2026,20,1057,545,513,244
KARNATAKA,2031,20,1022,529,494,244
KARNATAKA,2036,20,999,525,474,244
KARNATAKA,2026,21,1069,551,518,244
KARNATAKA,2031,21,1023,526,498,244
KARNATAKA,2036,21,1022,538,484,244
KARNATAKA,2026,22,1081,558,523,244
KARNATAKA,2031,22,1028,527,501,244
KARNATAKA,2036,22,1036,545,491,244
KARNATAKA,2026,23,1093,565,529,244
KARNATAKA,2031,23,1037,531,506,244
KARNATAKA,2036,23,1041,546,495,244
KERALA,2011,5,514,262,252,248
KERALA,2016,5,497,254,244,248
KERALA,2021,5,475,243,232,248
KERALA,2011,6,516,263,253,248
KERALA,2016,6,502,256,246,248
KERALA,2021,6,479,245,234,248
KERALA,2011,7,519,264,254,248
KERALA,2016,7,506,258,248,248
KERALA,2021,7,483,247,236,248
KERALA,2011,8,523,266,256,248
KERALA,2016,8,509,259,249,248
KERALA,2021,8,487,249,238,248
KERALA,2011,9,528,269,259,248
KERALA,2016,9,511,260,250,248
KERALA,2021,9,491,251,240,248
KERALA,2011,10,535,273,262,248
KERALA,2016,10,512,261,251,248
KERALA,2021,10,496,253,243,248
KERALA,2011,11,541,276,265,248
KERALA,2016,11,515,262,252,248
KERALA,2021,11,501,255,245,248
KERALA,2011,12,544,278,267,248
KERALA,2016,12,518,264,254,248
KERALA,2021,12,504,257,247,248
KERALA,2011,13,544,277,267,248
KERALA,2016,13,521,266,255,248
KERALA,2021,13,507,259,248,248
KERALA,2011,14,541,275,266,248
KERALA,2016,14,525,268,257,248
KERALA,2021,14,508,260,249,248
KERALA,2011,15,538,273,265,248
KERALA,2016,15,532,272,260,248
KERALA,2021,15,509,260,249,248
KERALA,2011,16,538,272,265,248
KERALA,2016,16,538,275,262,248
KERALA,2021,16,511,261,250,248
KERALA,2011,17,536,271,266,248
KERALA,2016,17,540,277,264,248
KERALA,2021,17,514,263,251,248
KERALA,2011,18,535,269,266,248
KERALA,2016,18,540,276,264,248
KERALA,2021,18,516,265,252,248
KERALA,2011,19,533,265,268,248
KERALA,2016,19,536,273,262,248
KERALA,2021,19,520,267,253,248
KERALA,2011,20,531,262,269,248
KERALA,2016,20,532,271,260,248
KERALA,2021,20,525,270,255,248
KERALA,2011,21,530,260,270,248
KERALA,2016,21,530,270,259,248
KERALA,2021,21,530,273,256,248
KERALA,2011,22,528,257,271,248
KERALA,2016,22,528,269,259,248
KERALA,2021,22,532,275,257,248
KERALA,2011,23,526,254,272,248
KERALA,2016,23,527,266,261,248
KERALA,2021,23,532,274,258,248
KERALA,2026,5,457,233,223,248
KERALA,2031,5,446,228,218,248
KERALA,2036,5,432,221,211,248
KERALA,2026,6,457,234,224,248
KERALA,2031,6,449,229,220,248
KERALA,2036,6,435,222,213,248
KERALA,2026,7,460,235,225,248
KERALA,2031,7,451,230,221,248
KERALA,2036,7,437,223,214,248
KERALA,2026,8,463,237,227,248
KERALA,2031,8,453,231,221,248
KERALA,2036,8,440,225,215,248
KERALA,2026,9,468,239,229,248
KERALA,2031,9,454,232,222,248
KERALA,2036,9,442,226,216,248
KERALA,2026,10,474,242,232,248
KERALA,2031,10,455,233,223,248
KERALA,2036,10,445,227,218,248
KERALA,2026,11,478,244,234,248
KERALA,2031,11,456,233,223,248
KERALA,2036,11,448,229,219,248
KERALA,2026,12,482,246,236,248
KERALA,2031,12,458,234,224,248
KERALA,2036,12,450,230,220,248
KERALA,2026,13,485,248,237,248
KERALA,2031,13,462,236,226,248
KERALA,2036,13,451,231,221,248
KERALA,2026,14,489,250,239,248
KERALA,2031,14,466,239,227,248
KERALA,2036,14,452,231,221,248
KERALA,2026,15,493,252,241,248
KERALA,2031,15,471,241,229,248
KERALA,2036,15,452,232,220,248
KERALA,2026,16,497,254,243,248
KERALA,2031,16,474,243,231,248
KERALA,2036,16,453,232,221,248
KERALA,2026,17,500,256,244,248
KERALA,2031,17,478,245,233,248
KERALA,2036,17,454,233,221,248
KERALA,2026,18,502,257,245,248
KERALA,2031,18,481,247,234,248
KERALA,2036,18,457,235,222,248
KERALA,2026,19,503,258,245,248
KERALA,2031,19,483,249,235,248
KERALA,2036,19,460,237,223,248
KERALA,2026,20,503,259,244,248
KERALA,2031,20,486,250,236,248
KERALA,2036,20,464,240,224,248
KERALA,2026,21,503,260,244,248
KERALA,2031,21,489,252,237,248
KERALA,2036,21,466,241,225,248
KERALA,2026,22,505,261,244,248
KERALA,2031,22,492,254,238,248
KERALA,2036,22,469,243,226,248
KERALA,2026,23,508,262,246,248
KERALA,2031,23,494,255,239,248
KERALA,2036,23,473,245,228,248
TAMIL NADU,2011,5,1103,567,536,252
TAMIL NADU,2016,5,1049,543,506,252
TAMIL NADU,2021,5,1003,526,477,252
TAMIL NADU,2011,6,1114,573,541,252
TAMIL NADU,2016,6,1051,540,510,252
TAMIL NADU,2021,6,1026,540,486,252
TAMIL NADU,2011,7,1127,580,547,252
TAMIL NADU,2016,7,1057,542,515,252
TAMIL NADU,2021,7,1041,548,493,252
TAMIL NADU,2011,8,1142,588,554,252
TAMIL NADU,2016,8,1068,547,521,252
TAMIL NADU,2021,8,1048,550,498,252
TAMIL NADU,2011,9,1160,597,562,252
TAMIL NADU,2016,9,1084,557,528,252
TAMIL NADU,2021,9,1049,547,502,252
TAMIL NADU,2011,10,1180,609,571,252
TAMIL NADU,2016,10,1099,565,534,252
TAMIL NADU,2021,10,1046,541,505,252
TAMIL NADU,2011,11,1198,619,579,252
TAMIL NADU,2016,11,1111,571,540,252
TAMIL NADU,2021,11,1048,539,509,252
TAMIL NADU,2011,12,1213,627,587,252
TAMIL NADU,2016,12,1125,578,546,252
TAMIL NADU,2021,12,1055,541,514,252
TAMIL NADU,2011,13,1224,631,593,252
TAMIL NADU,2016,13,1139,586,553,252
TAMIL NADU,2021,13,1066,546,520,252
TAMIL NADU,2011,14,1231,632,598,252
TAMIL NADU,2016,14,1156,595,561,252
TAMIL NADU,2021,14,1081,555,526,252
TAMIL NADU,2011,15,1238,635,603,252
TAMIL NADU,2016,15,1175,606,569,252
TAMIL NADU,2021,15,1095,563,532,252
TAMIL NADU,2011,16,1249,640,609,252
TAMIL NADU,2016,16,1193,616,577,252
TAMIL NADU,2021,16,1106,569,538,252
TAMIL NADU,2011,17,1258,643,615,252
TAMIL NADU,2016,17,1207,624,583,252
TAMIL NADU,2021,17,1119,575,544,252
TAMIL NADU,2011,18,1265,643,621,252
TAMIL NADU,2016,18,1217,628,589,252
TAMIL NADU,2021,18,1133,583,550,252
TAMIL NADU,2011,19,1270,642,628,252
TAMIL NADU,2016,19,1223,628,594,252
TAMIL NADU,2021,19,1149,591,557,252
TAMIL NADU,2011,20,1279,641,638,252
TAMIL NADU,2016,20,1229,631,599,252
TAMIL NADU,2021,20,1166,602,565,252
TAMIL NADU,2011,21,1288,641,647,252
TAMIL NADU,2016,21,1238,635,604,252
TAMIL NADU,2021,21,1183,611,572,252
TAMIL NADU,2011,22,1293,641,652,252
TAMIL NADU,2016,22,1246,637,609,252
TAMIL NADU,2021,22,1197,618,578,252
TAMIL NADU,2011,23,1293,639,654,252
TAMIL NADU,2016,23,1253,637,616,252
TAMIL NADU,2021,23,1206,622,584,252
TAMIL NADU,2026,5,912,475,438,252
TAMIL NADU,2031,5,843,436,408,252
TAMIL NADU,2036,5,785,404,381,252
TAMIL NADU,2026,6,925,482,443,252
TAMIL NADU,2031,6,854,442,412,252
TAMIL NADU,2036,6,794,408,386,252
TAMIL NADU,2026,7,940,490,450,252
TAMIL NADU,2031,7,867,449,418,252
TAMIL NADU,2036,7,804,414,391,252
TAMIL NADU,2026,8,957,499,457,252
TAMIL NADU,2031,8,881,457,424,252
TAMIL NADU,2036,8,816,420,396,252
TAMIL NADU,2026,9,976,510,466,252
TAMIL NADU,2031,9,896,465,431,252
TAMIL NADU,2036,9,829,428,401,252
TAMIL NADU,2026,10,1000,525,476,252
TAMIL NADU,2031,10,910,473,437,252
TAMIL NADU,2036,10,841,435,407,252
TAMIL NADU,2026,11,1024,539,485,252
TAMIL NADU,2031,11,923,481,443,252
TAMIL NADU,2036,11,853,441,412,252
TAMIL NADU,2026,12,1039,547,492,252
TAMIL NADU,2031,12,938,489,449,252
