raw_state,year,quarter,txn_count,txn_amount_inr,registered_users,txn_count_p2p,txn_count_retail,txn_count_utility
sikkim,2024,4,9021976,12713819912.906326,345323,3463436,4792790,765750.0
sikkim,2025,1,9852470,12680467274.809103,357215,3649693,5355602,847175.0
sikkim,2025,2,11156835,14199545657.211315,368764,3900931,6402735,853169.0
sikkim,2025,3,11881826,13872661117.52092,379914,4192100,6777789,911937.0
sikkim,2025,4,12122190,14542438211.103767,391051,4339229,6862025,920936.0
sikkim,2026,1,13287804,15967341009.509085,402651,4721228,7607696,958880.0
sikkim,2026,2,14956244,18254633450.45656,407103,5266430,8719037,970777.0
tamil nadu,2018,1,4923891,8755842361.469446,2155558,2011437,2877514,34940.0
tamil nadu,2018,2,7129251,15152943528.927313,3061794,3227447,3673579,228225.0
tamil nadu,2018,3,10812101,22361948450.27646,3937412,5632565,4759711,419825.0
tamil nadu,2018,4,17123273,33652624050.336956,5262463,8650679,7901767,570827.0
tamil nadu,2019,1,25178515,46065559235.41664,6377974,14460181,9953421,764913.0
tamil nadu,2019,2,30904172,60589725794.408585,7498284,15910165,14143783,850224.0
tamil nadu,2019,3,40615165,75113047933.86618,8534286,20175934,18733358,1705873.0
tamil nadu,2019,4,54273375,95902389590.0488,9717126,26891922,23550229,3831224.0
tamil nadu,2020,1,65118379,110698166875.72932,10970688,29210450,29894565,6013364.0
tamil nadu,2020,2,50385378,87932439310.76688,12255108,19796701,22003787,8584890.0
tamil nadu,2020,3,70529798,138538123385.73276,13765652,30434012,31747599,8348187.0
tamil nadu,2020,4,112119794,204191947116.8283,15495864,46846688,52957176,12315930.0
tamil nadu,2021,1,135702280,245293582891.245,16872782,56209553,55184006,24308721.0
tamil nadu,2021,2,142941858,255693504471.958,18151670,58488704,50846255,33606899.0
tamil nadu,2021,3,200552172,356208315248.4176,19501393,80872706,83456564,36222902.0
tamil nadu,2021,4,218792102,374419414326.7141,20870525,86906217,99367500,32518385.0
tamil nadu,2022,1,278047655,483121547982.56067,22131653,111499213,133533757,33014685.0
tamil nadu,2022,2,338126426,560768519721.7483,23307037,128465769,170116252,39544405.0
tamil nadu,2022,3,403676932,647127117674.8535,24513100,150895801,206948312,45832819.0
tamil nadu,2022,4,435288054,674950927795.2251,25708338,160182520,227776260,47329274.0
tamil nadu,2023,1,468044832,720402614621.3375,26767037,169078610,252046397,46919825.0
tamil nadu,2023,2,504160429,781360465422.6838,27769575,180963627,271653945,51542857.0
tamil nadu,2023,3,558715546,835710063991.9968,28891897,198443890,307301051,52970605.0
tamil nadu,2023,4,597821132,878172648141.2632,30002865,208447240,336363862,53010030.0
tamil nadu,2024,1,643084591,917459762316.2546,31080814,219014310,370440883,53629398.0
tamil nadu,2024,2,707377354,987216265047.3883,32173286,232646050,417547691,57183613.0
tamil nadu,2024,3,781508176,1053834607664.4268,33289377,261752730,458580459,61174987.0
tamil nadu,2024,4,822940769,1091410271995.0776,34331442,272558373,488070607,62311789.0
tamil nadu,2025,1,875704481,1133708906375.8745,35340007,286554114,524381598,64768769.0
tamil nadu,2025,2,880043623,1133253062425.902,36318119,277697186,540167131,62179306.0
tamil nadu,2025,3,954438805,1187233386639.0696,37334630,301171264,589397918,63869623.0
tamil nadu,2025,4,982036878,1229082839335.558,38313127,310141970,606536327,65358581.0
tamil nadu,2026,1,1015223360,1291277296711.4182,39201469,321088498,630192289,63942573.0
tamil nadu,2026,2,1049292967,1316704395266.6187,40264046,318715551,667642639,62934777.0
telangana,2018,1,9340974,14059023660.623735,3449556,3466488,5817357,57129.0
telangana,2018,2,11544276,24401325668.781406,4414688,5011318,6332946,200012.0
telangana,2018,3,19955785,33180363175.151356,5290796,11838453,7792425,324907.0
telangana,2018,4,30393583,51158381363.15648,6687832,16046190,13909469,437924.0
telangana,2019,1,64813405,93511348877.08844,8100506,39258819,24788513,766073.0
telangana,2019,2,81454985,137682802492.51328,9164840,41264830,39189406,1000749.0
telangana,2019,3,114112049,178114733596.80167,10225604,52781429,58293457,3037163.0
telangana,2019,4,152510054,249883165634.61353,11330987,73588551,70715723,8205780.0
telangana,2020,1,177329550,318131593325.3983,12385312,80752201,83326336,13251013.0
telangana,2020,2,138326729,285827211219.7179,13431777,67182596,54016206,17127927.0
telangana,2020,3,207472326,428781682179.9675,14605692,97545501,91185733,18741092.0
telangana,2020,4,321839483,640618169487.1467,15891633,146516443,150218614,25104426.0
telangana,2021,1,392460349,745675476381.9314,17082180,166657150,181674390,44128809.0
telangana,2021,2,461066776,943090363047.5881,18184140,209768440,193360174,57938162.0
telangana,2021,3,592741458,1102647432922.4187,19355996,252405062,276644191,63692205.0
telangana,2021,4,642408303,1206831019294.7505,20513162,268871846,316270714,57265743.0
telangana,2022,1,820292794,1529608338617.9746,21608530,333860206,422012965,64419623.0
telangana,2022,2,993209224,1792476811489.9426,22613597,385083123,533356769,74769332.0
telangana,2022,3,1161232661,2003594734268.4893,23635593,437894151,638075219,85263291.0
telangana,2022,4,1298732509,2182810144779.9902,24652313,483151075,727397449,88183985.0
telangana,2023,1,1424621673,2371715741378.491,25533334,522531494,807980480,94109699.0
telangana,2023,2,1644044462,2696606763836.345,26347321,592921662,945635928,105486872.0
telangana,2023,3,1861859423,2865813600979.7666,27152426,646881028,1103013563,111964832.0
telangana,2023,4,2006013823,3121625949371.093,27926155,695650059,1197673180,112690584.0
telangana,2024,1,2170233621,3207009337042.48,28813177,734914725,1318718383,116600513.0
telangana,2024,2,2403883290,3461907722592.297,29668981,782308152,1500188080,121387058.0
telangana,2024,3,2607828990,3549548031458.4165,30496407,841561320,1637882726,128384944.0
telangana,2024,4,2824258573,3859512144223.8027,31420121,905792395,1785244498,133221680.0
telangana,2025,1,2957671238,4011827575951.1895,32290034,958239626,1855676564,143755048.0
telangana,2025,2,3044459287,4177136892219.811,33161493,962138565,1937172444,145148278.0
telangana,2025,3,3228865085,4188712492031.4736,34013239,1003412650,2078091958,147360477.0
telangana,2025,4,3485116309,4541925564459.137,34807525,1062691144,2268697781,153727384.0
telangana,2026,1,3571187698,4713863651916.881,35513627,1085668689,2320751024,164767985.0
telangana,2026,2,3878232440,5128045744092.112,36479877,1143923545,2560637907,173670988.0
tripura,2018,1,184069,166034070.60133272,55908,52393,127863,3813.0
tripura,2018,2,262983,281717097.5101464,84393,85672,166739,10572.0
tripura,2018,3,446745,527779192.51871157,116340,209683,221767,15295.0
tripura,2018,4,538364,726298399.8778081,155407,203650,319338,15376.0
tripura,2019,1,722617,930951274.7847986,187484,360490,343127,19000.0
tripura,2019,2,787181,1193045264.9864974,222378,338442,428388,20351.0
tripura,2019,3,880275,1426665779.1088414,254600,382672,452124,45479.0
tripura,2019,4,1017662,1684739442.0514455,283407,504103,405722,107837.0
tripura,2020,1,1129990,2057977801.9370825,314602,487025,467518,175447.0
tripura,2020,2,1253367,2215013181.2374315,351939,444122,537656,271589.0
tripura,2020,3,1676998,3165287940.7535105,395067,656697,751363,268938.0
tripura,2020,4,1967767,3877627429.5468283,431153,792607,835017,340143.0
tripura,2021,1,2012544,4367162381.678455,458876,841592,548634,622318.0
tripura,2021,2,2428946,4660359423.354675,485926,953822,628463,846661.0
tripura,2021,3,2876416,5802800784.247176,514890,1152547,823202,900667.0
tripura,2021,4,2997566,6336990350.00956,544397,1220840,944059,832667.0
tripura,2022,1,3841505,8167021603.850515,573074,1605926,1401056,834523.0
tripura,2022,2,4598026,8963681349.511333,603260,1895868,1782176,919982.0
tripura,2022,3,5814252,11009012067.584843,636726,2395190,2338359,1080703.0
tripura,2022,4,6360774,11623038234.726625,668667,2557126,2695646,1108002.0
tripura,2023,1,7564973,13869349810.241547,699295,3052408,3266101,1246464.0
tripura,2023,2,8518239,14533054884.912336,731619,3251151,3992703,1274385.0
tripura,2023,3,9631541,15862091659.466682,768145,3675914,4601060,1354567.0
tripura,2023,4,10707618,17538263497.053307,809084,3991339,5363050,1353229.0
tripura,2024,1,11581499,18535441026.607567,858086,4244206,5904516,1432777.0
tripura,2024,2,13492767,18847582110.315292,910150,4532604,7412685,1547478.0
tripura,2024,3,14575406,20044092205.04162,958718,5092683,7914763,1567960.0
tripura,2024,4,16034582,22499864071.518784,995320,5671226,8800063,1563293.0
tripura,2025,1,18622077,25016887005.832375,1032353,6475520,10267509,1879048.0
tripura,2025,2,18753226,23151519446.559258,1069043,6198843,10787436,1766947.0
tripura,2025,3,20791893,25461605416.507072,1109299,7108559,11889161,1794173.0
tripura,2025,4,20913736,25744145782.637417,1151875,7390643,11726652,1796441.0
tripura,2026,1,22097250,27676418661.486366,1191907,7907062,12274659,1915529.0
tripura,2026,2,22862994,26743110330.736546,1242083,7972133,12958118,1932743.0
uttar pradesh,2018,1,14786466,15841767520.712673,4921602,4606138,10010877,169451.0
uttar pradesh,2018,2,20337966,28765798204.423042,6777728,7156556,12691830,489580.0
uttar pradesh,2018,3,29327534,40693763120.758385,8443146,14943458,13655861,728215.0
uttar pradesh,2018,4,40312896,60754036465.70648,10830097,17252893,22044677,1015326.0
uttar pradesh,2019,1,64046373,84430169656.88228,13103108,35228045,27231898,1586430.0
uttar pradesh,2019,2,67580108,110293020020.75023,15042257,30351047,35244958,1984103.0
uttar pradesh,2019,3,76672707,123828842522.57431,16953678,30451139,42320219,3901349.0
uttar pradesh,2019,4,97385189,162877433939.99805,18919521,45757525,43340537,8287127.0
uttar pradesh,2020,1,108112889,190863464183.66577,21194763,44357141,51336077,12419671.0
uttar pradesh,2020,2,110306561,195404454299.56982,23606047,43762763,47549454,18994344.0
uttar pradesh,2020,3,141565257,273741446015.2779,26045233,60795727,63325777,17443753.0
uttar pradesh,2020,4,191598396,380442192615.8421,28545839,81130686,86963902,23503808.0
uttar pradesh,2021,1,227417493,433880828404.01526,30976739,94609938,89939335,42868220.0
uttar pradesh,2021,2,273728175,536955159535.7084,33211904,116290503,93709752,63727920.0
uttar pradesh,2021,3,350675338,627645749576.7488,35903262,145996374,141458681,63220283.0
uttar pradesh,2021,4,400725104,752059552950.346,38739893,164806510,177938209,57980385.0
uttar pradesh,2022,1,521369445,955324276610.6467,41701425,215231907,241296678,64840860.0
uttar pradesh,2022,2,655438792,1150071386489.6924,44364283,254989934,322162022,78286836.0
uttar pradesh,2022,3,775761504,1224796014974.3357,47337748,295516731,391962498,88282275.0
uttar pradesh,2022,4,890097755,1446927383901.7651,50213564,337143421,459462505,93491829.0
uttar pradesh,2023,1,1011060339,1635880038405.158,53046420,384567010,521134716,105358613.0
uttar pradesh,2023,2,1220844008,1835097474392.2053,55590099,447701272,651507954,121634782.0
uttar pradesh,2023,3,1361433436,1863230615478.421,58422771,489387714,747622088,124423634.0
uttar pradesh,2023,4,1577265501,2264890592908.507,61516010,576483752,869392341,131389408.0
uttar pradesh,2024,1,1794266530,2483961606826.365,64960422,653033237,989186934,152046359.0
uttar pradesh,2024,2,2144136082,2705836943014.7227,68189228,736075778,1238837502,169222802.0
uttar pradesh,2024,3,2285132385,2715325163720.8394,71327157,784233917,1332554852,168343616.0
uttar pradesh,2024,4,2542936824,3210878904579.125,74136023,880393026,1489948667,172595131.0
uttar pradesh,2025,1,2618333992,3288600991414.496,77043398,904244198,1524087525,190002269.0
uttar pradesh,2025,2,2874104324,3364968247717.4697,79721010,946221765,1740462455,187420104.0
uttar pradesh,2025,3,2995994617,3220415579009.7754,82795120,968602273,1840145039,187247305.0
uttar pradesh,2025,4,3206270064,3696522346306.7783,85800260,1056307689,1955108328,194854047.0
uttar pradesh,2026,1,3294478040,3761378430097.705,88629936,1088285716,2003989823,202202501.0
uttar pradesh,2026,2,3665306240,3938705461574.024,90563992,1167703027,2293024606,204578607.0
uttarakhand,2018,1,1451113,1711189177.2167993,499946,441316,992270,17527.0
uttarakhand,2018,2,1963467,3023055876.683943,673206,683917,1238396,41154.0
uttarakhand,2018,3,2523526,4119317467.9760265,835826,1129789,1333958,59779.0
uttarakhand,2018,4,3625698,6268906600.516947,1050477,1703009,1847664,75025.0
uttarakhand,2019,1,6519708,8342691139.590234,1272751,4072170,2334030,113508.0
uttarakhand,2019,2,6345096,10996460352.932467,1468181,3080481,3147703,116912.0
uttarakhand,2019,3,6691016,12093509975.50256,1653220,2917737,3479573,293706.0
uttarakhand,2019,4,8590151,15233913544.563915,1825409,3960592,3887718,741841.0
uttarakhand,2020,1,9726841,16698596159.683369,2023901,4002557,4599548,1124736.0
uttarakhand,2020,2,9154035,15661272266.921104,2234769,3531631,4009760,1612644.0
uttarakhand,2020,3,12900421,23631778724.122528,2456247,5220599,6069189,1610633.0
uttarakhand,2020,4,18918942,33134968485.444317,2685323,7078394,9591103,2249445.0
uttarakhand,2021,1,21980872,37055782980.02542,2888932,8249581,9483409,4247882.0
uttarakhand,2021,2,25376378,41298099649.73271,3083983,9520718,9938227,5917433.0
uttarakhand,2021,3,33180604,52164580069.14418,3295762,12313894,14740374,6126336.0
uttarakhand,2021,4,36913646,57949052739.9576,3503291,13030803,18480818,5402025.0
uttarakhand,2022,1,45265588,69248100029.00323,3709608,15762028,23662761,5840799.0
uttarakhand,2022,2,60660502,88219812501.76044,3904801,19583241,34095311,6981950.0
uttarakhand,2022,3,68009292,92527276762.59744,4107474,21811880,38433164,7764248.0
uttarakhand,2022,4,75301900,102012862486.52225,4296902,23524459,43930404,7847037.0
uttarakhand,2023,1,80316638,106914144085.76015,4480029,25042420,46907377,8366841.0
uttarakhand,2023,2,104119321,133676491393.38852,4650851,31621034,62644014,9854273.0
uttarakhand,2023,3,106784950,128515385224.72354,4823928,32160873,64961081,9662996.0
uttarakhand,2023,4,119107620,148205383109.23837,4999454,36002854,73541105,9563661.0
uttarakhand,2024,1,123880004,150315536371.2102,5206546,37475805,76012656,10391543.0
uttarakhand,2024,2,159360860,180260957246.1923,5419938,46074342,101329050,11957468.0
uttarakhand,2024,3,159497485,173415603155.37198,5624430,46985206,100726911,11785368.0
uttarakhand,2024,4,171212380,194796895719.51297,5801849,50703178,108904701,11604501.0
uttarakhand,2025,1,175355250,193302070369.7801,5979871,51173488,111485158,12696604.0
uttarakhand,2025,2,202578174,215937765623.93585,6152816,56901615,132692694,12983865.0
uttarakhand,2025,3,197711630,198250402920.4244,6335256,55559813,129419380,12732437.0
uttarakhand,2025,4,203745180,220079294173.82812,6515385,58829901,132326331,12588948.0
uttarakhand,2026,1,204739014,217602962797.85297,6690656,59360705,132495130,12883179.0
uttarakhand,2026,2,247026782,255234602776.51517,6755122,69429535,163964261,13632986.0
west bengal,2018,1,10151521,7623652076.70104,2576622,3872380,5952060,327081.0
west bengal,2018,2,16783697,14426440347.675003,3795442,7871746,8205192,706759.0
west bengal,2018,3,54031451,38668036734.002266,4790914,43410545,9636974,983932.0
west bengal,2018,4,33555072,33751269225.912643,6251947,16024961,16379853,1150258.0
west bengal,2019,1,43101342,42921381534.937065,7438601,24963489,16502874,1634979.0
west bengal,2019,2,44580900,54718845209.54506,8602074,19337897,23489670,1753333.0
west bengal,2019,3,60043951,66423789032.74228,9692554,20140625,37079581,2823745.0
west bengal,2019,4,90948911,82930838430.99612,10931174,61838956,24001204,5108751.0
west bengal,2020,1,63993554,91566525988.34715,12052575,26827077,29827673,7338804.0
west bengal,2020,2,58763095,99278377224.57706,13339774,24627758,23778596,10356741.0
west bengal,2020,3,78767654,147424950291.97803,14612656,35010257,33531712,10225685.0
west bengal,2020,4,101265149,194248152966.42114,15870777,45232541,42774024,13258584.0
west bengal,2021,1,115001959,231129225939.18713,16981214,51079144,38286845,25635970.0
west bengal,2021,2,138748743,266671675321.52402,18090085,61512765,41133183,36102795.0
west bengal,2021,3,175901327,344476718379.314,19374188,79783224,57001307,39116796.0
west bengal,2021,4,189761882,385851696670.8897,20723757,87580931,67551823,34629128.0
west bengal,2022,1,244077613,512176281443.31213,21954680,115561007,92376770,36139836.0
west bengal,2022,2,298813188,605707035569.897,23181627,135617157,119264274,43931757.0
west bengal,2022,3,364129324,695665215498.2949,24486749,164053490,147555161,52520673.0
west bengal,2022,4,400458936,749746367003.5804,25739668,177653143,168668806,54136987.0
west bengal,2023,1,468933668,898862460705.0684,26980199,209283878,200591201,59058589.0
west bengal,2023,2,557201653,1011853593979.1373,28151830,240193606,249804214,67203833.0
west bengal,2023,3,642154264,1073507229812.2742,29423200,270924969,298345848,72883447.0
west bengal,2023,4,747788359,1253569329663.2058,30766242,317862227,354140336,75785796.0
west bengal,2024,1,843082236,1422966170005.288,32233492,355342023,403108218,84631995.0
west bengal,2024,2,988799648,1545997993108.2922,33696097,393501626,499564293,95733729.0
west bengal,2024,3,1091000362,1608053446947.104,35120561,436505032,554209559,100285771.0
west bengal,2024,4,1230402184,1810747542010.678,36468735,493207369,636340603,100854212.0
west bengal,2025,1,1304050364,1913847338922.7925,37781664,517424510,677544402,109081452.0
west bengal,2025,2,1410547289,1934976510103.9966,39021346,534561791,764023386,111962112.0
west bengal,2025,3,1534941462,1981771949298.0732,40328474,575352040,845070081,114519341.0
west bengal,2025,4,1595670079,2082769866475.0676,41514118,603154869,878593910,113921300.0
west bengal,2026,1,1691843395,2280769839448.3564,42771072,643075471,929319640,119448284.0
west bengal,2026,2,1782353009,2211838113700.3,43272502,653298215,1005841996,123212798.0
