Quarter Date,Sequence No,Dimension 1,Dimension 2,Dimension 3,Dimension 4,Measure 1,Measure 2,Measure 3,Measure 4,Measure 5,Measure 6,Measure 7,Measure 8
2024/03/31 00:00:00,44,MAHARASHTRA,,,,13650,21779053,6558196767000,198981394,8607427698000,36332639,31284356222000,257093086
2025/09/30 00:00:00,3,MADHYA PRADESH,,,,6664,4566156,420840839000,104426354,2479650799000,11256527,3811192155000,120249037
2026/06/30 00:00:00,10,ODISHA,,,,5154,1825827,343510665000,64151087,2085770781000,8182595,3815350055000,74159509
2023/06/30 00:00:00,19,NAGALAND,,,,182,82001,21822409000,1614941,76311717000,110374,46287266000,
2026/03/31 00:00:00,16,MANIPUR,,,,248,78000,25327072000,2929954,104470835000,109405,49718142000,3117359
2024/06/30 00:00:00,11,SIKKIM,,,,177,47851,7991389000,1086015,49479639000,136944,88043508000,1270810
2025/06/30 00:00:00,28,PUNJAB,,,,6531,2238177,260513334000,55295176,2319121523000,10561521,4141765586000,68094874
2026/06/30 00:00:00,32,KARNATAKA,,,,9994,3872804,2286632185000,114439974,5585585871000,18024754,13286983972000,136337532
2025/09/30 00:00:00,22,CHANDIGARH,,,,462,180049,94614610000,3240816,376041490000,1302482,838297999000,4723347
2024/03/31 00:00:00,24,HIMACHAL PRADESH,,,,1495,1704147,52778391000,10141880,480989193000,3280346,884239513000,15126373
2023/06/30 00:00:00,18,MIZORAM,,,,123,39171,7356943000,581677,54152695000,53932,36730817000,
2024/09/30 00:00:00,13,NORTH EASTERN REGION,,,,4310,4116372,288476030000,50707565,1557927830000,4911443,1475404935000,59735380
2023/12/31 00:00:00,3,MADHYA PRADESH,,,,6292,7048680,366490375000,102593999,2267806397000,10501980,3023951519000,120144659
2024/06/30 00:00:00,15,ASSAM,,,,2743,3064445,140687530000,38226926,985607392000,3606834,927298973000,44898205
2023/06/30 00:00:00,1,CENTRAL REGION,,,,24708,29750614,1554894576000,393952386,10502775192000,40902507,11682195100000,
2025/09/30 00:00:00,36,TAMIL NADU,,,,12649,5673926,1439178137000,143569385,4493758966000,17866596,9231218286000,167109907
2023/12/31 00:00:00,44,MAHARASHTRA,,,,13510,21200133,5517223682000,199259710,8126817064000,37826455,29013533746000,258286298
2023/12/31 00:00:00,20,TRIPURA,,,,481,491250,16791019000,3313707,119308667000,455763,129981627000,4260720
2026/03/31 00:00:00,34,LAKSHADWEEP,,,,18,4794,3286959000,94256,11484420000,5052,4105647000,104102
2024/12/31 00:00:00,8,BIHAR,,,,6007,3534438,256606903000,116690345,2760358796000,7744320,1985431204000,127969103
2023/03/31 00:00:00,16,MANIPUR,,,,213,299787,22442641000,2799646,92473945000,90930,29384581000,
2023/12/31 00:00:00,35,PUDUCHERRY,,,,233,139452,17051257000,2722774,97096755000,369589,163989915000,3231815
2023/09/30 00:00:00,7,ANDAMAN & NICOBAR ISLANDS,,,,71,37681,4502959000,508955,38492083000,115622,29720159000,662258
2023/12/31 00:00:00,32,KARNATAKA,,,,9442,4986994,1662290737000,106294820,4439204012000,16925146,9470993328000,128206960
2024/09/30 00:00:00,32,KARNATAKA,,,,9631,4214795,1819598996000,106004035,4672684123000,17555210,10511914712000,127774040
2023/12/31 00:00:00,5,UTTAR PRADESH,,,,14373,21329855,1025505080000,256510034,6939764025000,24768004,7525483628000,302607893
2023/06/30 00:00:00,30,SOUTHERN REGION,,,,38851,20358655,4313771415000,451534787,14848496400000,56383277,25926605083000,
2023/09/30 00:00:00,13,NORTH EASTERN REGION,,,,4112,4914862,261516324000,51836382,1566469611000,4813422,1299797694000,61564666
2026/06/30 00:00:00,37,TELANGANA,,,,5613,2387901,1157812388000,66112586,3083953879000,7647324,5707160054000,76147811
2025/06/30 00:00:00,42,GOA,,,,705,199749,61010863000,4433894,336048023000,1949018,833138811000,6582661
2023/06/30 00:00:00,37,TELANGANA,,,,4943,3119757,801120960000,61059111,2353476788000,6707288,3771393245000,
2026/03/31 00:00:00,35,PUDUCHERRY,,,,240,96652,22574405000,2652887,115129256000,393802,211640548000,3143341
2025/03/31 00:00:00,26,LADAKH,,,,99,89603,16940245000,496936,39789715000,87948,41645099000,674487
2025/03/31 00:00:00,18,MIZORAM,,,,133,29003,8937413000,642232,58154022000,61005,49250495000,732240
2024/09/30 00:00:00,34,LAKSHADWEEP,,,,25,4339,2451406000,88537,10053900000,4473,2682918000,97349
2024/03/31 00:00:00,28,PUNJAB,,,,6330,9683442,297749357000,52980129,2163052074000,9860262,3579223808000,72523833
2023/12/31 00:00:00,2,CHHATTISGARH,,,,2442,3286929,167262258000,30447086,958713757000,3468785,998741620000,37202800
2023/09/30 00:00:00,15,ASSAM,,,,2664,3722336,140887616000,39990559,977508175000,3601789,844871323000,47314684
2025/12/31 00:00:00,23,HARYANA,,,,5159,2311709,835665646000,98537816,2687046484000,9419979,5941409159000,110269504
2025/12/31 00:00:00,22,CHANDIGARH,,,,461,182212,68484224000,3240301,362675740000,1299903,868609296000,4722416
2025/09/30 00:00:00,1,CENTRAL REGION,,,,26537,14304425,1854627036000,416657292,12388550290000,45913949,15923327298000,476875666
2023/12/31 00:00:00,42,GOA,,,,674,268894,49424281000,4298341,304021182000,1882052,742079210000,6449287
2024/03/31 00:00:00,1,CENTRAL REGION,,,,25319,34635759,1847272176000,394931330,11409898490000,42887545,13235002357000,472454634
2024/06/30 00:00:00,30,SOUTHERN REGION,,,,40331,17407237,4533100575000,461448959,15311053389000,60345066,30168908785000,539201262
2023/09/30 00:00:00,28,PUNJAB,,,,6257,9036625,253345668000,50605850,2103901788000,9681249,3389583731000,69323724
2026/03/31 00:00:00,27,NCT OF DELHI,,,,4082,3047754,2456407740000,176287129,4515458024000,14812643,15421653871000,194147526
2024/03/31 00:00:00,3,MADHYA PRADESH,,,,6360,7155890,397639691000,99107163,2339369919000,10531502,3138761136000,116794555
2023/03/31 00:00:00,13,NORTH EASTERN REGION,,,,4018,4005879,315828584000,51301979,1622763722000,4715138,1197991410000,
2025/12/31 00:00:00,38,WESTERN REGION,,,,24193,27211425,8170119076000,300565043,13947173516000,60434374,46561574835000,388210842
2024/06/30 00:00:00,42,GOA,,,,680,212065,49158454000,4338996,308657814000,1902739,767609096000,6453800
2025/12/31 00:00:00,35,PUDUCHERRY,,,,242,106723,21870458000,2698199,110846360000,396293,219308775000,3201215
2024/09/30 00:00:00,43,GUJARAT,,,,8601,4213850,1017936080000,91223520,3807813849000,18367667,7144484047000,113805037
2024/12/31 00:00:00,17,MEGHALAYA,,,,298,91085,30504083000,2297605,138782214000,312105,143867963000,2700795
2024/12/31 00:00:00,22,CHANDIGARH,,,,462,177823,68017597000,3313064,380083409000,1258186,755904160000,4749073
2024/09/30 00:00:00,44,MAHARASHTRA,,,,13843,21447202,6620810772000,204655330,8804568445000,36571782,33763010177000,262674314
2025/12/31 00:00:00,6,EASTERN REGION,,,,23949,13283406,1730229846000,376276728,10372148064000,44385183,15749998704000,433945317
2023/06/30 00:00:00,32,KARNATAKA,,,,9222,4782121,1629979215000,103238666,4362568847000,16038885,8642804859000,
2023/06/30 00:00:00,25,JAMMU & KASHMIR,,,,1561,2774589,141458714000,16923867,653048981000,3097689,795390795000,
2024/06/30 00:00:00,16,MANIPUR,,,,225,288355,18899825000,2635055,88384371000,95726,36307320000,3019136
2023/06/30 00:00:00,3,MADHYA PRADESH,,,,6226,6542813,348542933000,98046264,2212211856000,10090864,2819124595000,
2024/03/31 00:00:00,32,KARNATAKA,,,,9483,4970487,1831712763000,105040140,4630215104000,17250154,9829467470000,127260781
2025/06/30 00:00:00,12,WEST BENGAL,,,,9239,5834028,790746961000,140486270,3663476507000,22883318,7545190278000,169203616
2024/09/30 00:00:00,28,PUNJAB,,,,6417,5050463,270838680000,51791845,2205248505000,10161876,3800182378000,67004184
2023/03/31 00:00:00,27,NCT OF DELHI,,,,3775,6707439,1938831588000,106131808,3677074202000,13567553,10972753748000,
2024/03/31 00:00:00,34,LAKSHADWEEP,,,,23,4270,2143828000,87039,10525939000,4481,2645923000,95790
2025/12/31 00:00:00,18,MIZORAM,,,,139,31456,9383220000,650147,62989946000,64023,55466472000,745626
2025/12/31 00:00:00,42,GOA,,,,709,210208,65462962000,4447174,350422157000,1958233,843959369000,6615615
2025/09/30 00:00:00,35,PUDUCHERRY,,,,241,105455,22642729000,2727259,110501907000,392071,203461365000,3224785
2025/06/30 00:00:00,21,NORTHERN REGION,,,,26617,14164723,3618879653000,428852161,13273870551000,54294062,30731110313000,497310946
2024/12/31 00:00:00,24,HIMACHAL PRADESH,,,,1528,310308,48395816000,10682150,506051294000,3362642,960004900000,14355100
2023/12/31 00:00:00,11,SIKKIM,,,,176,60727,7464984000,1064253,46790854000,132697,80738237000,1257677
2026/03/31 00:00:00,32,KARNATAKA,,,,9914,3833668,2372251914000,112760071,5552041101000,17734609,12981077390000,134328348
2024/03/31 00:00:00,21,NORTHERN REGION,,,,25635,37019594,3999796225000,391781700,12401247490000,51316378,26428577529000,480117672
2024/03/31 00:00:00,37,TELANGANA,,,,5107,3244040,847562000000,61216129,2390333249000,6987696,4394399794000,71447865
2026/06/30 00:00:00,41,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,,,116,54620,16658730000,1582455,73256366000,227358,93900319000,1864433
2025/12/31 00:00:00,19,NAGALAND,,,,223,76642,31100378000,1771789,79271266000,128805,61682221000,1977236
2024/03/31 00:00:00,20,TRIPURA,,,,483,499501,22797332000,3355981,126366328000,462389,133951236000,4317871
2023/03/31 00:00:00,6,EASTERN REGION,,,,22121,26535911,1564208206000,343365486,9103023286000,40344327,11525243241000,
2025/03/31 00:00:00,31,ANDHRA PRADESH,,,,6720,2069286,423602225000,78416444,1764302496000,7625346,2580000401000,88111076
2026/03/31 00:00:00,33,KERALA,,,,6899,2032287,545365400000,70051370,2684859497000,12603447,6464590704000,84687104
2023/03/31 00:00:00,14,ARUNACHAL PRADESH,,,,154,94874,54713851000,1413864,120416029000,178933,78881181000,
2024/09/30 00:00:00,24,HIMACHAL PRADESH,,,,1524,839589,54152406000,10063603,510737043000,3366377,931092808000,14269569
2023/09/30 00:00:00,3,MADHYA PRADESH,,,,6255,6685629,360831904000,99719256,2285995015000,10408343,2967512731000,116813228
2025/03/31 00:00:00,9,JHARKHAND,,,,3059,1471658,242518089000,44464078,1407389636000,5068994,1908012290000,51004730
2026/06/30 00:00:00,15,ASSAM,,,,2823,983550,171370181000,43235013,1021999410000,3971761,1169874958000,48190324
2024/09/30 00:00:00,6,EASTERN REGION,,,,23107,23834520,1626382487000,347197763,9629678325000,43148498,13819840115000,414180781
2025/09/30 00:00:00,7,ANDAMAN & NICOBAR ISLANDS,,,,77,31485,4902323000,539080,43722449000,136724,42087295000,707289
2024/12/31 00:00:00,36,TAMIL NADU,,,,12386,5308429,1350459056000,145039692,4188522179000,17210143,8385925029000,167558264
2025/09/30 00:00:00,13,NORTH EASTERN REGION,,,,4380,1541810,325118651000,55427519,1636166181000,5314773,1715626381000,62284102
2024/12/31 00:00:00,9,JHARKHAND,,,,3014,1447029,209089451000,43928469,1366681663000,4959701,1848381867000,50335199
2024/06/30 00:00:00,10,ODISHA,,,,4763,2793416,279637369000,58846044,1802097405000,7724190,2917693334000,69363650
2025/03/31 00:00:00,28,PUNJAB,,,,6487,2175249,279952739000,55091758,2261589555000,10286092,3995982604000,67553099
2025/12/31 00:00:00,14,ARUNACHAL PRADESH,,,,206,87349,46618296000,1607378,130980944000,215307,112667495000,1910034
2024/09/30 00:00:00,41,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,,,109,65624,14382545000,1562258,70092386000,209787,77216257000,1837669
2024/06/30 00:00:00,29,RAJASTHAN,,,,6989,4806335,435450078000,81707422,2482072636000,10587627,3402449272000,97101384
2025/12/31 00:00:00,37,TELANGANA,,,,5483,2652288,981928511000,66025701,2742754888000,7533176,5312574544000,76211165
2023/09/30 00:00:00,8,BIHAR,,,,5782,9195064,266057871000,113125645,2542511697000,7582750,1653470263000,129903459
2024/12/31 00:00:00,23,HARYANA,,,,4913,2092191,732272865000,105194370,2455247413000,8832679,5123256754000,116119240
2024/12/31 00:00:00,45,ALL-INDIA,,,,143683,82313221,19377259916000,2033533276,64068173187000,263572781,134210525600000,2379419278
2026/03/31 00:00:00,20,TRIPURA,,,,499,99137,27166553000,3727000,137256605000,498846,174945733000,4324983
2026/06/30 00:00:00,8,BIHAR,,,,6357,3557815,319602744000,125234096,3051090403000,8004279,2340615595000,136796190
2025/09/30 00:00:00,44,MAHARASHTRA,,,,14220,22639270,7029242780000,205257295,9267884179000,38733597,37102523430000,266630162
2025/12/31 00:00:00,4,UTTARAKHAND,,,,2086,595668,120964496000,17180156,950770192000,4121808,1450650063000,21897632
2026/03/31 00:00:00,25,JAMMU & KASHMIR,,,,1686,3019608,179936717000,16231285,732604446000,3576766,1120602701000,22827659
2025/06/30 00:00:00,18,MIZORAM,,,,133,29717,8572659000,647669,59762525000,63168,53394568000,740554
2024/12/31 00:00:00,13,NORTH EASTERN REGION,,,,4310,1471400,275463638000,53908251,1565183866000,4949029,1534765322000,60328680
2024/12/31 00:00:00,25,JAMMU & KASHMIR,,,,1636,2695592,149106690000,16695684,680788714000,3388761,963944110000,22780037
2025/03/31 00:00:00,5,UTTAR PRADESH,,,,15063,7267561,1172591458000,258177838,7722376502000,26172809,8861445572000,291618208
2024/09/30 00:00:00,5,UTTAR PRADESH,,,,14757,14195950,1085183115000,247815025,7244151363000,25599509,8517004679000,287610484
2026/03/31 00:00:00,8,BIHAR,,,,6308,3521083,324654132000,123459404,3106995852000,7888893,2284721776000,134869380
2026/06/30 00:00:00,14,ARUNACHAL PRADESH,,,,208,79520,53897059000,1605628,133648763000,223676,125321353000,1908824
2023/09/30 00:00:00,1,CENTRAL REGION,,,,24900,31564824,1599558494000,398772040,10912876328000,42157031,12441293404000,472493895
2025/06/30 00:00:00,14,ARUNACHAL PRADESH,,,,198,83302,53633295000,1589961,140938855000,211723,105997024000,1884986
2023/09/30 00:00:00,5,UTTAR PRADESH,,,,14270,19996965,970868329000,252828133,6815960373000,24599512,7372053797000,297424610
2025/03/31 00:00:00,34,LAKSHADWEEP,,,,17,4435,3018571000,90889,10589037000,4636,1794878000,99960
2025/06/30 00:00:00,4,UTTARAKHAND,,,,2074,571093,109630814000,16943786,917841121000,4074928,1386469448000,21589807
2023/03/31 00:00:00,23,HARYANA,,,,4633,5577187,711090731000,46341158,2254481467000,7806561,3852496874000,
2023/03/31 00:00:00,29,RAJASTHAN,,,,6686,5811012,427257622000,82715996,2296211305000,9696057,2799394932000,
2023/06/30 00:00:00,13,NORTH EASTERN REGION,,,,4067,4293775,258428505000,51531216,1570901800000,4729894,1255467663000,
2023/06/30 00:00:00,11,SIKKIM,,,,174,55839,7705384000,1035747,46591553000,131826,80705610000,
2025/03/31 00:00:00,3,MADHYA PRADESH,,,,6606,4439478,424389130000,102690317,2456294523000,11106152,3538175363000,118235947
2025/12/31 00:00:00,7,ANDAMAN & NICOBAR ISLANDS,,,,76,32141,5658344000,540832,41384383000,140202,45731183000,713175
2025/03/31 00:00:00,44,MAHARASHTRA,,,,14061,21814376,7462877256000,207933579,9020829499000,37450317,35646982393000,267198272
2024/09/30 00:00:00,21,NORTHERN REGION,,,,26014,22879306,3659416416000,407885722,12718686233000,53130581,28414766061000,483895609
2023/03/31 00:00:00,34,LAKSHADWEEP,,,,22,4146,1959690000,86341,10412219000,4317,1753181000,
2025/12/31 00:00:00,16,MANIPUR,,,,237,90787,19554190000,2957238,95857801000,112419,46924090000,3160444
2025/06/30 00:00:00,35,PUDUCHERRY,,,,244,104019,20040912000,2711348,105755048000,391194,199272957000,3206561
2024/06/30 00:00:00,25,JAMMU & KASHMIR,,,,1618,2625702,144438978000,16457353,666833378000,3292263,897142142000,22375318
2026/03/31 00:00:00,38,WESTERN REGION,,,,24448,26638179,9672250351000,297295717,14688871321000,59592378,49364311192000,383526274
2023/06/30 00:00:00,26,LADAKH,,,,88,73022,13263685000,475240,39021799000,72338,28743276000,
2023/09/30 00:00:00,16,MANIPUR,,,,218,371587,20013567000,2721048,91232831000,92190,31722560000,3184825
2023/12/31 00:00:00,36,TAMIL NADU,,,,12021,7403408,1241803066000,144299368,4028257236000,16705560,7416175671000,168408336
2026/03/31 00:00:00,11,SIKKIM,,,,187,34753,11283535000,1122242,48115986000,145531,117700192000,1302526
2025/06/30 00:00:00,27,NCT OF DELHI,,,,4023,3296328,1855630870000,164105750,4149384828000,14944727,14184227136000,182346805
2023/09/30 00:00:00,37,TELANGANA,,,,4996,3208698,772146155000,61638969,2359374584000,6835173,4024577258000,71682840
2025/06/30 00:00:00,6,EASTERN REGION,,,,23707,12995169,1634850104000,368865876,9949546870000,44529210,15004877243000,426390255
2024/06/30 00:00:00,24,HIMACHAL PRADESH,,,,1508,787286,47802952000,10031814,493566808000,3310428,904110699000,14129528
2026/06/30 00:00:00,28,PUNJAB,,,,6621,1928205,308162835000,54381612,2559519210000,10759524,4591220896000,67069341
2023/12/31 00:00:00,15,ASSAM,,,,2690,4934140,150172302000,39619066,987579643000,3585282,873562830000,48138488
2026/06/30 00:00:00,27,NCT OF DELHI,,,,4090,3090996,2102628886000,178065840,4510583609000,15071341,16037513206000,196228177
2024/06/30 00:00:00,33,KERALA,,,,6520,2301652,373914969000,71997581,2254300052000,11270029,5284420509000,85569262
2025/09/30 00:00:00,31,ANDHRA PRADESH,,,,6781,2622237,373285927000,79295166,1857987896000,7340944,2766374751000,89258347
2023/03/31 00:00:00,45,ALL-INDIA,,,,136321,141862412,18557364875000,1847531674,59709396941000,242375917,103185617914000,
2025/12/31 00:00:00,25,JAMMU & KASHMIR,,,,1677,2997290,160301698000,16239305,695127963000,3562583,1080240481000,22799178
2025/03/31 00:00:00,36,TAMIL NADU,,,,12515,5330281,1467863196000,141872998,4267763169000,17469895,8662295362000,164673174
2024/06/30 00:00:00,22,CHANDIGARH,,,,466,274985,72262268000,3204158,348789281000,1253066,715941090000,4732209
2023/06/30 00:00:00,12,WEST BENGAL,,,,8813,13423592,741127344000,132327127,3540358416000,20974959,6075598050000,
2024/12/31 00:00:00,18,MIZORAM,,,,132,27779,8899272000,633736,53653764000,58412,47921301000,719927
2024/12/31 00:00:00,30,SOUTHERN REGION,,,,40743,15750291,4805837816000,470040157,15368677663000,61464525,32362622795000,547254973
2026/06/30 00:00:00,20,TRIPURA,,,,503,100846,22865418000,3774193,135255583000,507986,180905249000,4383025
2025/09/30 00:00:00,32,KARNATAKA,,,,9753,4096660,2130037843000,111037337,4977992274000,18081620,11931977266000,133215617
2025/03/31 00:00:00,27,NCT OF DELHI,,,,3981,3272377,2589008767000,159394462,4089851927000,14918998,14031272182000,177585837
2024/06/30 00:00:00,26,LADAKH,,,,96,73572,14973558000,485145,39250365000,79790,34133997000,638507
2026/06/30 00:00:00,30,SOUTHERN REGION,,,,42704,15868089,6003435935000,479495686,18570203543000,64382861,38851099686000,559746636
2024/12/31 00:00:00,15,ASSAM,,,,2753,1014121,140518025000,41196365,953145614000,3692045,1010221011000,45902531
2023/09/30 00:00:00,23,HARYANA,,,,4711,6659591,625052245000,46069099,2274890669000,8347522,4318461505000,61076212
2023/09/30 00:00:00,21,NORTHERN REGION,,,,25204,34910351,3255217769000,330727792,12004417213000,50164972,25433972453000,415803115
2025/12/31 00:00:00,24,HIMACHAL PRADESH,,,,1556,333981,53792762000,10900319,512103714000,3490478,1074772776000,14724778
