Quarter Date,Sequence No,Dimension 1,Dimension 2,Dimension 3,Dimension 4,Measure 1,Measure 2,Measure 3,Measure 4,Measure 5,Measure 6,Measure 7,Measure 8
2023/03/31 00:00:00,5,UTTAR PRADESH,,,,14064,16796511,999805928000,249736630,6750775500000,23579307,6559609826000,
2024/12/31 00:00:00,33,KERALA,,,,6598,1895988,419844053000,72700601,2305104022000,11704409,5619998445000,86300998
2025/03/31 00:00:00,32,KARNATAKA,,,,9640,3942472,2047748529000,108272996,4794786806000,17880994,11491962086000,130096462
2024/09/30 00:00:00,31,ANDHRA PRADESH,,,,6683,2254052,315840752000,77827829,1752547550000,7450565,2398922914000,87532446
2023/12/31 00:00:00,13,NORTH EASTERN REGION,,,,4159,6335107,274030043000,51440672,1568983229000,4796155,1342162218000,62571934
2026/06/30 00:00:00,45,ALL-INDIA,,,,150791,84031414,23027713511000,2061972093,73335727694000,276028088,160157376367000,2422031595
2023/09/30 00:00:00,19,NAGALAND,,,,185,83863,20626394000,1635772,78737008000,113420,49212422000,1833055
2023/09/30 00:00:00,12,WEST BENGAL,,,,8866,15014614,756956769000,133050074,3539376945000,21652129,6350381478000,169716817
2026/06/30 00:00:00,16,MANIPUR,,,,251,79202,21154965000,2954503,99098402000,115763,51514878000,3149468
2023/03/31 00:00:00,30,SOUTHERN REGION,,,,38754,27893705,4533923328000,455476112,14705346807000,55895631,24831135330000,
2025/09/30 00:00:00,43,GUJARAT,,,,8895,3966844,1211029763000,94489997,3960778681000,19315824,7663669374000,117772665
2025/09/30 00:00:00,26,LADAKH,,,,99,95717,18023264000,497005,41251074000,91226,43523894000,683948
2023/12/31 00:00:00,23,HARYANA,,,,4746,6999133,664934005000,46347174,2311985920000,8445955,4435079112000,61792262
2024/06/30 00:00:00,28,PUNJAB,,,,6377,4781903,270449709000,51676507,2236029619000,9972324,3676371017000,66430734
2025/03/31 00:00:00,16,MANIPUR,,,,233,86725,21211358000,2913545,101110118000,103408,40257800000,3103678
2026/06/30 00:00:00,3,MADHYA PRADESH,,,,6865,4417920,457810767000,105935666,2680550009000,11235719,4282692207000,121589305
2024/12/31 00:00:00,32,KARNATAKA,,,,9565,3928730,1791020231000,107511246,4596066544000,17545197,10871608708000,128985173
2023/06/30 00:00:00,17,MEGHALAYA,,,,285,148342,27330538000,2120194,121075913000,304274,122523294000,
2026/06/30 00:00:00,26,LADAKH,,,,100,92315,17796153000,496238,45404464000,94893,48835866000,683446
2024/12/31 00:00:00,26,LADAKH,,,,100,86277,16788690000,497195,39311687000,82939,37466743000,666411
2023/12/31 00:00:00,4,UTTARAKHAND,,,,1974,2255628,97356500000,15836606,836024537000,3719994,1165663769000,21812228
2026/06/30 00:00:00,18,MIZORAM,,,,143,26854,10784361000,664358,65255509000,66416,60107186000,757628
2023/06/30 00:00:00,14,ARUNACHAL PRADESH,,,,158,92977,30764127000,1441978,115744562000,181698,83758448000,
2025/03/31 00:00:00,30,SOUTHERN REGION,,,,41194,15839793,5383843531000,466990444,15779892680000,62671621,33739406802000,545501858
2025/06/30 00:00:00,7,ANDAMAN & NICOBAR ISLANDS,,,,77,31624,5181985000,532419,43065760000,132288,39921516000,696331
2023/03/31 00:00:00,19,NAGALAND,,,,180,86598,29290529000,1584559,80693500000,111887,44456117000,
2024/06/30 00:00:00,1,CENTRAL REGION,,,,25534,22795439,1660397185000,393574524,11365057025000,43299053,13521837864000,459669016
2024/03/31 00:00:00,29,RAJASTHAN,,,,6940,7592083,480407949000,82089805,2448133176000,10463853,3308212887000,100145741
2025/03/31 00:00:00,6,EASTERN REGION,,,,23527,12742100,1792369653000,365704791,9961766662000,43979673,14742619800000,422426564
2025/06/30 00:00:00,24,HIMACHAL PRADESH,,,,1551,321469,52845713000,10783010,494421852000,3424126,1004098917000,14528605
2024/12/31 00:00:00,42,GOA,,,,681,193928,55058787000,4420829,324413636000,1914041,798125166000,6528798
2024/09/30 00:00:00,30,SOUTHERN REGION,,,,40709,17408927,4781160101000,464327593,15455292964000,61056752,31340103271000,542793272
2025/03/31 00:00:00,12,WEST BENGAL,,,,9178,5727818,882436554000,139643304,3643953162000,22552515,7396082341000,167923637
2025/12/31 00:00:00,10,ODISHA,,,,5037,2004810,329932769000,63411467,1998388562000,8165662,3503432053000,73581939
2026/03/31 00:00:00,30,SOUTHERN REGION,,,,42386,15986348,6213921386000,474493173,18130985075000,63428478,37897321777000,553907999
2026/03/31 00:00:00,5,UTTAR PRADESH,,,,15495,7034440,1348607617000,263750920,8442769284000,26680311,10009357337000,297465671
2024/09/30 00:00:00,45,ALL-INDIA,,,,143103,117738615,19838234816000,1966798178,63891859523000,263264717,131028921132000,2347801510
2023/06/30 00:00:00,42,GOA,,,,664,260783,44593875000,4205973,296519823000,1842901,704362245000,
2024/09/30 00:00:00,26,LADAKH,,,,98,79456,15139833000,491277,40025465000,80503,35044109000,651236
2023/09/30 00:00:00,35,PUDUCHERRY,,,,229,135475,16450379000,2685858,97557625000,362790,157649436000,3184123
2024/06/30 00:00:00,32,KARNATAKA,,,,9559,4283652,1770929484000,105275020,4575518446000,17311945,10009874487000,126870617
2024/06/30 00:00:00,31,ANDHRA PRADESH,,,,6600,2249154,300370040000,77326301,1765150948000,7406047,2315652109000,86981502
2023/03/31 00:00:00,7,ANDAMAN & NICOBAR ISLANDS,,,,70,34383,6090350000,500160,38594011000,108529,26532333000,
2026/03/31 00:00:00,3,MADHYA PRADESH,,,,6785,4372727,472800100000,105241836,2631142867000,11090647,4141196668000,120705210
2023/12/31 00:00:00,19,NAGALAND,,,,189,89056,23483682000,1649954,78146728000,112200,49390837000,1851210
2023/09/30 00:00:00,10,ODISHA,,,,4644,3621622,258430580000,59281191,1714312921000,7353770,2612848160000,70256583
2025/09/30 00:00:00,33,KERALA,,,,6771,2112894,474200403000,72124717,2486144434000,12351235,6075815463000,86588846
2023/12/31 00:00:00,45,ALL-INDIA,,,,139459,159294698,17739060986000,1905698097,60947997349000,257019518,117649060278000,2322012313
2025/09/30 00:00:00,8,BIHAR,,,,6165,3681784,298765848000,121794355,3058795415000,8014371,2130163647000,133490510
2023/09/30 00:00:00,36,TAMIL NADU,,,,11933,7436221,1190543470000,142747705,4076361236000,16359109,7210026856000,166543035
2024/09/30 00:00:00,42,GOA,,,,685,214039,52914186000,4355786,318564132000,1915709,784962211000,6485534
2024/12/31 00:00:00,43,GUJARAT,,,,8669,3782647,1002937483000,93017176,3808414591000,18465064,7185094661000,115264887
2023/03/31 00:00:00,20,TRIPURA,,,,461,310122,19631331000,3337558,124360662000,447587,116560561000,
2024/09/30 00:00:00,8,BIHAR,,,,5963,7220100,280674143000,111755849,2709481249000,7802927,1884350293000,126778876
2023/09/30 00:00:00,43,GUJARAT,,,,8264,4855700,971593834000,88237922,3526662311000,18043002,6381151734000,111136624
2023/12/31 00:00:00,14,ARUNACHAL PRADESH,,,,163,101675,29596448000,1475442,117282118000,184364,88760871000,1761481
2024/03/31 00:00:00,15,ASSAM,,,,2715,5020404,179457866000,38601904,999186986000,3588200,901584953000,47210508
2023/09/30 00:00:00,6,EASTERN REGION,,,,22438,30829442,1494544701000,347797419,9124908509000,41572745,12363451544000,420199606
2025/09/30 00:00:00,6,EASTERN REGION,,,,23741,13153739,1693031915000,373194745,10363404316000,44630455,15359804789000,430978939
2023/03/31 00:00:00,1,CENTRAL REGION,,,,24541,28280493,1614363671000,392451249,10649924934000,40301826,11194034972000,
2024/06/30 00:00:00,43,GUJARAT,,,,8532,4189922,966989233000,90427083,3694383027000,18169248,6930588792000,112786253
2024/12/31 00:00:00,2,CHHATTISGARH,,,,2530,1584921,176131474000,32497563,1047853286000,3643328,1114788739000,37725812
2024/03/31 00:00:00,17,MEGHALAYA,,,,293,162686,38271287000,2194435,137575085000,312061,129277160000,2669182
2024/12/31 00:00:00,31,ANDHRA PRADESH,,,,6684,2057137,324259179000,78838648,1720148686000,7485440,2464469533000,88381225
2026/03/31 00:00:00,14,ARUNACHAL PRADESH,,,,204,78049,84687309000,1587212,141475602000,216742,119334675000,1882003
2024/09/30 00:00:00,11,SIKKIM,,,,180,48140,7375206000,1096436,47814191000,139475,87309298000,1284051
2025/12/31 00:00:00,20,TRIPURA,,,,500,109517,20900395000,3713569,131322417000,502984,172097247000,4326070
2024/03/31 00:00:00,42,GOA,,,,680,269805,48821819000,4316834,304856132000,1895799,766535609000,6482438
2024/03/31 00:00:00,38,WESTERN REGION,,,,22868,27071018,7785818817000,294663020,12690887322000,56563770,38977678646000,378297808
2024/09/30 00:00:00,9,JHARKHAND,,,,3006,2272594,220459277000,42505080,1338107343000,4919705,1807742557000,49697379
2023/12/31 00:00:00,21,NORTHERN REGION,,,,25382,36505028,3384409281000,338149927,12184410905000,50746386,26065801837000,425401341
2023/12/31 00:00:00,18,MIZORAM,,,,127,48895,6748385000,593400,52183316000,55710,38857998000,698005
2026/03/31 00:00:00,45,ALL-INDIA,,,,149534,83250857,24972549196000,2075300811,72591480455000,271856697,155753563304000,2430408365
2023/09/30 00:00:00,41,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,,,106,86083,13027772000,1500498,63765431000,204335,73341826000,1790916
2023/09/30 00:00:00,25,JAMMU & KASHMIR,,,,1575,2847218,132951502000,16989382,652165537000,3172820,810918593000,23009420
2024/03/31 00:00:00,6,EASTERN REGION,,,,22731,35331009,1731930315000,341691005,9563361368000,42379029,13082404116000,419401043
2025/12/31 00:00:00,8,BIHAR,,,,6231,3716020,330998552000,123034718,2999860565000,7985055,2188852833000,134735793
2023/03/31 00:00:00,11,SIKKIM,,,,168,79943,9236241000,1012451,48032585000,140506,78270759000,
2025/12/31 00:00:00,43,GUJARAT,,,,8982,4008296,1171347556000,95165919,4114366571000,19370084,7810466674000,118544299
2025/12/31 00:00:00,2,CHHATTISGARH,,,,2600,1645204,184961374000,33500702,1080466255000,3733838,1368662494000,38879744
2025/06/30 00:00:00,10,ODISHA,,,,4965,1920605,305117673000,62167426,1931151483000,8136395,3337017514000,72224426
2025/06/30 00:00:00,5,UTTAR PRADESH,,,,15186,7446081,1070796166000,259704726,7615021336000,26583214,9184172383000,293734021
2024/09/30 00:00:00,25,JAMMU & KASHMIR,,,,1628,2658604,143687653000,16544703,679542778000,3357301,938468344000,22560608
2024/09/30 00:00:00,23,HARYANA,,,,4905,4244701,708536737000,99536560,2440617296000,8798464,5008665208000,112579725
2025/06/30 00:00:00,9,JHARKHAND,,,,3086,1499880,235864808000,44792502,1389153266000,5199792,1950967246000,51492174
2025/06/30 00:00:00,30,SOUTHERN REGION,,,,41761,16671652,5244383794000,468776514,16073032629000,63363966,34387583638000,548812132
2025/06/30 00:00:00,29,RAJASTHAN,,,,7243,2922703,437899748000,86200881,2622724402000,11244695,3936925655000,100368279
2024/09/30 00:00:00,16,MANIPUR,,,,229,291395,18084292000,2666239,89027138000,102028,38218171000,3059662
2024/03/31 00:00:00,4,UTTARAKHAND,,,,1989,2300319,110953046000,15939699,848908844000,3774863,1189849372000,22014881
2023/09/30 00:00:00,26,LADAKH,,,,92,75276,15988009000,478814,37044219000,72625,29505977000,626715
2024/06/30 00:00:00,27,NCT OF DELHI,,,,3921,4364004,1749593011000,134915466,3908268308000,14452089,13082862657000,153731559
2025/03/31 00:00:00,41,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,,,113,56777,15011553000,1588527,72260049000,215000,82378315000,1860304
2024/12/31 00:00:00,27,NCT OF DELHI,,,,3934,3249251,1783462480000,154008375,4023824005000,14564600,13539220955000,171822226
2024/06/30 00:00:00,2,CHHATTISGARH,,,,2488,2476749,175419942000,30910922,1029271496000,3563722,1063244500000,36951393
2023/12/31 00:00:00,7,ANDAMAN & NICOBAR ISLANDS,,,,73,38397,4698098000,513279,38923767000,117749,31329378000,669425
2026/03/31 00:00:00,1,CENTRAL REGION,,,,27011,13498330,2165670271000,419570538,13189240507000,45558321,17105021420000,478627189
2024/09/30 00:00:00,7,ANDAMAN & NICOBAR ISLANDS,,,,75,32875,4602754000,519085,40621095000,122890,35180328000,674850
2025/09/30 00:00:00,29,RAJASTHAN,,,,7285,2975633,454260339000,87086505,2703155788000,11335995,4036359557000,101398133
2024/12/31 00:00:00,11,SIKKIM,,,,181,39608,11532109000,1131813,50128091000,140334,93078364000,1311755
2025/12/31 00:00:00,13,NORTH EASTERN REGION,,,,4402,1572373,332103324000,55682797,1617842258000,5274507,1717096134000,62529677
2026/03/31 00:00:00,41,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,,,116,54066,16791680000,1570842,74029485000,222750,90456702000,1847658
2024/03/31 00:00:00,9,JHARKHAND,,,,2944,3265228,227911656000,41636965,1311890200000,4830018,1722653706000,49732211
2023/03/31 00:00:00,43,GUJARAT,,,,8102,4819721,965905582000,86160927,3427548516000,17048237,5677150169000,
2026/03/31 00:00:00,43,GUJARAT,,,,9058,3675852,1394944838000,94019444,4233822141000,19132212,8033675800000,116827508
2024/06/30 00:00:00,23,HARYANA,,,,4871,4078054,731668347000,97539170,2458838560000,8659855,4845807001000,110277079
2025/06/30 00:00:00,16,MANIPUR,,,,235,87816,20515271000,2932556,96704956000,108212,43367633000,3128584
2024/09/30 00:00:00,33,KERALA,,,,6583,2355289,447871320000,72394890,2296713294000,11525455,5453878653000,86275634
2023/12/31 00:00:00,9,JHARKHAND,,,,2914,3214857,197104543000,41151437,1263793169000,4783557,1658660344000,49149851
2026/03/31 00:00:00,4,UTTARAKHAND,,,,2099,532859,126853061000,17144264,972901915000,4099874,1493362471000,21776997
2024/03/31 00:00:00,10,ODISHA,,,,4710,4130338,303328010000,58574063,1830927994000,7677252,2837938555000,70381653
2024/03/31 00:00:00,12,WEST BENGAL,,,,8967,17568635,867929111000,129982195,3626393733000,21920394,6630942386000,169471224
2025/03/31 00:00:00,8,BIHAR,,,,6108,3595539,305167673000,118196547,2875870092000,7946645,2028172702000,129738731
2024/12/31 00:00:00,34,LAKSHADWEEP,,,,17,4354,2712718000,89270,10368819000,4533,2806964000,98157
2023/06/30 00:00:00,45,ALL-INDIA,,,,137094,141172406,17583589888000,1853412041,59711303861000,246140334,108032720823000,
2023/06/30 00:00:00,36,TAMIL NADU,,,,11793,7191611,1226185356000,141629018,4107382402000,15985529,6833603993000,
2025/09/30 00:00:00,11,SIKKIM,,,,189,42410,8936854000,1153039,49852331000,151383,103897776000,1346832
2023/06/30 00:00:00,21,NORTHERN REGION,,,,24947,33616863,3230110574000,322846462,11981482337000,48837363,24124758105000,
2024/12/31 00:00:00,20,TRIPURA,,,,492,103440,18624270000,3599354,131685988000,474096,147458964000,4176890
2023/03/31 00:00:00,42,GOA,,,,668,294138,48769716000,4190976,288902937000,1835656,682704886000,
2024/12/31 00:00:00,21,NORTHERN REGION,,,,26102,13655932,3514206095000,431004452,12947300680000,52457801,28908210662000,497118185
2023/06/30 00:00:00,2,CHHATTISGARH,,,,2395,2601876,163758251000,30251079,936188676000,3323427,929352504000,
2023/06/30 00:00:00,5,UTTAR PRADESH,,,,14155,18559835,947932881000,250111067,6549981460000,23890106,6863420163000,
2024/12/31 00:00:00,10,ODISHA,,,,4845,1853314,312152642000,61439056,1820818245000,7861312,3134130254000,71153682
2026/03/31 00:00:00,42,GOA,,,,707,198147,67242516000,4405468,351934973000,1949958,869437728000,6553573
2024/09/30 00:00:00,35,PUDUCHERRY,,,,241,112755,20339061000,2734442,101082400000,375157,183780611000,3222354
2023/06/30 00:00:00,6,EASTERN REGION,,,,22251,28059392,1453919819000,344488135,8986263119000,40377911,11864624994000,
2023/03/31 00:00:00,12,WEST BENGAL,,,,8785,12138263,840819405000,132526615,3518394119000,20995591,5910430739000,
2024/03/31 00:00:00,18,MIZORAM,,,,128,51117,7859749000,600795,55833281000,57356,40605616000,709268
2023/09/30 00:00:00,24,HIMACHAL PRADESH,,,,1479,1607386,47709159000,10496643,492220915000,3212672,834204910000,15316701
2023/03/31 00:00:00,41,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,,,103,78832,16772523000,1460260,63202697000,196747,61906501000,
2023/03/31 00:00:00,38,WESTERN REGION,,,,22088,25290494,6939095498000,285736024,11753870768000,53423294,31562872573000,
2023/12/31 00:00:00,17,MEGHALAYA,,,,289,158979,28049190000,2171759,127790087000,309790,128214070000,2640528
2025/12/31 00:00:00,29,RAJASTHAN,,,,7343,2997148,460919396000,88242520,2758568342000,11387248,4134519870000,102626916
2024/03/31 00:00:00,27,NCT OF DELHI,,,,3894,7323838,2181746232000,130883019,3888772071000,14608453,12485576194000,152815310
2026/06/30 00:00:00,29,RAJASTHAN,,,,7478,2837698,500978102000,88637648,2858151928000,11533373,4365003597000,103008719
2025/12/31 00:00:00,45,ALL-INDIA,,,,148215,88632544,21400815193000,2074561679,69406480188000,275614248,148990379165000,2438808471
2024/03/31 00:00:00,13,NORTH EASTERN REGION,,,,4208,6444002,359842567000,50542006,1628405859000,4815257,1384795657000,61801265
2024/06/30 00:00:00,37,TELANGANA,,,,5146,2695183,771721013000,61353594,2450699116000,7031401,4471849914000,71080178
2023/06/30 00:00:00,34,LAKSHADWEEP,,,,13,4133,1994124000,86347,10566314000,2816,1544892000,
2026/03/31 00:00:00,9,JHARKHAND,,,,3159,1460807,274977697000,45599566,1518395620000,5171826,2105151126000,52232199
2025/06/30 00:00:00,31,ANDHRA PRADESH,,,,6792,2563737,390591503000,78696994,1808619564000,7337464,2653569539000,88598195
2023/12/31 00:00:00,24,HIMACHAL PRADESH,,,,1489,1679680,47546881000,10495206,487888163000,3221090,851837483000,15395976
2024/06/30 00:00:00,21,NORTHERN REGION,,,,25846,21791841,3466638901000,396017035,12633648955000,51607442,27558817875000,469416318
2026/06/30 00:00:00,24,HIMACHAL PRADESH,,,,1567,300455,54282139000,10913800,521759492000,3535045,1121811518000,14749300
2026/03/31 00:00:00,2,CHHATTISGARH,,,,2632,1558304,217409493000,33433518,1142426441000,3687489,1461104944000,38679311
2023/03/31 00:00:00,17,MEGHALAYA,,,,280,135521,30769691000,2118142,130286156000,299131,115864446000,
2023/06/30 00:00:00,20,TRIPURA,,,,466,402773,17129145000,3284574,117023795000,445833,120813968000,
2024/09/30 00:00:00,12,WEST BENGAL,,,,9066,11412129,814702752000,131666056,3681578810000,22369416,6957894922000,165447601
2025/09/30 00:00:00,42,GOA,,,,707,206547,59227266000,4454585,340914064000,1954921,843230254000,6616053
2025/09/30 00:00:00,24,HIMACHAL PRADESH,,,,1549,329038,53908871000,10884633,514740852000,3475100,1033740695000,14688771
2023/03/31 00:00:00,44,MAHARASHTRA,,,,13215,20097803,5907647677000,193923861,7974216618000,34342654,25141111017000,
2024/03/31 00:00:00,35,PUDUCHERRY,,,,238,140888,18522639000,2730737,101962482000,374279,170762273000,3245904
2026/03/31 00:00:00,28,PUNJAB,,,,6592,1877984,305505677000,55572286,2458548489000,10585270,4469131471000,68035540
2025/09/30 00:00:00,45,ALL-INDIA,,,,146930,87399962,21708676814000,2062078772,68187168805000,275345796,145835644331000,2424824530
2023/03/31 00:00:00,31,ANDHRA PRADESH,,,,6329,3082533,281115022000,76290570,1652291370000,7029615,1878415915000,
2023/12/31 00:00:00,38,WESTERN REGION,,,,22635,26531502,6540753675000,295112976,12092603019000,58033744,36436479266000,379678222
2025/03/31 00:00:00,4,UTTARAKHAND,,,,2050,553009,114903734000,16817257,903456178000,3972685,1356691977000,21342951
2023/06/30 00:00:00,28,PUNJAB,,,,6198,8672213,260291061000,50274285,2141384085000,9446784,3227023278000,
2023/03/31 00:00:00,35,PUDUCHERRY,,,,226,205928,16200654000,2667135,95057883000,347407,144471518000,
2025/06/30 00:00:00,43,GUJARAT,,,,8818,3928517,1077251423000,93671057,3871056660000,19205089,7617504501000,116804663
2025/06/30 00:00:00,11,SIKKIM,,,,187,41590,8769487000,1139069,49492034000,148911,102207919000,1329570
2025/12/31 00:00:00,27,NCT OF DELHI,,,,4040,3417052,1840093200000,173921590,4381134022000,15836936,14773690260000,193175578
2023/12/31 00:00:00,6,EASTERN REGION,,,,22542,34695975,1492602961000,349605089,9200694688000,41904374,12663706288000,426205438
2023/09/30 00:00:00,33,KERALA,,,,6390,2736175,387269721000,70796369,2173662465000,10464633,4746127005000,83997177
2023/06/30 00:00:00,29,RAJASTHAN,,,,6725,6656682,415462010000,82843683,2316450220000,9932651,2923770656000,
2024/06/30 00:00:00,5,UTTAR PRADESH,,,,14638,13631638,1028158005000,247758653,7155650324000,25284135,7997441466000,286674426
2025/09/30 00:00:00,20,TRIPURA,,,,498,107440,24596014000,3722640,136555256000,503286,165731716000,4333366
2024/09/30 00:00:00,17,MEGHALAYA,,,,297,120712,31523632000,2241801,136146535000,320578,138749931000,2683091
2025/06/30 00:00:00,44,MAHARASHTRA,,,,14169,21942046,7938928276000,209205145,9041181314000,38385889,36637254642000,269533080
2023/06/30 00:00:00,41,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,,,105,82060,14593067000,1487256,62539568000,201851,70370032000,
2024/03/31 00:00:00,2,CHHATTISGARH,,,,2467,3317293,195260173000,30807193,1032382881000,3509238,1049431228000,37633724
2025/06/30 00:00:00,8,BIHAR,,,,6153,3667442,289169190000,119748190,2873207820000,8028506,2029572770000,131444138
2023/12/31 00:00:00,1,CENTRAL REGION,,,,25081,33921092,1656614213000,405387725,11002308716000,42458763,12713840536000,481767580
2023/12/31 00:00:00,30,SOUTHERN REGION,,,,39660,21305994,4390650813000,466001708,14898996792000,59080096,28427070133000,546387798
2025/06/30 00:00:00,23,HARYANA,,,,5039,2179996,755646290000,92279661,2572555066000,9261397,5595536322000,103721054
2024/12/31 00:00:00,4,UTTARAKHAND,,,,2022,551803,107528247000,16731362,892306166000,3906437,1297675121000,21189602
2025/03/31 00:00:00,20,TRIPURA,,,,492,104283,28634907000,3643937,137906174000,486055,154195430000,4234275
2024/06/30 00:00:00,19,NAGALAND,,,,206,77066,26032203000,1668191,79897610000,114950,51749330000,1860207
2023/09/30 00:00:00,38,WESTERN REGION,,,,22478,25629535,6678545219000,292377484,12079941822000,57511815,35684160135000,375518834
2025/06/30 00:00:00,45,ALL-INDIA,,,,146731,85644218,21646687508000,2042893975,66320598190000,272779831,142415889136000,2401318024
2026/03/31 00:00:00,12,WEST BENGAL,,,,9341,5397410,955646082000,142486455,3881878712000,22181407,8029262113000,170065272
2023/03/31 00:00:00,9,JHARKHAND,,,,2843,2519840,185578664000,40351931,1229901099000,4603394,1529587432000,
2025/03/31 00:00:00,17,MEGHALAYA,,,,301,92399,46336582000,2320306,143007761000,304153,148339266000,2716858
2025/03/31 00:00:00,33,KERALA,,,,6732,1930850,484024105000,72345465,2343849501000,12004001,5852401900000,86280316
2024/03/31 00:00:00,26,LADAKH,,,,96,80099,16536915000,480641,37887739000,78301,33710066000,639041
2025/09/30 00:00:00,38,WESTERN REGION,,,,23935,26870617,8314617926000,305796172,13640768770000,60228572,45694993535000,392895361
2023/09/30 00:00:00,17,MEGHALAYA,,,,287,150507,27471989000,2147280,126561642000,309378,126118647000,2607165
2023/12/31 00:00:00,34,LAKSHADWEEP,,,,22,4226,2107717000,87131,10463623000,4268,1647255000,95625
2023/03/31 00:00:00,4,UTTARAKHAND,,,,1913,1714112,101581983000,15701536,796651318000,3548124,1034581029000,
2023/12/31 00:00:00,12,WEST BENGAL,,,,8914,17358608,757507474000,132673302,3525289901000,21711146,6496356350000,171743056
2024/03/31 00:00:00,33,KERALA,,,,6483,2955667,397373474000,71854626,2233883395000,11091858,5160679409000,85902151
2023/06/30 00:00:00,27,NCT OF DELHI,,,,3807,7035491,1674228870000,111289644,3729353005000,13860379,11702493566000,
2023/09/30 00:00:00,9,JHARKHAND,,,,2899,2904176,200117032000,40781015,1244002050000,4734549,1638285298000,48419740
2023/06/30 00:00:00,38,WESTERN REGION,,,,22270,25093107,6772464999000,289059055,11821385013000,54909382,33179069878000,
2025/12/31 00:00:00,28,PUNJAB,,,,6562,2303244,290594182000,56015215,2485371796000,10730575,4347199653000,69049034
2025/09/30 00:00:00,10,ODISHA,,,,4971,1976037,339734636000,62629331,1993144880000,8201720,3424533623000,72807088
2026/03/31 00:00:00,23,HARYANA,,,,5199,2174237,946229844000,101068728,2732265405000,9267908,6098835492000,112510873
2025/12/31 00:00:00,3,MADHYA PRADESH,,,,6710,4618926,452956535000,105408537,2508034154000,11239476,3919270753000,121266939
2024/06/30 00:00:00,35,PUDUCHERRY,,,,237,108888,16037719000,2713730,102090479000,373555,172011545000,3196173
2024/09/30 00:00:00,14,ARUNACHAL PRADESH,,,,184,87395,29999108000,1529352,119040631000,196557,91376670000,1813304
2023/12/31 00:00:00,8,BIHAR,,,,5800,9969220,257726148000,114354384,2567800608000,7608194,1711332247000,131931798
2023/09/30 00:00:00,30,SOUTHERN REGION,,,,39389,20944293,4294863598000,456202111,14795083197000,57753205,27314169128000,534899609
2026/06/30 00:00:00,44,MAHARASHTRA,,,,14728,23816175,7351618593000,200311325,10221650657000,38856814,41246756242000,262984314
2025/03/31 00:00:00,25,JAMMU & KASHMIR,,,,1660,2853024,169351802000,16602403,677209213000,3418587,995630315000,22874014
2024/09/30 00:00:00,4,UTTARAKHAND,,,,2014,1257083,109857006000,15806529,884609413000,3889911,1261314247000,20953523
2026/03/31 00:00:00,37,TELANGANA,,,,5560,2398248,1094278907000,65933552,2863586166000,7477483,5478518909000,75809283
2023/12/31 00:00:00,27,NCT OF DELHI,,,,3870,7343201,1723613941000,123509351,3767359135000,14441474,12579995304000,145294026
2025/12/31 00:00:00,26,LADAKH,,,,100,93859,16064072000,496470,42504312000,92289,45495559000,682618
2026/03/31 00:00:00,26,LADAKH,,,,100,92054,19388954000,495964,42879729000,94061,46600736000,682079
2025/12/31 00:00:00,36,TAMIL NADU,,,,12743,5779768,1523659004000,142765251,4571081886000,17982218,9413245508000,166527237
2026/06/30 00:00:00,12,WEST BENGAL,,,,9398,5475992,861876030000,143944596,3908352435000,22341334,8166925648000,171761922
2025/09/30 00:00:00,37,TELANGANA,,,,5423,2614171,1028403554000,64423151,2614265837000,7487527,5242447780000,74524849
2026/06/30 00:00:00,31,ANDHRA PRADESH,,,,6929,2261476,415666352000,80972079,2131594506000,7564893,3024306521000,90798448
2025/03/31 00:00:00,21,NORTHERN REGION,,,,26378,13845082,4497535475000,433809774,13017999088000,53323077,30004901881000,500977933
2024/06/30 00:00:00,13,NORTH EASTERN REGION,,,,4262,3935413,278889397000,50214197,1599367182000,4854182,1422704182000,59003792
2023/06/30 00:00:00,33,KERALA,,,,6291,2682206,344845666000,69817059,2182913157000,10183208,4559008173000,
2025/09/30 00:00:00,34,LAKSHADWEEP,,,,17,4680,2846496000,92531,10756797000,4913,1964667000,102124
2026/06/30 00:00:00,4,UTTARAKHAND,,,,2108,541613,146119559000,17267371,993602703000,4172543,1528380003000,21981527
2023/12/31 00:00:00,25,JAMMU & KASHMIR,,,,1585,2956250,139347526000,16957661,653341393000,3195188,838444270000,23109099
2023/06/30 00:00:00,22,CHANDIGARH,,,,448,444604,65550508000,5040392,341274550000,1209658,608177745000,
2025/12/31 00:00:00,1,CENTRAL REGION,,,,26763,14434742,1955963551000,419306272,12517973288000,45959260,16390567026000,479700274
2025/12/31 00:00:00,33,KERALA,,,,6832,2158979,503209038000,70858211,2551922897000,12509650,6234669049000,85526840
2023/03/31 00:00:00,2,CHHATTISGARH,,,,2366,2544173,159246181000,30576724,944047265000,3259507,917425448000,
2026/06/30 00:00:00,25,JAMMU & KASHMIR,,,,1696,3027406,172387470000,15968744,731909646000,3640484,1154358967000,22636634
2026/03/31 00:00:00,29,RAJASTHAN,,,,7413,2799822,533117369000,87999576,2810568705000,11303629,4233254426000,102103027
2024/12/31 00:00:00,14,ARUNACHAL PRADESH,,,,191,79727,32400621000,1558826,118825762000,196026,92921345000,1834579
