Return Sk,Currency Sk,Stored Unit Sk,Quarter Date,Sequence No,Dimension 1,Dimension 2,Dimension 3,Dimension 4,Measure 1,Measure 2,Measure 3,Measure 4,Measure 5,Measure 6,Measure 7,Measure 8,Measure 9,Measure 10,Measure 11,Measure 12,Measure 13,Measure 14,Measure 15,St Flag,Created By,Created Date,Src Name,Report As On Date Sk
258,55,1,2022/03/31 00:00:00,43,GUJARAT,,,,8599,4129596,891977932000,87120982,3278368741000,17271485,5114329911000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2024/03/31 00:00:00,35,PUDUCHERRY,,,,285,142003,18631376000,3019187,104500882000,406167,179127813000,3567357,302260071000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2023/03/31 00:00:00,35,PUDUCHERRY,,,,272,206982,16277775000,2938894,97345176000,372170,151062388000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2025/03/31 00:00:00,7,ANDAMAN & NICOBAR ISLANDS,,,,76,30600,5564900000,528547,40960092000,127339,38965540000,686486,85490532000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2023/03/31 00:00:00,10,ODISHA,,,,5548,3168982,262134067000,68290451,1814083017000,8118601,2556964215000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2025/03/31 00:00:00,13,NORTH EASTERN REGION,,,,5238,1585161,410673704000,69024786,1859792551000,5611153,1731124531000,76221100,4001590786000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2020/03/31 00:00:00,33,KERALA,,,,6801,2523021,232493069000,63825873,1648334841000,10022816,3569410123000,76371710,5450238033000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2022/03/31 00:00:00,38,WESTERN REGION,,,,22954,21789213,6244192699000,276484509,11415172220000,51081971,27606284463000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2021/03/31 00:00:00,13,NORTH EASTERN REGION,,,,4735,2664603,281279331000,56975088,1396679904000,5177658,1158662411000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2022/03/31 00:00:00,24,HIMACHAL PRADESH,,,,1674,1201901,43883037000,10883052,474833118000,3234470,718001754000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2025/03/31 00:00:00,37,TELANGANA,,,,6269,2496628,941298162000,72298328,2613046363000,7895287,5121363866000,82690243,8675708391000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2019/03/31 00:00:00,35,PUDUCHERRY,,,,253,95217,8758770000,2384930,62761436000,350604,106658407000,2830751,178178613000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2024/03/31 00:00:00,15,ASSAM,,,,3190,5060511,183295201000,48765143,1086440507000,3915745,935007271000,57741399,2204742979000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2020/03/31 00:00:00,28,PUNJAB,,,,6735,4712484,172626690000,48143354,1515081413000,9223769,2422162028000,62079607,4109870131000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2021/03/31 00:00:00,34,LAKSHADWEEP,,,,21,3856,454501000,80189,10035976000,3502,1896139000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2019/03/31 00:00:00,30,SOUTHERN REGION,,,,40693,17884676,2648777734000,425192574,9771447511000,59271058,17647872345000,502348308,30068097590000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2019/03/31 00:00:00,29,RAJASTHAN,,,,7391,3576296,265163802000,78614327,1591648973000,9245630,1933266283000,91436253,3790079058000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2021/03/31 00:00:00,25,JAMMU & KASHMIR,,,,1800,2013567,137678038000,16863214,616637623000,3207481,674652563000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2024/03/31 00:00:00,37,TELANGANA,,,,6047,3276405,849796767000,69987191,2503128835000,7545086,4527981923000,80808682,7880907525000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2026/03/31 00:00:00,9,JHARKHAND,,,,3631,1496692,276913286000,53013677,1604343567000,5472671,2144329154000,59983040,4025586007000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2020/03/31 00:00:00,44,MAHARASHTRA,,,,13578,11706603,4106098047000,170244720,5753238057000,29233528,18218174140000,211184851,28077510244000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2023/03/31 00:00:00,6,EASTERN REGION,,,,26677,27076975,1584095119000,406623315,9758134268000,43657973,11886105808000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2025/03/31 00:00:00,1,CENTRAL REGION,,,,32915,14561560,1925014286000,508635712,13460333975000,48677343,15589966262000,571874615,30975314523000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2025/03/31 00:00:00,11,SIKKIM,,,,185,40505,11449063000,1132828,50013810000,144351,101440108000,1317684,162902981000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2019/03/31 00:00:00,11,SIKKIM,,,,143,27868,7582859000,885346,34240149000,117555,54498528000,1030769,96321536000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2020/03/31 00:00:00,3,MADHYA PRADESH,,,,7234,4208898,262781835000,94642428,1576414809000,11732115,2128592704000,110583441,3967789348000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2024/03/31 00:00:00,26,LADAKH,,,,100,80685,16615579000,485918,38034720000,78629,33827395000,645232,88477694000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2026/03/31 00:00:00,25,JAMMU & KASHMIR,,,,2017,3078307,183871067000,18037609,765218150000,3796226,1166844217000,24912142,2115933434000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2020/03/31 00:00:00,1,CENTRAL REGION,,,,30292,17792027,1155866236000,390670105,8469245556000,44523616,8892612325000,452985748,18517724117000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2026/03/31 00:00:00,19,NAGALAND,,,,245,66089,48381129000,1806496,82258529000,128714,65789482000,2001299,196429140000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2025/03/31 00:00:00,6,EASTERN REGION,,,,28084,13631688,1813569942000,431329974,10735955025000,47175719,15151847869000,492137381,27701372836000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2025/03/31 00:00:00,15,ASSAM,,,,3236,1071680,176089664000,51516086,1070819834000,4134967,1093790524000,56722733,2340700022000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2026/03/31 00:00:00,11,SIKKIM,,,,187,34753,11283535000,1122242,48115986000,145531,117700192000,1302526,177099713000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2025/03/31 00:00:00,38,WESTERN REGION,,,,25148,26012157,8741757883000,324440051,13523186497000,59528939,44181709546000,409981147,66446653926000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2022/03/31 00:00:00,8,BIHAR,,,,7640,7797821,265270208000,135401692,2675928181000,10726981,1482970881000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2021/03/31 00:00:00,4,UTTARAKHAND,,,,2220,916183,89081570000,15586369,667108349000,3577625,897137312000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2019/03/31 00:00:00,17,MEGHALAYA,,,,346,92440,37300926000,2455044,97597000000,293333,105736057000,2840817,240633983000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2020/03/31 00:00:00,34,LAKSHADWEEP,,,,13,4480,451601000,94093,8624284000,3769,2070324000,102342,11146209000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2021/03/31 00:00:00,44,MAHARASHTRA,,,,13648,14587412,4746503959000,174112206,7316074558000,31373952,19568498624000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2019/03/31 00:00:00,3,MADHYA PRADESH,,,,6747,3928979,256712332000,89354890,1498996903000,12248321,1933802233000,105532190,3689511468000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2020/03/31 00:00:00,17,MEGHALAYA,,,,364,91948,31538375000,2601672,111758516000,301445,94262882000,2995065,237559773000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2022/03/31 00:00:00,30,SOUTHERN REGION,,,,43025,19976862,4191047639000,472984155,14738918754000,58670068,23278693301000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2020/03/31 00:00:00,4,UTTARAKHAND,,,,2194,1132054,74209012000,15610098,587866731000,3510555,833417468000,20252707,1495493211000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2020/03/31 00:00:00,36,TAMIL NADU,,,,11829,5792686,844733071000,126871147,2875152872000,17360414,5270489367000,150024247,8990375310000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2026/03/31 00:00:00,29,RAJASTHAN,,,,9049,2948099,542815908000,108758222,3084400500000,12503329,4501659336000,124209650,8128875744000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2021/03/31 00:00:00,29,RAJASTHAN,,,,7871,3714332,336050409000,85501869,1998437768000,10209265,2409890790000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2024/03/31 00:00:00,43,GUJARAT,,,,9191,4990394,1168413423000,96926338,3817760963000,18789987,6967475721000,120706719,11953650107000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2024/03/31 00:00:00,13,NORTH EASTERN REGION,,,,5112,6518953,371340443000,65224680,1829373950000,5325043,1496062208000,77068676,3696776601000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2020/03/31 00:00:00,25,JAMMU & KASHMIR,,,,1767,1939713,126630759000,16547153,531999944000,3131143,621624335000,21618009,1280255038000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2021/03/31 00:00:00,23,HARYANA,,,,5225,3171211,485388007000,43958508,1984564210000,7661715,2915695360000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2020/03/31 00:00:00,20,TRIPURA,,,,565,83138,18331002000,4894259,117314476000,586245,129220872000,5563642,264866350000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2021/03/31 00:00:00,16,MANIPUR,,,,210,191207,26477657000,2791140,69758570000,87152,26990292000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2023/03/31 00:00:00,7,ANDAMAN & NICOBAR ISLANDS,,,,70,34383,6090350000,500160,38594011000,108529,26532333000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2020/03/31 00:00:00,18,MIZORAM,,,,203,22104,13010195000,1408248,58933349000,60492,41378440000,1490844,113321984000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2024/03/31 00:00:00,6,EASTERN REGION,,,,27288,36101690,1751828294000,405918618,10278869625000,45650148,13464045618000,487670456,25494743537000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2024/03/31 00:00:00,38,WESTERN REGION,,,,24389,27288446,7800218446000,311601863,12915824861000,57652278,39192833321000,396542587,59908876628000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2023/03/31 00:00:00,8,BIHAR,,,,7832,9010212,271424776000,141164810,2873860977000,8456044,1639005410000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2023/03/31 00:00:00,19,NAGALAND,,,,192,86991,29386182000,1632154,81435272000,113656,44973003000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2026/03/31 00:00:00,17,MEGHALAYA,,,,391,95070,47456353000,3462523,170761320000,347395,170353283000,3904988,388570956000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2026/03/31 00:00:00,22,CHANDIGARH,,,,463,163151,73713585000,3190944,361481916000,1284374,893710747000,4638469,1328906248000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2025/03/31 00:00:00,45,ALL-INDIA,,,,167806,87137998,22809124696000,2321439591,69571065228000,284716551,142138193879000,2693294140,234518383803000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2024/03/31 00:00:00,21,NORTHERN REGION,,,,29018,38604619,4017773237000,423021327,12876820441000,53643245,26926447034000,515269191,43821040712000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2026/03/31 00:00:00,44,MAHARASHTRA,,,,15341,22803186,8206951714000,206398489,10192293970000,38778120,40484914888000,267979795,58884160572000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2025/03/31 00:00:00,32,KARNATAKA,,,,11395,4107844,2056658380000,127398402,5037682981000,19616124,11792735889000,151122370,18887077250000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2022/03/31 00:00:00,41,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,,,102,68272,13018467000,1375544,59509156000,187640,59572943000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2024/03/31 00:00:00,27,NCT OF DELHI,,,,3894,7323838,2181746232000,130883019,3888772071000,14608453,12485576194000,152815310,18556094497000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2021/03/31 00:00:00,28,PUNJAB,,,,6700,4072391,203530687000,47560850,1734473829000,9334843,2652270424000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2021/03/31 00:00:00,20,TRIPURA,,,,579,231210,17946280000,4981253,132245738000,583025,133808268000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2024/03/31 00:00:00,32,KARNATAKA,,,,11236,5153152,1841474733000,123924416,4862837098000,19025868,10119798037000,148103436,16824109868000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2019/03/31 00:00:00,1,CENTRAL REGION,,,,28969,16963227,1146292027000,373334808,7826073670000,44603211,7929172686000,434901246,16901538383000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2019/03/31 00:00:00,27,NCT OF DELHI,,,,3716,4033164,1268693138000,34555974,2480430410000,12261176,8351960020000,50850314,12101083568000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2020/03/31 00:00:00,29,RAJASTHAN,,,,7775,3652689,270243439000,82938599,1726335402000,9883100,2204918036000,96474388,4201496877000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2023/03/31 00:00:00,20,TRIPURA,,,,613,356072,22380205000,6131210,165594185000,613048,152678730000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2024/03/31 00:00:00,1,CENTRAL REGION,,,,31958,35244142,1874660290000,491604890,12614112837000,46755518,13815336125000,573604550,28304109252000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2024/03/31 00:00:00,45,ALL-INDIA,,,,163216,166451129,20607889559000,2211709747,66481510224000,274212576,125444180898000,2652373452,212533580681000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2020/03/31 00:00:00,26,LADAKH,,,,68,40226,6237918000,438763,24299054000,61552,19011403000,540541,49548375000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2025/03/31 00:00:00,42,GOA,,,,690,195278,63090898000,4418920,324000285000,1926565,819532428000,6540763,1206623611000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2020/03/31 00:00:00,39,DADRA & NAGAR HAVELI,,,,,,,,,,,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2024/03/31 00:00:00,36,TAMIL NADU,,,,12832,7476928,1349383729000,148631234,4223758291000,17439940,7872391008000,173548102,13445533028000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2021/03/31 00:00:00,31,ANDHRA PRADESH,,,,7431,2322352,243701216000,84917438,1483752667000,8678056,1870246579000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2022/03/31 00:00:00,34,LAKSHADWEEP,,,,21,4328,678759000,82784,9893319000,4454,1732113000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2020/03/31 00:00:00,13,NORTH EASTERN REGION,,,,4632,1536696,275062018000,53749429,1291901169000,5098552,1089589081000,60384677,2656552268000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2022/03/31 00:00:00,26,LADAKH,,,,81,57339,12027671000,459614,36948894000,68636,25571740000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2025/03/31 00:00:00,14,ARUNACHAL PRADESH,,,,229,88470,79545825000,1982127,149009859000,220606,102579671000,2291203,331135355000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2021/03/31 00:00:00,1,CENTRAL REGION,,,,30437,17538405,1323104169000,396867738,9683669344000,44646327,9691220247000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2019/03/31 00:00:00,15,ASSAM,,,,2404,1102739,126017079000,36144090,723617276000,3758522,621276894000,41005351,1470911249000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2026/03/31 00:00:00,16,MANIPUR,,,,276,82010,26301144000,3375466,108317764000,117703,51021519000,3575179,185640427000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2026/03/31 00:00:00,14,ARUNACHAL PRADESH,,,,243,85761,87235053000,2014006,150430374000,232623,123706119000,2332390,361371546000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2022/03/31 00:00:00,36,TAMIL NADU,,,,12094,6618477,1129479611000,135371928,3928831098000,16095086,6115807340000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2021/03/31 00:00:00,17,MEGHALAYA,,,,367,103729,33879534000,2756221,119342274000,315702,104992683000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2025/03/31 00:00:00,16,MANIPUR,,,,261,90323,22095107000,3345246,104593688000,111453,41368461000,3547022,168057256000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2026/03/31 00:00:00,43,GUJARAT,,,,9819,3745070,1399302551000,101870567,4359741636000,19821007,8178667299000,125436644,13937711486000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2026/03/31 00:00:00,12,WEST BENGAL,,,,10322,5731988,965683006000,161967111,4091865716000,23097462,8163853292000,190796561,13221402014000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2019/03/31 00:00:00,34,LAKSHADWEEP,,,,13,4513,602822000,92234,8252454000,3859,2100522000,100606,10955798000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2026/03/31 00:00:00,35,PUDUCHERRY,,,,288,98353,22907760000,2986824,118504361000,446550,223457646000,3531727,364869767000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2023/03/31 00:00:00,38,WESTERN REGION,,,,23605,25461075,6949751421000,302197428,11949280612000,54659200,31766833204000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2020/03/31 00:00:00,16,MANIPUR,,,,203,75190,20803584000,2740398,57874957000,80592,25009783000,2896180,103688324000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2023/03/31 00:00:00,18,MIZORAM,,,,227,34203,9646408000,1555838,81757811000,74631,55414270000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2022/03/31 00:00:00,17,MEGHALAYA,,,,368,132788,34327278000,2884462,145387602000,321192,114692082000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2020/03/31 00:00:00,40,DAMAN & DIU,,,,,,,,,,,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2024/03/31 00:00:00,22,CHANDIGARH,,,,466,480367,73641967000,3251899,363841233000,1247409,703402630000,4979675,1140885830000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2019/03/31 00:00:00,4,UTTARAKHAND,,,,2126,1110379,72956781000,14941695,535852087000,3405796,761594745000,19457870,1370403613000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2023/03/31 00:00:00,11,SIKKIM,,,,168,79943,9236241000,1012451,48032585000,140506,78270759000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2025/03/31 00:00:00,25,JAMMU & KASHMIR,,,,1996,2904453,172436543000,18401621,708600114000,3652285,1038781574000,24958359,1919818231000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2021/03/31 00:00:00,21,NORTHERN REGION,,,,27543,17871558,3031927072000,242596753,10228063195000,47993230,18896179351000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2026/03/31 00:00:00,4,UTTARAKHAND,,,,2399,552129,128996963000,19264107,1022888563000,4404756,1532420602000,24220992,2684306128000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2026/03/31 00:00:00,10,ODISHA,,,,6099,1848911,358522143000,73883594,2285497089000,8996912,3797182923000,84729417,6441202155000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2025/03/31 00:00:00,10,ODISHA,,,,5920,1926430,347638717000,72007629,2101225075000,9076249,3390387333000,83010308,5839251125000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2022/03/31 00:00:00,44,MAHARASHTRA,,,,13590,17355441,5295544987000,183983059,7804919236000,31850307,21819412717000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2020/03/31 00:00:00,23,HARYANA,,,,5224,3466792,426213859000,43306915,1753539205000,7387730,2573763210000,54161437,4753516274000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2022/03/31 00:00:00,29,RAJASTHAN,,,,7969,5278087,382953983000,92330380,2342869576000,10307968,2580515373000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2021/03/31 00:00:00,18,MIZORAM,,,,210,24328,10201420000,1468298,64299271000,65932,45497764000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2025/03/31 00:00:00,43,GUJARAT,,,,9513,3899696,1199106048000,100590452,3986570829000,19463477,7545042097000,123953625,12730718974000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2020/03/31 00:00:00,21,NORTHERN REGION,,,,27500,19402101,2432385871000,240260887,8918678857000,46810355,17187032872000,306473343,28538097600000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2021/03/31 00:00:00,33,KERALA,,,,6869,2501446,324975050000,64349608,1945137630000,9778726,3806378156000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2026/03/31 00:00:00,13,NORTH EASTERN REGION,,,,5338,1494858,438075316000,71127756,1923156440000,5846318,1901377873000,78468932,4262609629000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2025/03/31 00:00:00,33,KERALA,,,,7380,3048823,487176004000,79412160,2450009164000,12739862,6011362457000,95200845,8948547625000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2021/03/31 00:00:00,8,BIHAR,,,,7584,5331490,226101643000,126181822,2315107077000,10650455,1433708111000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2026/03/31 00:00:00,42,GOA,,,,707,198147,67242516000,4405468,351934973000,1949958,869437728000,6553573,1288615217000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2026/03/31 00:00:00,34,LAKSHADWEEP,,,,18,4794,3286959000,94256,11484420000,5052,4105647000,104102,18877026000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2021/03/31 00:00:00,22,CHANDIGARH,,,,442,237346,54602886000,2838565,259776492000,1199417,498822548000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
