Return Sk,Currency Sk,Stored Unit Sk,Quarter Date,Sequence No,Dimension 1,Dimension 2,Dimension 3,Dimension 4,Measure 1,Measure 2,Measure 3,Measure 4,Measure 5,Measure 6,Measure 7,Measure 8,Measure 9,Measure 10,Measure 11,Measure 12,Measure 13,Measure 14,Measure 15,St Flag,Created By,Created Date,Src Name,Report As On Date Sk
258,55,1,2026/03/31 00:00:00,37,TELANGANA,,,,6500,2537276,1097677962000,75212946,2988326752000,8072700,5642210673000,85822922,9728215387000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2025/03/31 00:00:00,12,WEST BENGAL,,,,10159,6131109,889569536000,156166771,3838382279000,23501984,7524892953000,185799864,12252844768000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2020/03/31 00:00:00,38,WESTERN REGION,,,,23011,15452865,4787560318000,257190762,8430047510000,49243597,23114145067000,321887224,36331752895000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2024/03/31 00:00:00,14,ARUNACHAL PRADESH,,,,206,112093,54818385000,1901036,141275686000,204548,95952493000,2217677,292046564000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2021/03/31 00:00:00,6,EASTERN REGION,,,,25678,17620674,1268070631000,355684071,7898309651000,48051440,10061494344000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2020/03/31 00:00:00,30,SOUTHERN REGION,,,,42328,17968572,2932254780000,445291009,10765646655000,60990732,19797269929000,524250313,33495171364000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2024/03/31 00:00:00,44,MAHARASHTRA,,,,14410,21938824,6568836289000,208819218,8726949973000,36761021,31382681657000,267519063,46678467919000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2020/03/31 00:00:00,12,WEST BENGAL,,,,9251,5225429,593584311000,123981922,2781930141000,23446179,4902803438000,152653530,8278317890000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2020/03/31 00:00:00,22,CHANDIGARH,,,,454,291385,53172425000,2884228,204238540000,1178842,468108773000,4354455,725519738000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2023/03/31 00:00:00,37,TELANGANA,,,,5819,3248180,841405897000,70562962,2359647916000,7136562,3737814845000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2019/03/31 00:00:00,14,ARUNACHAL PRADESH,,,,155,61295,31585654000,1323846,70775395000,163795,64226618000,1548936,166587667000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2026/03/31 00:00:00,7,ANDAMAN & NICOBAR ISLANDS,,,,74,29996,6174565000,529362,40637711000,142660,48792278000,702018,95604554000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2023/03/31 00:00:00,31,ANDHRA PRADESH,,,,7663,3125168,284621314000,88633739,1808096476000,8597815,2204468842000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2019/03/31 00:00:00,21,NORTHERN REGION,,,,26636,18903710,2263573707000,228976934,8125175878000,44570559,16217442470000,292451203,26606192055000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2020/03/31 00:00:00,14,ARUNACHAL PRADESH,,,,164,59229,35687721000,1446130,74488549000,163192,61531518000,1668551,171707788000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2026/03/31 00:00:00,27,NCT OF DELHI,,,,4082,3047754,2456407740000,176287129,4515458024000,14812643,15421653871000,194147526,22393519635000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2025/03/31 00:00:00,24,HIMACHAL PRADESH,,,,1819,339953,52529001000,12094481,537892212000,3666764,1034884604000,16101198,1625305817000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2024/03/31 00:00:00,25,JAMMU & KASHMIR,,,,1933,3051554,153926234000,18166177,695116342000,3476293,910625556000,24694024,1759668132000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2022/03/31 00:00:00,27,NCT OF DELHI,,,,3712,6052386,1755893728000,38739256,3640929095000,12979354,9502476479000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2023/03/31 00:00:00,14,ARUNACHAL PRADESH,,,,187,101503,57180046000,1797891,126881116000,194025,82502854000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2023/03/31 00:00:00,25,JAMMU & KASHMIR,,,,1877,2620299,144023333000,18600997,679684834000,3291738,805374397000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2021/03/31 00:00:00,35,PUDUCHERRY,,,,268,91732,11815867000,2615484,78377077000,368608,131185513000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2025/03/31 00:00:00,9,JHARKHAND,,,,3518,1500327,244255597000,51735650,1485504576000,5360900,1943861669000,58596877,3673621842000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2022/03/31 00:00:00,1,CENTRAL REGION,,,,30484,24974773,1535672569000,422891943,10930266998000,43721975,10359301438000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2019/03/31 00:00:00,33,KERALA,,,,6622,2575277,223425305000,61422758,1542328722000,9497152,3191863594000,73495187,4957617621000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2020/03/31 00:00:00,9,JHARKHAND,,,,3169,1455543,149983802000,41016347,922847371000,5493213,1268223969000,47965103,2341055142000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2024/03/31 00:00:00,17,MEGHALAYA,,,,388,172694,39177417000,3167267,165809178000,347308,138734687000,3687269,343721282000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2019/03/31 00:00:00,39,DADRA & NAGAR HAVELI,,,,59,32129,4743824000,760740,20152125000,71392,15045848000,864261,39941797000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2026/03/31 00:00:00,45,ALL-INDIA,,,,172073,86739526,25099209964000,2369146822,76567237920000,288570093,159096214902000,2744456441,260762662786000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2020/03/31 00:00:00,11,SIKKIM,,,,162,29786,7881344000,937558,35406709000,126921,58011059000,1094265,101299112000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2019/03/31 00:00:00,38,WESTERN REGION,,,,21896,12750132,4405450586000,244164811,7514389231000,47006930,21709668711000,303921873,33629508528000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2025/03/31 00:00:00,4,UTTARAKHAND,,,,2343,570361,116914813000,18860479,950625890000,4274223,1392556992000,23705063,2460097695000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2021/03/31 00:00:00,12,WEST BENGAL,,,,9379,8432844,660206870000,126865684,3090013714000,23315880,5139892255000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2023/03/31 00:00:00,15,ASSAM,,,,3085,3091217,153536066000,49911020,1109693150000,3880368,809892936000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2019/03/31 00:00:00,41,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,,,,,,,,,,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2026/03/31 00:00:00,2,CHHATTISGARH,,,,3259,1618263,221253314000,42097637,1267016682000,4019995,1519815615000,47735895,3008085611000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2021/03/31 00:00:00,32,KARNATAKA,,,,10875,4393294,1293105620000,109869185,4278300842000,17102009,6988827828000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2021/03/31 00:00:00,41,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,,,104,60440,10320474000,1297263,49759250000,191022,55781297000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2022/03/31 00:00:00,15,ASSAM,,,,3043,2732820,164701174000,45458527,976488000000,3785891,753638695000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2026/03/31 00:00:00,20,TRIPURA,,,,653,128155,30815960000,6055185,189868518000,635909,227583198000,6819249,448267676000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2021/03/31 00:00:00,43,GUJARAT,,,,8582,3580551,744156382000,83607301,2801817858000,17937610,4755636101000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2019/03/31 00:00:00,9,JHARKHAND,,,,3051,1421167,160414971000,38602320,849506246000,5640466,1175925686000,45663953,2185846903000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2023/03/31 00:00:00,5,UTTAR PRADESH,,,,18415,17193805,1016033232000,317997985,7572711523000,25847003,6897527261000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2021/03/31 00:00:00,24,HIMACHAL PRADESH,,,,1683,614188,38396234000,9959787,409662046000,3237029,675385076000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2024/03/31 00:00:00,19,NAGALAND,,,,209,90789,33305594000,1707086,85208561000,116451,52836540000,1914326,171350695000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2024/03/31 00:00:00,18,MIZORAM,,,,235,55526,9010353000,1621811,86171163000,81768,61952044000,1759105,157133560000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2026/03/31 00:00:00,15,ASSAM,,,,3279,1005899,185074109000,52738858,1120382793000,4289937,1175893475000,58034694,2481350377000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2022/03/31 00:00:00,14,ARUNACHAL PRADESH,,,,172,82994,45850849000,1683175,121449575000,180012,73911959000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2019/03/31 00:00:00,28,PUNJAB,,,,6614,4599281,164663200000,46038987,1431791274000,8944640,2199315570000,59582908,3795770044000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2024/03/31 00:00:00,29,RAJASTHAN,,,,8552,7730390,488643060000,101347445,2692690658000,11624718,3528365896000,120702553,6709699614000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2025/03/31 00:00:00,28,PUNJAB,,,,6952,2203427,281012831000,58915991,2320407292000,10600236,4086880748000,71719654,6688300871000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2021/03/31 00:00:00,27,NCT OF DELHI,,,,3747,4001009,1765903667000,35468280,3195605532000,13073945,9047131088000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2022/03/31 00:00:00,22,CHANDIGARH,,,,438,371189,65526611000,2978411,319293958000,1176553,512564139000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2019/03/31 00:00:00,18,MIZORAM,,,,192,21524,11305156000,1339149,49682069000,55446,31562189000,1416119,92549414000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2022/03/31 00:00:00,5,UTTAR PRADESH,,,,18073,14883603,921771821000,265225539,6992510372000,25214585,6027483116000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2024/03/31 00:00:00,23,HARYANA,,,,5515,7192109,746934504000,102094617,2471925178000,8887269,4669122490000,118173995,7887982172000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2023/03/31 00:00:00,27,NCT OF DELHI,,,,3775,6707439,1938831588000,106131808,3677074202000,13567553,10972753748000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2024/03/31 00:00:00,10,ODISHA,,,,5712,4180334,305352104000,68798672,1970732940000,8637276,2949345508000,81616282,5225430552000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2024/03/31 00:00:00,31,ANDHRA PRADESH,,,,7898,2654854,330681396000,89997546,1927679505000,9007553,2547435966000,101659953,4805796867000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2021/03/31 00:00:00,14,ARUNACHAL PRADESH,,,,169,62214,30368418000,1369424,89698941000,171895,75184527000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2020/03/31 00:00:00,32,KARNATAKA,,,,10778,4533624,1029986107000,110447596,3190428633000,17982006,6392004046000,132963226,10612418786000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2020/03/31 00:00:00,2,CHHATTISGARH,,,,2823,1649940,117368487000,35611855,735769085000,3731276,752283353000,40993071,1605420925000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2022/03/31 00:00:00,2,CHHATTISGARH,,,,2897,2324099,167982524000,38779002,941829954000,3654657,862691309000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2020/03/31 00:00:00,7,ANDAMAN & NICOBAR ISLANDS,,,,71,26395,5774513000,504490,26427582000,93700,25909183000,624585,58111278000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2022/03/31 00:00:00,16,MANIPUR,,,,225,254398,25533500000,3127995,83938137000,89159,28660585000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2022/03/31 00:00:00,3,MADHYA PRADESH,,,,7338,6194812,350291977000,102174561,2224446366000,11255211,2528391715000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2024/03/31 00:00:00,33,KERALA,,,,7130,3985667,399957020000,78691756,2334077960000,11757249,5300075922000,94434672,8034110902000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2025/03/31 00:00:00,21,NORTHERN REGION,,,,29781,14102557,4511155053000,466768001,13529243863000,55744708,30570046155000,536615266,48610445071000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2022/03/31 00:00:00,10,ODISHA,,,,5367,2771934,275734953000,62884072,1662071053000,8150883,2276320271000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2019/03/31 00:00:00,26,LADAKH,,,,,,,,,,,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2019/03/31 00:00:00,20,TRIPURA,,,,463,85839,15323278000,4722949,111218441000,572887,122258650000,5381675,248800369000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2025/03/31 00:00:00,41,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,,,,113,56777,15011553000,1588527,72260049000,215000,82378315000,1860304,169649917000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2019/03/31 00:00:00,32,KARNATAKA,,,,10285,4325634,890937108000,103506017,2814675434000,17286081,5638023093000,125117732,9343635635000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2019/03/31 00:00:00,24,HIMACHAL PRADESH,,,,1635,997892,31820392000,9387105,345513380000,3079598,577960868000,13464595,955294640000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2024/03/31 00:00:00,3,MADHYA PRADESH,,,,7703,7238679,402745621000,114586986,2504275099000,11488693,3271121303000,133314358,6178142023000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2026/03/31 00:00:00,32,KARNATAKA,,,,11680,4041997,2382732401000,132075728,5809556053000,19507057,13309201362000,155624782,21501489816000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2025/03/31 00:00:00,22,CHANDIGARH,,,,461,176896,71637666000,3214707,388899400000,1268194,805420488000,4659797,1265957554000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2023/03/31 00:00:00,42,GOA,,,,668,294138,48769716000,4190976,288902937000,1835656,682704886000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2019/03/31 00:00:00,40,DAMAN & DIU,,,,47,19763,3427663000,486825,19685155000,112132,27436144000,618720,50548962000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2020/03/31 00:00:00,42,GOA,,,,697,187939,32031116000,3992641,207574054000,1795644,525726495000,5976224,765331665000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2019/03/31 00:00:00,10,ODISHA,,,,4914,1621691,177928925000,52375607,1175812923000,8131533,1741796329000,62128831,3095538177000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2024/03/31 00:00:00,28,PUNJAB,,,,6784,11019078,302501687000,55303600,2215552056000,10143689,3656834838000,76466367,6174888581000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2025/03/31 00:00:00,19,NAGALAND,,,,231,73693,44097208000,1795876,86017580000,126002,57775429000,1995571,187890217000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2024/03/31 00:00:00,16,MANIPUR,,,,250,518781,26365731000,3041852,94116775000,100827,36208734000,3661460,156691240000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2024/03/31 00:00:00,30,SOUTHERN REGION,,,,45451,22693279,4792068849000,514338369,15966508510000,65186344,30549456592000,602217992,51308033951000,,,,,,,ST2.3,REGULAR LOAD,2024/05/27 15:52:55,SADP,46381
258,55,1,2026/03/31 00:00:00,33,KERALA,,,,7547,3269347,549397811000,77338141,2807510043000,13441320,6652950737000,94048808,10009858591000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2019/03/31 00:00:00,16,MANIPUR,,,,192,70143,23285008000,2595328,51254333000,77742,24732099000,2743213,99271440000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2019/03/31 00:00:00,45,ALL-INDIA,,,,145374,81009669,11902096303000,1643290459,41173741959000,248419519,73314246863000,1972719647,126390085125000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44554
258,55,1,2022/03/31 00:00:00,32,KARNATAKA,,,,10780,4902815,1589432511000,112111885,4428298711000,16926308,7807786219000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2020/03/31 00:00:00,15,ASSAM,,,,2957,1160242,128754259000,39233303,817433096000,3805583,696798281000,44199128,1642985636000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2023/03/31 00:00:00,43,GUJARAT,,,,8862,4878700,969263051000,93180648,3524191409000,17689623,5781073190000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,46015
258,55,1,2025/03/31 00:00:00,3,MADHYA PRADESH,,,,7949,4561334,428952469000,118366769,2627020165000,11921837,3678789869000,134849940,6734762503000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2021/03/31 00:00:00,9,JHARKHAND,,,,3190,1665023,164093788000,42928301,1043530455000,5657585,1353073497000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2021/03/31 00:00:00,10,ODISHA,,,,5289,2129728,204088492000,58290660,1381327900000,8217649,2050255891000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45285
258,55,1,2020/03/31 00:00:00,5,UTTAR PRADESH,,,,18041,10801135,701506902000,244805724,5569194931000,25549670,5178318800000,281156529,11449020633000,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,44920
258,55,1,2025/03/31 00:00:00,31,ANDHRA PRADESH,,,,8087,2129458,429750810000,90922979,1937081222000,9232021,2929901292000,102284458,5296733324000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
258,55,1,2022/03/31 00:00:00,23,HARYANA,,,,5190,5039535,585785241000,47677450,2288680968000,7659443,3265673289000,,,,,,,,,ST2.3,One Time Migration,2023/09/01 11:11:07,EXISTING EDW,45650
258,55,1,2026/03/31 00:00:00,28,PUNJAB,,,,7075,1911037,306741985000,59622160,2525047877000,10906001,4573629919000,72439198,7405419781000,,,,,,,ST2.3,REGULAR LOAD,2026/05/22 20:26:04,SADP,47111
258,55,1,2025/03/31 00:00:00,17,MEGHALAYA,,,,394,100705,47290143000,3346253,172272618000,342003,158226161000,3788961,377788922000,,,,,,,ST2.3,REGULAR LOAD,2025/05/21 17:19:40,SADP,46746
