reporting_date,region,state,n_offices,n_credit_accounts,credit_limit_rs,amount_outstanding_rs
2019-03-31,NORTH-EASTERN REGION,Mizoram,102,77890,29242025000,21737824000
2019-03-31,NORTH-EASTERN REGION,Nagaland,146,144338,53946869000,39292198000
2019-03-31,NORTH-EASTERN REGION,Tripura,305,691026,93027838000,77945648000
2019-03-31,NORTHERN REGION,Chandigarh,383,454062,1104205725000,761109325000
2019-03-31,NORTHERN REGION,Delhi,3453,5480599,19319329405000,13000255191000
2019-03-31,NORTHERN REGION,Haryana,4148,4266885,3552067116000,2409058083000
2019-03-31,NORTHERN REGION,Himachal Pradesh,1332,794894,372018725000,275853830000
2019-03-31,NORTHERN REGION,Jammu & Kashmir,1427,1608218,692593602000,513922874000
2019-03-31,NORTHERN REGION,Punjab,5959,4689693,4166640855000,2221522334000
2019-03-31,NORTHERN REGION,Rajasthan,5642,7069195,4006520236000,2886882383000
2019-03-31,SOUTHERN REGION,Andhra Pradesh,5603,11571487,4359488550000,3362599986000
2019-03-31,SOUTHERN REGION,Karnataka,8133,12927241,8932010246000,6183913382000
2019-03-31,SOUTHERN REGION,Kerala,5710,11598492,4076419400000,3089510745000
2019-03-31,SOUTHERN REGION,Lakshadweep,13,5033,1265654000,889274000
2019-03-31,SOUTHERN REGION,Puducherry,198,486822,139466053000,112642024000
2019-03-31,SOUTHERN REGION,Tamil Nadu,10040,31777338,12254372236000,8697177170000
2019-03-31,SOUTHERN REGION,Telangana,4129,7959457,6835676032000,4682138041000
2019-03-31,WESTERN REGION,Dadra & Nagar Haveli,59,55543,31388884000,22422407000
2019-03-31,WESTERN REGION,Daman & Diu,45,35033,19313533000,13432186000
2019-03-31,WESTERN REGION,Goa,658,400388,279682383000,188028204000
2019-03-31,WESTERN REGION,Gujarat,7080,7596644,7732089885000,5235361129000
2019-03-31,WESTERN REGION,Maharashtra,11391,41547151,42287455389000,27355863891000
2019-06-30,CENTRAL REGION,Chhattisgarh,1953,2248283,1257886755000,884749809000
2019-06-30,CENTRAL REGION,Madhya Pradesh,5402,7969112,3374680630000,2419171434000
2019-06-30,CENTRAL REGION,Uttar Pradesh,12887,14825360,5834259135000,4134231944000
2019-06-30,CENTRAL REGION,Uttarakhand,1775,1244862,668092329000,496388102000
2019-06-30,EASTERN REGION,Andaman & Nicobar Islands,67,46895,28694699000,21966507000
2019-06-30,EASTERN REGION,Bihar,5030,8757877,1427679552000,1083240977000
2019-06-30,EASTERN REGION,Jharkhand,2588,3349301,817492692000,583679055000
2019-06-30,EASTERN REGION,Odisha,3927,6242500,1574352499000,1126297369000
2019-06-30,EASTERN REGION,Sikkim,144,80646,41346362000,29248343000
2019-06-30,EASTERN REGION,West Bengal,7848,12945854,5678591265000,3723966493000
2019-06-30,NORTH-EASTERN REGION,Arunachal Pradesh,123,84025,48208756000,35385161000
2019-06-30,NORTH-EASTERN REGION,Assam,2193,3998475,808005324000,618097754000
2019-06-30,NORTH-EASTERN REGION,Manipur,161,177302,64320424000,50006640000
2019-06-30,NORTH-EASTERN REGION,Meghalaya,251,206835,84007272000,61502984000
2019-06-30,NORTH-EASTERN REGION,Mizoram,107,80812,30427485000,22805887000
2019-06-30,NORTH-EASTERN REGION,Nagaland,155,149404,56369088000,40859679000
2019-06-30,NORTH-EASTERN REGION,Tripura,395,711440,93088249000,77723001000
2019-06-30,NORTHERN REGION,Chandigarh,383,452868,1136647123000,776443244000
2019-06-30,NORTHERN REGION,Delhi,3495,5340230,18660435254000,12286853658000
2019-06-30,NORTHERN REGION,Haryana,4209,4526428,3519208694000,2324708219000
2019-06-30,NORTHERN REGION,Himachal Pradesh,1335,813059,379757281000,281640695000
2019-06-30,NORTHERN REGION,Jammu & Kashmir,1437,1647513,726912924000,540733379000
2019-06-30,NORTHERN REGION,Punjab,6005,5091537,4453444474000,2238228397000
2019-06-30,NORTHERN REGION,Rajasthan,5763,7956132,3920582736000,2908053710000
2019-06-30,SOUTHERN REGION,Andhra Pradesh,5633,11497713,4409567059000,3402559336000
2019-06-30,SOUTHERN REGION,Karnataka,8295,14466473,8817970860000,6176567690000
2019-06-30,SOUTHERN REGION,Kerala,5750,10595034,4071262927000,3141872671000
2019-06-30,SOUTHERN REGION,Lakshadweep,13,4961,1277328000,887147000
2019-06-30,SOUTHERN REGION,Puducherry,205,505896,138414303000,111641658000
2019-06-30,SOUTHERN REGION,Tamil Nadu,10253,33519491,13470306655000,8757444677000
2019-06-30,SOUTHERN REGION,Telangana,4167,7996712,6993406326000,4749861814000
2019-06-30,WESTERN REGION,Dadra & Nagar Haveli,59,56072,30623259000,21041864000
2019-06-30,WESTERN REGION,Daman & Diu,46,35360,18895270000,12935637000
2019-06-30,WESTERN REGION,Goa,666,402037,288932247000,191681883000
2019-06-30,WESTERN REGION,Gujarat,7256,8095239,7868807810000,5223103033000
2019-06-30,WESTERN REGION,Maharashtra,11668,44695366,42203582126000,26819983848000
2019-09-30,CENTRAL REGION,Chhattisgarh,2007,2122064,1245035677000,882052606000
2019-09-30,CENTRAL REGION,Madhya Pradesh,5514,8650176,3442391847000,2462288591000
2019-09-30,CENTRAL REGION,Uttar Pradesh,12939,15118825,5908575337000,4158501901000
2019-09-30,CENTRAL REGION,Uttarakhand,1799,1265532,672499334000,498557737000
2019-09-30,EASTERN REGION,Andaman & Nicobar Islands,67,47659,29790461000,22869285000
2019-09-30,EASTERN REGION,Bihar,5058,9221031,1442670448000,1080619697000
2019-09-30,EASTERN REGION,Jharkhand,2597,3557422,842165218000,600046039000
2019-09-30,EASTERN REGION,Odisha,3982,6502743,1616913662000,1140389908000
2019-09-30,EASTERN REGION,Sikkim,148,86529,42935159000,31798917000
2019-09-30,EASTERN REGION,West Bengal,7887,13696147,5862763000000,3816773818000
2019-09-30,NORTH-EASTERN REGION,Arunachal Pradesh,124,85572,50251894000,37229069000
2019-09-30,NORTH-EASTERN REGION,Assam,2202,4137737,820423467000,629349155000
2019-09-30,NORTH-EASTERN REGION,Manipur,166,187274,67853828000,52816113000
2019-09-30,NORTH-EASTERN REGION,Meghalaya,251,209991,85033054000,63640787000
2019-09-30,NORTH-EASTERN REGION,Mizoram,108,84236,31685615000,23856266000
2019-09-30,NORTH-EASTERN REGION,Nagaland,156,155086,58079065000,42412701000
2019-09-30,NORTH-EASTERN REGION,Tripura,399,733463,93308978000,76593981000
2019-09-30,NORTHERN REGION,Chandigarh,385,510141,1146856245000,805361605000
2019-09-30,NORTHERN REGION,Delhi,3539,5510276,18726612795000,12105303413000
2019-09-30,NORTHERN REGION,Haryana,4259,4854584,3746408329000,2415412211000
2019-09-30,NORTHERN REGION,Himachal Pradesh,1338,818149,386112563000,286556008000
2019-09-30,NORTHERN REGION,Jammu & Kashmir,1442,1666688,745176279000,554179883000
2019-09-30,NORTHERN REGION,Punjab,6004,5003178,4304939404000,2234174112000
2019-09-30,NORTHERN REGION,Rajasthan,5812,8223089,4002944766000,2939325607000
2019-09-30,SOUTHERN REGION,Andhra Pradesh,5675,11739355,4381772714000,3492810563000
2019-09-30,SOUTHERN REGION,Karnataka,8415,15655774,9093935884000,6307463765000
2019-09-30,SOUTHERN REGION,Kerala,5783,10719012,4221971643000,3219014990000
2019-09-30,SOUTHERN REGION,Lakshadweep,13,4943,1307002000,902695000
2019-09-30,SOUTHERN REGION,Puducherry,208,583516,144870825000,116403818000
2019-09-30,SOUTHERN REGION,Tamil Nadu,10425,34782463,12965372453000,9078191222000
2019-09-30,SOUTHERN REGION,Telangana,4198,8483955,6984397144000,4695380701000
2019-09-30,WESTERN REGION,Dadra & Nagar Haveli,59,58052,29680476000,20596513000
2019-09-30,WESTERN REGION,Daman & Diu,48,36757,18820615000,12767504000
2019-09-30,WESTERN REGION,Goa,664,416439,287386156000,196400453000
2019-09-30,WESTERN REGION,Gujarat,7351,8967590,7875176431000,5239129138000
2019-09-30,WESTERN REGION,Maharashtra,11825,47180246,43182255961000,27197231488000
2019-12-31,CENTRAL REGION,Chhattisgarh,2062,2214457,1321619675000,958985987000
2019-12-31,CENTRAL REGION,Madhya Pradesh,5605,9118483,3618805441000,2580250275000
2019-12-31,CENTRAL REGION,Uttar Pradesh,13029,15538011,5833992339000,4169174159000
2019-12-31,CENTRAL REGION,Uttarakhand,1812,1294944,704943194000,519912371000
2019-12-31,EASTERN REGION,Andaman & Nicobar Islands,70,48384,30636601000,23407877000
2019-12-31,EASTERN REGION,Bihar,5099,9602725,1497154294000,1135225489000
2019-12-31,EASTERN REGION,Jharkhand,2624,3701576,870504219000,616239462000
2019-12-31,EASTERN REGION,Odisha,4056,7082271,1707809340000,1199866744000
2019-12-31,EASTERN REGION,Sikkim,156,100554,44860431000,33514526000
2019-12-31,EASTERN REGION,West Bengal,7949,14058320,5788380001000,3859706408000
2019-12-31,NORTH-EASTERN REGION,Arunachal Pradesh,128,96291,53128676000,39758504000
2019-12-31,NORTH-EASTERN REGION,Assam,2379,4720469,875677361000,656704642000
2019-12-31,NORTH-EASTERN REGION,Manipur,172,207022,71418847000,55252797000
2019-12-31,NORTH-EASTERN REGION,Meghalaya,260,220041,93195695000,69070135000
2019-12-31,NORTH-EASTERN REGION,Mizoram,111,90762,33408339000,24877945000
2019-12-31,NORTH-EASTERN REGION,Nagaland,160,160322,60371258000,44079102000
2019-12-31,NORTH-EASTERN REGION,Tripura,410,741530,96891954000,80479461000
2019-12-31,NORTHERN REGION,Chandigarh,389,533240,1154939730000,803373961000
2019-12-31,NORTHERN REGION,Delhi,3553,6152969,19539284265000,12558416081000
2019-12-31,NORTHERN REGION,Haryana,4291,5196338,3874896463000,2491339436000
2019-12-31,NORTHERN REGION,Himachal Pradesh,1343,832590,400942206000,291304863000
2019-12-31,NORTHERN REGION,Jammu & Kashmir,1388,1621229,733267601000,543916283000
2019-12-31,NORTHERN REGION,Ladakh,62,56643,24120246000,18022913000
2019-12-31,NORTHERN REGION,Punjab,6042,5407453,4372368397000,2347899033000
2019-12-31,NORTHERN REGION,Rajasthan,5889,8861453,4194234696000,3059646303000
2019-12-31,SOUTHERN REGION,Andhra Pradesh,5731,12023164,4546602706000,3619498927000
2019-12-31,SOUTHERN REGION,Karnataka,8508,15883487,9346865333000,6454848591000
2019-12-31,SOUTHERN REGION,Kerala,5820,11124927,4328363187000,3309334512000
2019-12-31,SOUTHERN REGION,Lakshadweep,13,4936,1330383000,930142000
2019-12-31,SOUTHERN REGION,Puducherry,212,604427,149888953000,118604310000
2019-12-31,SOUTHERN REGION,Tamil Nadu,10540,35981808,13101100499000,9234785322000
2019-12-31,SOUTHERN REGION,Telangana,4256,8848229,7313352136000,4856290417000
2019-12-31,WESTERN REGION,Dadra & Nagar Haveli,61,64334,36570165000,21997886000
2019-12-31,WESTERN REGION,Daman & Diu,48,38247,19779272000,13300673000
2019-12-31,WESTERN REGION,Goa,667,436281,298150249000,198028372000
2019-12-31,WESTERN REGION,Gujarat,7500,9194339,8097012024000,5360481962000
2019-12-31,WESTERN REGION,Maharashtra,11964,49550540,44451844304000,27549352435000
2020-03-31,CENTRAL REGION,Chhattisgarh,2093,2217453,1366687638000,966527039000
2020-03-31,CENTRAL REGION,Madhya Pradesh,5641,9355399,3684282940000,2622438990000
2020-03-31,CENTRAL REGION,Uttar Pradesh,13114,15904239,5972295420000,4225331980000
2020-03-31,CENTRAL REGION,Uttarakhand,1815,1317075,716495544000,522006089000
2020-03-31,EASTERN REGION,Andaman & Nicobar Islands,69,48807,31718266000,23813400000
2020-03-31,EASTERN REGION,Bihar,5148,9903993,1569535378000,1167954850000
2020-03-31,EASTERN REGION,Jharkhand,2625,3825875,895640753000,636029419000
2020-03-31,EASTERN REGION,Odisha,4081,7253754,1761093155000,1268442928000
2020-03-31,EASTERN REGION,Sikkim,160,102013,44836337000,31587149000
2020-03-31,EASTERN REGION,West Bengal,7966,14348369,5836524140000,3968970752000
2020-03-31,NORTH-EASTERN REGION,Arunachal Pradesh,130,97683,55446451000,41156130000
2020-03-31,NORTH-EASTERN REGION,Assam,2389,4711540,906283472000,665818354000
2020-03-31,NORTH-EASTERN REGION,Manipur,172,216015,74860887000,57673136000
2020-03-31,NORTH-EASTERN REGION,Meghalaya,262,223344,99662827000,76178834000
2020-03-31,NORTH-EASTERN REGION,Mizoram,112,94839,34448132000,25512283000
2020-03-31,NORTH-EASTERN REGION,Nagaland,161,164355,62682947000,45617808000
2020-03-31,NORTH-EASTERN REGION,Tripura,409,737881,102780472000,84985144000
2020-03-31,NORTHERN REGION,Chandigarh,392,551633,1168519622000,786899836000
2020-03-31,NORTHERN REGION,Delhi,3555,6265103,20499613295000,13651098536000
2020-03-31,NORTHERN REGION,Haryana,4311,5365664,3935254340000,2504664527000
2020-03-31,NORTHERN REGION,Himachal Pradesh,1346,845151,408967422000,291896536000
2020-03-31,NORTHERN REGION,Jammu & Kashmir,1396,2319046,770775843000,560418545000
2020-03-31,NORTHERN REGION,Ladakh,65,69562,24512601000,17703333000
2020-03-31,NORTHERN REGION,Punjab,6049,5531327,4491327493000,2278926160000
2020-03-31,NORTHERN REGION,Rajasthan,5947,9121408,4338388145000,3129199761000
2020-03-31,SOUTHERN REGION,Andhra Pradesh,5773,11979845,4711607487000,3752337685000
2020-03-31,SOUTHERN REGION,Karnataka,8549,16034297,9742563639000,6590941659000
2020-03-31,SOUTHERN REGION,Kerala,5844,11832389,4440922640000,3364740195000
2020-03-31,SOUTHERN REGION,Lakshadweep,13,4971,1369749000,965768000
2020-03-31,SOUTHERN REGION,Puducherry,214,600588,154496381000,121400135000
2020-03-31,SOUTHERN REGION,Tamil Nadu,10594,35820637,13686542343000,9542766661000
2020-03-31,SOUTHERN REGION,Telangana,4288,8951513,7363092092000,4932959513000
2020-03-31,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,109,101785,69460628000,44578753000
2020-03-31,WESTERN REGION,Goa,667,442171,291507676000,192417067000
2020-03-31,WESTERN REGION,Gujarat,7517,9699503,8122731097000,5430388289000
2020-03-31,WESTERN REGION,Maharashtra,12008,51034142,46236833297000,28553256755000
2020-06-30,CENTRAL REGION,Chhattisgarh,2106,2301691,1397236197000,964430811000
2020-06-30,CENTRAL REGION,Madhya Pradesh,5675,9432787,4390294943000,2666670577000
2020-06-30,CENTRAL REGION,Uttar Pradesh,13141,16107010,6015733930000,4197580307000
2020-06-30,CENTRAL REGION,Uttarakhand,1825,1339048,723215975000,528619739000
2020-06-30,EASTERN REGION,Andaman & Nicobar Islands,71,50594,32350792000,24495232000
2020-06-30,EASTERN REGION,Bihar,5192,10154524,1607876911000,1185818273000
2020-06-30,EASTERN REGION,Jharkhand,2628,3999152,924663240000,635666584000
2020-06-30,EASTERN REGION,Odisha,4098,7342976,1759157078000,1206957582000
2020-06-30,EASTERN REGION,Sikkim,159,104407,45226508000,31903507000
2020-06-30,EASTERN REGION,West Bengal,8001,14754469,5704160535000,3887977427000
2020-06-30,NORTH-EASTERN REGION,Arunachal Pradesh,130,99106,56376134000,40950138000
2020-06-30,NORTH-EASTERN REGION,Assam,2396,4813215,904866515000,669477756000
2020-06-30,NORTH-EASTERN REGION,Manipur,172,222307,75693162000,58015553000
2020-06-30,NORTH-EASTERN REGION,Meghalaya,264,226143,102891633000,77554693000
2020-06-30,NORTH-EASTERN REGION,Mizoram,111,97519,35274674000,25918319000
2020-06-30,NORTH-EASTERN REGION,Nagaland,162,169147,63209227000,45033870000
2020-06-30,NORTH-EASTERN REGION,Tripura,416,779519,97668457000,79402784000
2020-06-30,NORTHERN REGION,Chandigarh,394,542158,1226525736000,809762818000
2020-06-30,NORTHERN REGION,Delhi,3559,6245117,23762959647000,13192306080000
2020-06-30,NORTHERN REGION,Haryana,4329,5416063,4006741641000,2485730335000
2020-06-30,NORTHERN REGION,Himachal Pradesh,1348,865085,409472145000,291236132000
2020-06-30,NORTHERN REGION,Jammu & Kashmir,1401,2363687,786770394000,573605199000
2020-06-30,NORTHERN REGION,Ladakh,65,69546,24751831000,18051555000
2020-06-30,NORTHERN REGION,Punjab,6052,5551298,4764044680000,2249013414000
2020-06-30,NORTHERN REGION,Rajasthan,5963,9230901,4363633470000,3118214207000
2020-06-30,SOUTHERN REGION,Andhra Pradesh,5796,12016769,4812611352000,3819155918000
2020-06-30,SOUTHERN REGION,Karnataka,8609,16089168,9751155547000,6593909242000
2020-06-30,SOUTHERN REGION,Kerala,5882,11073264,4375749967000,3330316987000
2020-06-30,SOUTHERN REGION,Lakshadweep,13,5668,1355062000,953322000
2020-06-30,SOUTHERN REGION,Puducherry,218,617237,156925923000,122487538000
2020-06-30,SOUTHERN REGION,Tamil Nadu,10784,36050247,13601000247000,9515770807000
2020-06-30,SOUTHERN REGION,Telangana,4310,8990308,7469283805000,5022635004000
2020-06-30,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,109,102093,63476451000,41773786000
2020-06-30,WESTERN REGION,Goa,666,446817,288559930000,190434884000
2020-06-30,WESTERN REGION,Gujarat,7543,9536371,8083280647000,5329286998000
2020-06-30,WESTERN REGION,Maharashtra,12098,50636358,45552047372000,27748418511000
2020-09-30,CENTRAL REGION,Chhattisgarh,2133,2670443,1503712500000,963779386000
2020-09-30,CENTRAL REGION,Madhya Pradesh,5733,9815444,3931468008000,2740971256000
2020-09-30,CENTRAL REGION,Uttar Pradesh,13210,16863935,6252602110000,4335339072000
2020-09-30,CENTRAL REGION,Uttarakhand,1838,1404563,733055011000,534998929000
2020-09-30,EASTERN REGION,Andaman & Nicobar Islands,71,53684,34002688000,25917606000
2020-09-30,EASTERN REGION,Bihar,5271,10363254,1681956778000,1258963104000
2020-09-30,EASTERN REGION,Jharkhand,2644,4148763,966219539000,663748803000
2020-09-30,EASTERN REGION,Odisha,4124,7591383,1815784825000,1266001324000
2020-09-30,EASTERN REGION,Sikkim,161,108344,50104291000,34034429000
2020-09-30,EASTERN REGION,West Bengal,8052,15547815,5866793754000,3958790985000
2020-09-30,NORTH-EASTERN REGION,Arunachal Pradesh,131,103204,58365220000,42749437000
2020-09-30,NORTH-EASTERN REGION,Assam,2409,5032483,972561405000,708777777000
2020-09-30,NORTH-EASTERN REGION,Manipur,174,233919,80841691000,60458638000
2020-09-30,NORTH-EASTERN REGION,Meghalaya,262,234057,119429903000,82345672000
2020-09-30,NORTH-EASTERN REGION,Mizoram,113,101750,36618127000,27272520000
2020-09-30,NORTH-EASTERN REGION,Nagaland,163,173230,65508025000,47015376000
2020-09-30,NORTH-EASTERN REGION,Tripura,417,829823,104560792000,84802689000
2020-09-30,NORTHERN REGION,Chandigarh,390,557445,1180757487000,790002422000
2020-09-30,NORTHERN REGION,Delhi,3547,6096389,20232303144000,13061977882000
2020-09-30,NORTHERN REGION,Haryana,4370,5641932,4067882497000,2542449484000
2020-09-30,NORTHERN REGION,Himachal Pradesh,1358,947480,414531241000,302749495000
2020-09-30,NORTHERN REGION,Jammu & Kashmir,1416,2303164,827695344000,616305201000
2020-09-30,NORTHERN REGION,Ladakh,67,62909,26532762000,19797869000
2020-09-30,NORTHERN REGION,Punjab,6092,6027478,4908009672000,2316475509000
2020-09-30,NORTHERN REGION,Rajasthan,6061,9654058,4505184482000,3228157801000
2020-09-30,SOUTHERN REGION,Andhra Pradesh,5834,12312374,4949410037000,3993436940000
2020-09-30,SOUTHERN REGION,Karnataka,8658,16245554,9947399304000,6742866118000
2020-09-30,SOUTHERN REGION,Kerala,5929,11114175,4486269168000,3439758724000
2020-09-30,SOUTHERN REGION,Lakshadweep,12,5803,1378345000,965694000
2020-09-30,SOUTHERN REGION,Puducherry,219,606711,160789575000,126764244000
2020-09-30,SOUTHERN REGION,Tamil Nadu,10841,36255167,13858524077000,9762127263000
2020-09-30,SOUTHERN REGION,Telangana,4366,9400806,7491210711000,5038009928000
2020-09-30,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,111,106050,56675387000,38896031000
2020-09-30,WESTERN REGION,Goa,669,459223,294676039000,195884484000
2020-09-30,WESTERN REGION,Gujarat,7606,9847640,8283129870000,5414668727000
2020-09-30,WESTERN REGION,Maharashtra,12128,52218242,45647382444000,27322533763000
2020-12-31,CENTRAL REGION,Chhattisgarh,2132,2804830,1543596515000,1024318666000
2020-12-31,CENTRAL REGION,Madhya Pradesh,5747,10223489,4082465108000,2845712052000
2020-12-31,CENTRAL REGION,Uttar Pradesh,13264,17633382,6498546224000,4525563207000
2020-12-31,CENTRAL REGION,Uttarakhand,1839,1449368,762115413000,555361847000
2020-12-31,EASTERN REGION,Andaman & Nicobar Islands,69,55554,35498395000,27137942000
2020-12-31,EASTERN REGION,Bihar,5282,10667623,1754755446000,1298490151000
2020-12-31,EASTERN REGION,Jharkhand,2666,4291892,1008481775000,710824702000
2020-12-31,EASTERN REGION,Odisha,4153,7995318,1887759279000,1341011898000
2020-12-31,EASTERN REGION,Sikkim,160,113366,52766736000,35993524000
2020-12-31,EASTERN REGION,West Bengal,8066,17031436,5882001049000,3977326402000
2020-12-31,NORTH-EASTERN REGION,Arunachal Pradesh,132,106008,61040021000,45570852000
2020-12-31,NORTH-EASTERN REGION,Assam,2420,5449585,1007031258000,743043586000
2020-12-31,NORTH-EASTERN REGION,Manipur,175,245542,85822483000,64511355000
2020-12-31,NORTH-EASTERN REGION,Meghalaya,264,245023,119910417000,85825795000
2020-12-31,NORTH-EASTERN REGION,Mizoram,115,104929,38300155000,28491875000
2020-12-31,NORTH-EASTERN REGION,Nagaland,163,182902,69987143000,51009401000
2020-12-31,NORTH-EASTERN REGION,Tripura,417,889683,108368900000,88181123000
2020-12-31,NORTHERN REGION,Chandigarh,388,565493,1266046737000,816645310000
2020-12-31,NORTHERN REGION,Delhi,3525,6258974,20059774701000,12894528185000
2020-12-31,NORTHERN REGION,Haryana,4370,5806680,4216527549000,2646912272000
2020-12-31,NORTHERN REGION,Himachal Pradesh,1364,951823,434525044000,313827012000
2020-12-31,NORTHERN REGION,Jammu & Kashmir,1417,2346150,860711444000,638716931000
2020-12-31,NORTHERN REGION,Ladakh,67,63828,27701308000,20915701000
2020-12-31,NORTHERN REGION,Punjab,6080,6105231,4974383986000,2443479261000
2020-12-31,NORTHERN REGION,Rajasthan,6093,9906145,4766670708000,3322886056000
2020-12-31,SOUTHERN REGION,Andhra Pradesh,5885,12784144,5181271638000,4194389561000
2020-12-31,SOUTHERN REGION,Karnataka,8678,16692786,10246479793000,6963515893000
2020-12-31,SOUTHERN REGION,Kerala,5958,11288224,4590576260000,3508058093000
2020-12-31,SOUTHERN REGION,Lakshadweep,12,5677,1373613000,942406000
2020-12-31,SOUTHERN REGION,Puducherry,217,617208,166958531000,131234263000
2020-12-31,SOUTHERN REGION,Tamil Nadu,10881,36857481,14192033580000,9862924884000
2020-12-31,SOUTHERN REGION,Telangana,4432,9890641,7800078976000,5265209593000
2020-12-31,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,105,110505,58288629000,39803168000
2020-12-31,WESTERN REGION,Goa,665,469726,298497569000,204162653000
2020-12-31,WESTERN REGION,Gujarat,7517,10194503,8440478403000,5547130347000
2020-12-31,WESTERN REGION,Maharashtra,12144,54396812,46778145342000,27947452298000
2021-03-31,CENTRAL REGION,Chhattisgarh,2145,2860184,1786011703000,1041364390000
2021-03-31,CENTRAL REGION,Madhya Pradesh,5743,10637955,4270477219000,2942518729000
2021-03-31,CENTRAL REGION,Uttar Pradesh,13230,18056326,6784901829000,4725048698000
2021-03-31,CENTRAL REGION,Uttarakhand,1838,1472045,770333301000,557414332000
2021-03-31,EASTERN REGION,Andaman & Nicobar Islands,69,57035,36964734000,27952096000
2021-03-31,EASTERN REGION,Bihar,5263,10796631,1853125526000,1389273961000
2021-03-31,EASTERN REGION,Jharkhand,2659,4318552,1033582654000,729207850000
2021-03-31,EASTERN REGION,Odisha,4150,8108425,1903625107000,1350706597000
2021-03-31,EASTERN REGION,Sikkim,163,114686,55595833000,37995892000
2021-03-31,EASTERN REGION,West Bengal,8096,16566328,6112041596000,4012276850000
2021-03-31,NORTH-EASTERN REGION,Arunachal Pradesh,132,109693,64739830000,47202966000
2021-03-31,NORTH-EASTERN REGION,Assam,2428,5378910,1038170174000,764667008000
2021-03-31,NORTH-EASTERN REGION,Manipur,178,255299,92013566000,69257856000
2021-03-31,NORTH-EASTERN REGION,Meghalaya,264,243519,122628973000,88769412000
2021-03-31,NORTH-EASTERN REGION,Mizoram,115,106317,40138582000,29884660000
2021-03-31,NORTH-EASTERN REGION,Nagaland,164,187122,74028699000,53991531000
2021-03-31,NORTH-EASTERN REGION,Tripura,420,860733,113815202000,92473363000
2021-03-31,NORTHERN REGION,Chandigarh,384,576544,1193630371000,781528793000
2021-03-31,NORTHERN REGION,Delhi,3510,6369108,20759596218000,13156634217000
2021-03-31,NORTHERN REGION,Haryana,4347,5944910,4463276349000,2768036931000
2021-03-31,NORTHERN REGION,Himachal Pradesh,1361,953588,450368566000,323282784000
2021-03-31,NORTHERN REGION,Jammu & Kashmir,1407,2383985,897458269000,662229396000
2021-03-31,NORTHERN REGION,Ladakh,69,64315,28808657000,21313937000
2021-03-31,NORTHERN REGION,Punjab,5998,6168376,4918693027000,2450586383000
2021-03-31,NORTHERN REGION,Rajasthan,6079,10184102,4825437640000,3441433092000
2021-03-31,SOUTHERN REGION,Andhra Pradesh,5930,13169442,5442234642000,4348882180000
2021-03-31,SOUTHERN REGION,Karnataka,8659,17322557,10739424463000,7141131023000
2021-03-31,SOUTHERN REGION,Kerala,5969,11686495,4719984715000,3603058833000
2021-03-31,SOUTHERN REGION,Lakshadweep,12,5355,1396494000,972256000
2021-03-31,SOUTHERN REGION,Puducherry,217,629170,172647840000,135013082000
2021-03-31,SOUTHERN REGION,Tamil Nadu,10906,37847074,14695304890000,10101223929000
2021-03-31,SOUTHERN REGION,Telangana,4469,10256008,8179237977000,5380794063000
2021-03-31,WESTERN REGION,Dadra & Nagar Haveli and Daman & Diu,104,111737,59969912000,40894123000
2021-03-31,WESTERN REGION,Goa,659,474863,341139785000,210377284000
2021-03-31,WESTERN REGION,Gujarat,7541,10445820,8736836521000,5698046558000
2021-03-31,WESTERN REGION,Maharashtra,12158,56772651,49480389104000,29158966242000
2021-06-30,CENTRAL REGION,Chhattisgarh,2134,2803680,1629703029000,1078154257000
2021-06-30,CENTRAL REGION,Madhya Pradesh,5730,10351772,4589245770000,2978113451000
2021-06-30,CENTRAL REGION,Uttar Pradesh,13184,17476770,6807080658000,4699565124000
2021-06-30,CENTRAL REGION,Uttarakhand,1823,1426848,769653132000,543526356000
2021-06-30,EASTERN REGION,Andaman & Nicobar Islands,68,56042,36399965000,27650617000
2021-06-30,EASTERN REGION,Bihar,5269,10735475,1891536288000,1411630794000
2021-06-30,EASTERN REGION,Jharkhand,2634,4222281,1032584263000,729102068000
2021-06-30,EASTERN REGION,Odisha,4147,7953852,2001820775000,1350329806000
2021-06-30,EASTERN REGION,Sikkim,161,111685,56087954000,39891145000
2021-06-30,EASTERN REGION,West Bengal,8305,15894733,7066342886000,3892794550000
2021-06-30,NORTH-EASTERN REGION,Arunachal Pradesh,132,108896,65513952000,47937457000
2021-06-30,NORTH-EASTERN REGION,Assam,2456,5083452,1051851196000,763709485000
2021-06-30,NORTH-EASTERN REGION,Manipur,178,254254,93669025000,69746237000
2021-06-30,NORTH-EASTERN REGION,Meghalaya,266,238378,124376006000,88301128000
2021-06-30,NORTH-EASTERN REGION,Mizoram,117,104146,40806532000,30064258000
2021-06-30,NORTH-EASTERN REGION,Nagaland,165,185207,75306704000,54315004000
2021-06-30,NORTH-EASTERN REGION,Tripura,419,830248,114596608000,91689640000
2021-06-30,NORTHERN REGION,Chandigarh,379,548119,1217396418000,839087097000
2021-06-30,NORTHERN REGION,Delhi,3462,6303118,20658030128000,13006242247000
2021-06-30,NORTHERN REGION,Haryana,4310,5851767,4458956973000,2710837741000
