reporting_date,region,state,n_offices,n_credit_accounts,credit_limit_rs,amount_outstanding_rs
2016-12-31,EASTERN REGION,Jharkhand,2371,2084002,599894410000,446179522000
2016-12-31,EASTERN REGION,Odisha,3603,3310883,1119230626000,793373349000
2016-12-31,EASTERN REGION,Sikkim,127,59987,25898037000,18756506000
2016-12-31,EASTERN REGION,West Bengal,6663,7530315,4726074386000,3210928842000
2016-12-31,NORTH-EASTERN REGION,Arunachal Pradesh,116,76390,34081634000,25758563000
2016-12-31,NORTH-EASTERN REGION,Assam,1737,3010434,545757109000,414568756000
2016-12-31,NORTH-EASTERN REGION,Manipur,138,110937,36354783000,27044543000
2016-12-31,NORTH-EASTERN REGION,Meghalaya,235,177761,60297783000,44163126000
2016-12-31,NORTH-EASTERN REGION,Mizoram,94,64212,21336627000,16033292000
2016-12-31,NORTH-EASTERN REGION,Nagaland,138,124713,38241366000,27979381000
2016-12-31,NORTH-EASTERN REGION,Tripura,290,570781,62113420000,48285318000
2016-12-31,NORTHERN REGION,Chandigarh,379,190510,897483177000,599775284000
2016-12-31,NORTHERN REGION,Delhi,3380,2938833,13754150950000,9106454011000
2016-12-31,NORTHERN REGION,Haryana,3906,2318330,2946995079000,1745425589000
2016-12-31,NORTHERN REGION,Himachal Pradesh,1309,639054,292336682000,218267842000
2016-12-31,NORTHERN REGION,Jammu & Kashmir,1362,1136595,468026460000,337098321000
2016-12-31,NORTHERN REGION,Punjab,5691,2949228,4337525478000,1946458978000
2016-12-31,NORTHERN REGION,Rajasthan,5259,4926604,3670689008000,1828031629000
2016-12-31,SOUTHERN REGION,Andhra Pradesh,5443,9182781,2781946816000,2153587944000
2016-12-31,SOUTHERN REGION,Karnataka,7935,8604032,8126893714000,4801389140000
2016-12-31,SOUTHERN REGION,Kerala,5603,6959255,3022387648000,2299523540000
2016-12-31,SOUTHERN REGION,Lakshadweep,12,5509,1103942000,772930000
2016-12-31,SOUTHERN REGION,Puducherry,192,334321,105451767000,83605410000
2016-12-31,SOUTHERN REGION,Tamil Nadu,9549,29739747,10473580032000,6684890789000
2016-12-31,SOUTHERN REGION,Telangana,4029,5520154,5371535270000,3783000539000
2016-12-31,WESTERN REGION,Dadra & Nagar Haveli,55,24241,16110914000,12013208000
2016-12-31,WESTERN REGION,Daman & Diu,47,13494,12489602000,9581386000
2016-12-31,WESTERN REGION,Goa,650,277502,225800632000,154402751000
2016-12-31,WESTERN REGION,Gujarat,6682,4597687,5820131994000,3988930302000
2016-12-31,WESTERN REGION,Maharashtra,11005,25070435,34425275117000,22272119587000
2017-03-31,CENTRAL REGION,Chhattisgarh,1770,1256677,969561224000,715403686000
2017-03-31,CENTRAL REGION,Madhya Pradesh,4910,5668024,2476640865000,1796970777000
2017-03-31,CENTRAL REGION,Uttar Pradesh,12172,10111026,4987027873000,3120065968000
2017-03-31,CENTRAL REGION,Uttarakhand,1681,934378,489188106000,371055049000
2017-03-31,EASTERN REGION,Andaman & Nicobar Islands,62,41869,20471698000,15785449000
2017-03-31,EASTERN REGION,Bihar,4374,5039220,1014582839000,766727025000
2017-03-31,EASTERN REGION,Jharkhand,2391,2127357,644408543000,476371143000
2017-03-31,EASTERN REGION,Odisha,3647,3403515,1191698445000,859134539000
2017-03-31,EASTERN REGION,Sikkim,128,60388,27067256000,19053184000
2017-03-31,EASTERN REGION,West Bengal,6711,7863579,4879181868000,3338834269000
2017-03-31,NORTH-EASTERN REGION,Arunachal Pradesh,118,77086,35614210000,27074710000
2017-03-31,NORTH-EASTERN REGION,Assam,1762,3115203,579023823000,442390170000
2017-03-31,NORTH-EASTERN REGION,Manipur,137,115013,38683539000,28959140000
2017-03-31,NORTH-EASTERN REGION,Meghalaya,237,181209,62872089000,46335467000
2017-03-31,NORTH-EASTERN REGION,Mizoram,96,65856,22968785000,16518458000
2017-03-31,NORTH-EASTERN REGION,Nagaland,139,127670,40098353000,29464564000
2017-03-31,NORTH-EASTERN REGION,Tripura,293,577385,67526655000,53662666000
2017-03-31,NORTHERN REGION,Chandigarh,380,194363,900057290000,600254635000
2017-03-31,NORTHERN REGION,Delhi,3412,3007422,14619696868000,9650473394000
2017-03-31,NORTHERN REGION,Haryana,3944,2386710,3882576545000,1753984975000
2017-03-31,NORTHERN REGION,Himachal Pradesh,1330,657256,294532580000,220492545000
2017-03-31,NORTHERN REGION,Jammu & Kashmir,1364,1203778,497927795000,354789355000
2017-03-31,NORTHERN REGION,Punjab,5742,3026283,3661236986000,2224625540000
2017-03-31,NORTHERN REGION,Rajasthan,5306,5075068,3759008465000,1975739943000
2017-03-31,SOUTHERN REGION,Andhra Pradesh,5503,9267834,3005449150000,2316398539000
2017-03-31,SOUTHERN REGION,Karnataka,7988,8727191,8604110368000,4970030001000
2017-03-31,SOUTHERN REGION,Kerala,5645,7074479,3123035435000,2320860709000
2017-03-31,SOUTHERN REGION,Lakshadweep,12,5498,1137306000,804949000
2017-03-31,SOUTHERN REGION,Puducherry,195,350464,112451761000,88726662000
2017-03-31,SOUTHERN REGION,Tamil Nadu,9629,30243046,10746416937000,6996992771000
2017-03-31,SOUTHERN REGION,Telangana,4080,5542196,5643502528000,3811418232000
2017-03-31,WESTERN REGION,Dadra & Nagar Haveli,58,26967,17233182000,13100701000
2017-03-31,WESTERN REGION,Daman & Diu,46,13685,13552792000,10062728000
2017-03-31,WESTERN REGION,Goa,657,281880,233602829000,158560863000
2017-03-31,WESTERN REGION,Gujarat,6737,4659308,5842303501000,4094957109000
2017-03-31,WESTERN REGION,Maharashtra,11099,25754721,37679957850000,23195563630000
2017-06-30,CENTRAL REGION,Chhattisgarh,1793,1281806,1001374110000,704189451000
2017-06-30,CENTRAL REGION,Madhya Pradesh,4952,5640177,2511384968000,1907441826000
2017-06-30,CENTRAL REGION,Uttar Pradesh,12262,10319419,5232702151000,3155239894000
2017-06-30,CENTRAL REGION,Uttarakhand,1699,934264,498261719000,372860799000
2017-06-30,EASTERN REGION,Andaman & Nicobar Islands,63,42129,20964732000,16195281000
2017-06-30,EASTERN REGION,Bihar,4404,4965254,1014069133000,765895768000
2017-06-30,EASTERN REGION,Jharkhand,2406,2138026,631717750000,464730303000
2017-06-30,EASTERN REGION,Odisha,3676,3438524,1175937877000,848365363000
2017-06-30,EASTERN REGION,Sikkim,130,59930,27804505000,19832795000
2017-06-30,EASTERN REGION,West Bengal,6757,7860744,4855197557000,3339848577000
2017-06-30,NORTH-EASTERN REGION,Arunachal Pradesh,119,76783,36505837000,27505975000
2017-06-30,NORTH-EASTERN REGION,Assam,1779,3129117,583074749000,449214922000
2017-06-30,NORTH-EASTERN REGION,Manipur,141,120799,41343454000,32068958000
2017-06-30,NORTH-EASTERN REGION,Meghalaya,244,179390,66608888000,48832517000
2017-06-30,NORTH-EASTERN REGION,Mizoram,102,68829,23458348000,17493290000
2017-06-30,NORTH-EASTERN REGION,Nagaland,143,128004,40995080000,30160345000
2017-06-30,NORTH-EASTERN REGION,Tripura,296,564458,66076599000,53444897000
2017-06-30,NORTHERN REGION,Chandigarh,388,189551,946517695000,638976111000
2017-06-30,NORTHERN REGION,Delhi,3435,3077453,14297182437000,9226961608000
2017-06-30,NORTHERN REGION,Haryana,3996,2504987,2720993023000,1788616635000
2017-06-30,NORTHERN REGION,Himachal Pradesh,1335,664721,301717575000,225061156000
2017-06-30,NORTHERN REGION,Jammu & Kashmir,1396,1252594,506601427000,367229539000
2017-06-30,NORTHERN REGION,Punjab,5789,3059109,3938474390000,1987998451000
2017-06-30,NORTHERN REGION,Rajasthan,5366,5140826,3762778181000,1985600720000
2017-06-30,SOUTHERN REGION,Andhra Pradesh,5565,9300793,3079456755000,2379079811000
2017-06-30,SOUTHERN REGION,Karnataka,8061,8743883,8996561795000,5000056605000
2017-06-30,SOUTHERN REGION,Kerala,5669,7138338,3233963193000,2396594293000
2017-06-30,SOUTHERN REGION,Lakshadweep,12,5418,1145216000,802844000
2017-06-30,SOUTHERN REGION,Puducherry,194,345176,112804055000,89784553000
2017-06-30,SOUTHERN REGION,Tamil Nadu,9722,31424794,11533519077000,7179976727000
2017-06-30,SOUTHERN REGION,Telangana,4122,5538881,5700526765000,3955305629000
2017-06-30,WESTERN REGION,Dadra & Nagar Haveli,58,28521,18871985000,14079772000
2017-06-30,WESTERN REGION,Daman & Diu,47,15544,14751551000,11272123000
2017-06-30,WESTERN REGION,Goa,665,286709,238168598000,160587141000
2017-06-30,WESTERN REGION,Gujarat,6819,4804150,5969857736000,4165043815000
2017-06-30,WESTERN REGION,Maharashtra,11185,26466643,34565924235000,22362015818000
2017-09-30,CENTRAL REGION,Chhattisgarh,1816,1353255,1046500672000,741930610000
2017-09-30,CENTRAL REGION,Madhya Pradesh,5007,5813519,2599921687000,1953446576000
2017-09-30,CENTRAL REGION,Uttar Pradesh,12304,10476988,4708382661000,3186076670000
2017-09-30,CENTRAL REGION,Uttarakhand,1699,942177,529497755000,390726869000
2017-09-30,EASTERN REGION,Andaman & Nicobar Islands,63,43012,21957326000,16965624000
2017-09-30,EASTERN REGION,Bihar,4419,4993069,1049541373000,765333711000
2017-09-30,EASTERN REGION,Jharkhand,2407,2170906,674203775000,479178862000
2017-09-30,EASTERN REGION,Odisha,3682,3555817,1206066216000,857783570000
2017-09-30,EASTERN REGION,Sikkim,130,61082,28911556000,20708788000
2017-09-30,EASTERN REGION,West Bengal,6760,8050674,5001854040000,3354967964000
2017-09-30,NORTH-EASTERN REGION,Arunachal Pradesh,118,77557,38326269000,29143260000
2017-09-30,NORTH-EASTERN REGION,Assam,1793,3171485,617630556000,466770958000
2017-09-30,NORTH-EASTERN REGION,Manipur,144,125399,44180667000,34004712000
2017-09-30,NORTH-EASTERN REGION,Meghalaya,241,179837,68011983000,50340472000
2017-09-30,NORTH-EASTERN REGION,Mizoram,102,69949,24550306000,18392578000
2017-09-30,NORTH-EASTERN REGION,Nagaland,145,128967,43207116000,31543019000
2017-09-30,NORTH-EASTERN REGION,Tripura,296,557188,68869580000,56635440000
2017-09-30,NORTHERN REGION,Chandigarh,394,199686,993941689000,634672783000
2017-09-30,NORTHERN REGION,Delhi,3436,3191832,15947593862000,9277892668000
2017-09-30,NORTHERN REGION,Haryana,4020,2594829,2981406591000,1864665018000
2017-09-30,NORTHERN REGION,Himachal Pradesh,1328,671454,312756483000,234859605000
2017-09-30,NORTHERN REGION,Jammu & Kashmir,1401,1335300,529753498000,390944570000
2017-09-30,NORTHERN REGION,Punjab,5895,3173757,3467469341000,2044872261000
2017-09-30,NORTHERN REGION,Rajasthan,5345,5369526,3909572390000,2076065875000
2017-09-30,SOUTHERN REGION,Andhra Pradesh,5541,9617410,3210063036000,2469404241000
2017-09-30,SOUTHERN REGION,Karnataka,8075,9170741,10073082008000,5172502724000
2017-09-30,SOUTHERN REGION,Kerala,5664,7246348,3332190681000,2497237305000
2017-09-30,SOUTHERN REGION,Lakshadweep,12,5371,1142432000,790835000
2017-09-30,SOUTHERN REGION,Puducherry,193,369699,117681470000,92657881000
2017-09-30,SOUTHERN REGION,Tamil Nadu,9824,34905363,12226172834000,7369135767000
2017-09-30,SOUTHERN REGION,Telangana,4087,5665037,6184870139000,4018294532000
2017-09-30,WESTERN REGION,Dadra & Nagar Haveli,59,29720,19958368000,14477176000
2017-09-30,WESTERN REGION,Daman & Diu,47,16111,15176137000,11679462000
2017-09-30,WESTERN REGION,Goa,661,294711,249611909000,167013221000
2017-09-30,WESTERN REGION,Gujarat,6846,5008282,6453651564000,4234432396000
2017-09-30,WESTERN REGION,Maharashtra,11104,28113490,37602917258000,22930438544000
2017-12-31,CENTRAL REGION,Chhattisgarh,1822,1450480,1100202615000,794349201000
2017-12-31,CENTRAL REGION,Madhya Pradesh,5020,5876753,2804372095000,2022813941000
2017-12-31,CENTRAL REGION,Uttar Pradesh,12372,10727489,5109798529000,3307217001000
2017-12-31,CENTRAL REGION,Uttarakhand,1697,980823,546007124000,413097414000
2017-12-31,EASTERN REGION,Andaman & Nicobar Islands,63,43382,22900470000,17886058000
2017-12-31,EASTERN REGION,Bihar,4441,5326930,1078726748000,804132573000
2017-12-31,EASTERN REGION,Jharkhand,2423,2323435,693641205000,513019154000
2017-12-31,EASTERN REGION,Odisha,3701,3800641,1247167075000,896351709000
2017-12-31,EASTERN REGION,Sikkim,133,62351,29880279000,21235496000
2017-12-31,EASTERN REGION,West Bengal,6793,8864867,5085420807000,3427623363000
2017-12-31,NORTH-EASTERN REGION,Arunachal Pradesh,122,78848,40383166000,30764887000
2017-12-31,NORTH-EASTERN REGION,Assam,1805,3413888,644829554000,497304802000
2017-12-31,NORTH-EASTERN REGION,Manipur,145,131427,47623159000,36962398000
2017-12-31,NORTH-EASTERN REGION,Meghalaya,243,179584,66680958000,49774570000
2017-12-31,NORTH-EASTERN REGION,Mizoram,101,70351,24602977000,18447849000
2017-12-31,NORTH-EASTERN REGION,Nagaland,144,131321,45457130000,32954544000
2017-12-31,NORTH-EASTERN REGION,Tripura,299,619496,74055276000,61172282000
2017-12-31,NORTHERN REGION,Chandigarh,389,210482,997759370000,683702524000
2017-12-31,NORTHERN REGION,Delhi,3440,3337574,15304240099000,9729431195000
2017-12-31,NORTHERN REGION,Haryana,4025,2805169,3026934803000,1978539078000
2017-12-31,NORTHERN REGION,Himachal Pradesh,1312,687407,319343007000,245168946000
2017-12-31,NORTHERN REGION,Jammu & Kashmir,1401,1377436,551143905000,406940852000
2017-12-31,NORTHERN REGION,Punjab,5894,3316214,3905128821000,2170791012000
2017-12-31,NORTHERN REGION,Rajasthan,5347,5533469,3992742843000,2187227380000
2017-12-31,SOUTHERN REGION,Andhra Pradesh,5535,9872825,3477327697000,2684725305000
2017-12-31,SOUTHERN REGION,Karnataka,7971,9861925,9374074211000,5301168135000
2017-12-31,SOUTHERN REGION,Kerala,5583,7443683,3425353384000,2582838181000
2017-12-31,SOUTHERN REGION,Lakshadweep,13,5290,1153066000,804192000
2017-12-31,SOUTHERN REGION,Puducherry,196,407455,119112708000,95024405000
2017-12-31,SOUTHERN REGION,Tamil Nadu,9864,37916435,12752034610000,7609709276000
2017-12-31,SOUTHERN REGION,Telangana,4091,5758053,6042607937000,4189910317000
2017-12-31,WESTERN REGION,Dadra & Nagar Haveli,58,30479,20669037000,15830122000
2017-12-31,WESTERN REGION,Daman & Diu,47,16526,15504634000,11880394000
2017-12-31,WESTERN REGION,Goa,658,301621,256465465000,176060399000
2017-12-31,WESTERN REGION,Gujarat,6887,5273892,6459094733000,4446634728000
2017-12-31,WESTERN REGION,Maharashtra,11128,28831533,36244482683000,23167270312000
2018-03-31,CENTRAL REGION,Chhattisgarh,1836,1504076,1102819677000,808207555000
2018-03-31,CENTRAL REGION,Madhya Pradesh,5077,6056046,2878205701000,2105033223000
2018-03-31,CENTRAL REGION,Uttar Pradesh,12426,11057943,5619454923000,3479932161000
2018-03-31,CENTRAL REGION,Uttarakhand,1712,1003057,569417947000,424728010000
2018-03-31,EASTERN REGION,Andaman & Nicobar Islands,66,43648,23745406000,18429808000
2018-03-31,EASTERN REGION,Bihar,4482,5656263,1135652663000,851585958000
2018-03-31,EASTERN REGION,Jharkhand,2441,2437205,698055228000,517248334000
2018-03-31,EASTERN REGION,Odisha,3731,4060703,1285852868000,932685251000
2018-03-31,EASTERN REGION,Sikkim,135,64373,30765126000,22721698000
2018-03-31,EASTERN REGION,West Bengal,6814,9204830,5233332126000,3574314778000
2018-03-31,NORTH-EASTERN REGION,Arunachal Pradesh,122,79804,42071669000,31835390000
2018-03-31,NORTH-EASTERN REGION,Assam,1817,3503630,681398805000,528425959000
2018-03-31,NORTH-EASTERN REGION,Manipur,150,135676,50239398000,38932592000
2018-03-31,NORTH-EASTERN REGION,Meghalaya,241,191417,69506911000,51812080000
2018-03-31,NORTH-EASTERN REGION,Mizoram,102,70238,25606702000,19389456000
2018-03-31,NORTH-EASTERN REGION,Nagaland,147,131527,46901721000,34532275000
2018-03-31,NORTH-EASTERN REGION,Tripura,303,636230,79261106000,65864861000
2018-03-31,NORTHERN REGION,Chandigarh,392,230698,1042498709000,696731373000
2018-03-31,NORTHERN REGION,Delhi,3456,3488712,17916381520000,10769975999000
2018-03-31,NORTHERN REGION,Haryana,4051,2918829,3307499209000,2060903722000
2018-03-31,NORTHERN REGION,Himachal Pradesh,1324,702750,330335818000,250022155000
2018-03-31,NORTHERN REGION,Jammu & Kashmir,1402,1407164,575882718000,425605837000
2018-03-31,NORTHERN REGION,Punjab,5932,3438412,3869746670000,2145227103000
2018-03-31,NORTHERN REGION,Rajasthan,5555,5784112,3256145904000,2384580163000
2018-03-31,SOUTHERN REGION,Andhra Pradesh,5557,10020013,3674246432000,2846449544000
2018-03-31,SOUTHERN REGION,Karnataka,7976,10079603,10054672496000,5514056301000
2018-03-31,SOUTHERN REGION,Kerala,5589,7562074,3496457301000,2657142800000
2018-03-31,SOUTHERN REGION,Lakshadweep,13,5301,1183870000,823505000
2018-03-31,SOUTHERN REGION,Puducherry,198,418645,122937195000,98320699000
2018-03-31,SOUTHERN REGION,Tamil Nadu,9905,38552759,12681618728000,8043029493000
2018-03-31,SOUTHERN REGION,Telangana,4087,5829719,6129056801000,4321496061000
2018-03-31,WESTERN REGION,Dadra & Nagar Haveli,58,31443,23533971000,16845950000
2018-03-31,WESTERN REGION,Daman & Diu,47,16935,16771926000,12617094000
2018-03-31,WESTERN REGION,Goa,659,308465,259774855000,174266031000
2018-03-31,WESTERN REGION,Gujarat,6967,5410386,6899249815000,4764037081000
2018-03-31,WESTERN REGION,Maharashtra,11197,29949044,38524702902000,24429394237000
2018-06-30,CENTRAL REGION,Chhattisgarh,1843,1517384,1076807648000,730463423000
2018-06-30,CENTRAL REGION,Madhya Pradesh,5110,6111856,3105378731000,2153992835000
2018-06-30,CENTRAL REGION,Uttar Pradesh,12459,11230471,5786395781000,3508004791000
2018-06-30,CENTRAL REGION,Uttarakhand,1716,1002852,578307537000,434478173000
2018-06-30,EASTERN REGION,Andaman & Nicobar Islands,66,43533,24657355000,19090345000
2018-06-30,EASTERN REGION,Bihar,4533,5845572,1140029589000,882545851000
2018-06-30,EASTERN REGION,Jharkhand,2451,2441767,701824160000,516019342000
2018-06-30,EASTERN REGION,Odisha,3746,4371758,1357233845000,987990685000
2018-06-30,EASTERN REGION,Sikkim,136,65704,32374731000,24751649000
2018-06-30,EASTERN REGION,West Bengal,6828,9345748,5189189102000,3531043818000
2018-06-30,NORTH-EASTERN REGION,Arunachal Pradesh,123,79479,41872190000,31367967000
2018-06-30,NORTH-EASTERN REGION,Assam,1821,3548128,717869623000,558470193000
2018-06-30,NORTH-EASTERN REGION,Manipur,149,140138,60544133000,48452565000
2018-06-30,NORTH-EASTERN REGION,Meghalaya,244,190647,72418757000,53320100000
2018-06-30,NORTH-EASTERN REGION,Mizoram,102,70306,25570152000,19103437000
2018-06-30,NORTH-EASTERN REGION,Nagaland,147,131297,48052502000,34798266000
2018-06-30,NORTH-EASTERN REGION,Tripura,304,644099,168639581000,147599874000
2018-06-30,NORTHERN REGION,Chandigarh,392,246551,1071488707000,750110878000
2018-06-30,NORTHERN REGION,Delhi,3465,3438967,16802977440000,10500495234000
2018-06-30,NORTHERN REGION,Haryana,4086,2916604,3090674572000,2026436435000
2018-06-30,NORTHERN REGION,Himachal Pradesh,1330,704491,336843432000,253420975000
2018-06-30,NORTHERN REGION,Jammu & Kashmir,1408,1429875,594723192000,441057339000
2018-06-30,NORTHERN REGION,Punjab,5948,3459047,3912042670000,2114593665000
2018-06-30,NORTHERN REGION,Rajasthan,5586,5868342,3303000655000,2431250570000
2018-06-30,SOUTHERN REGION,Andhra Pradesh,5589,10017794,3718657277000,2904113743000
2018-06-30,SOUTHERN REGION,Karnataka,8031,10166742,9919491671000,5592946235000
2018-06-30,SOUTHERN REGION,Kerala,5608,7743000,3563498687000,2699523012000
2018-06-30,SOUTHERN REGION,Lakshadweep,13,5182,1195501000,828555000
2018-06-30,SOUTHERN REGION,Puducherry,198,426894,124310432000,100124056000
2018-06-30,SOUTHERN REGION,Tamil Nadu,9953,40085959,13457225987000,8168922108000
2018-06-30,SOUTHERN REGION,Telangana,4105,5848559,6105571222000,4310979010000
2018-06-30,WESTERN REGION,Dadra & Nagar Haveli,58,31953,22475751000,17369720000
2018-06-30,WESTERN REGION,Daman & Diu,47,17171,16493173000,12557015000
2018-06-30,WESTERN REGION,Goa,662,309709,258128502000,177438069000
2018-06-30,WESTERN REGION,Gujarat,7007,5498140,6982071217000,4778408104000
2018-06-30,WESTERN REGION,Maharashtra,11241,31014378,37880057388000,24206000398000
2018-09-30,CENTRAL REGION,Chhattisgarh,1859,1611670,1077574861000,774437625000
2018-09-30,CENTRAL REGION,Madhya Pradesh,5138,6550462,3171711017000,2251734331000
2018-09-30,CENTRAL REGION,Uttar Pradesh,12534,12428031,5035319685000,3638062198000
2018-09-30,CENTRAL REGION,Uttarakhand,1729,1095754,606619537000,454809284000
2018-09-30,EASTERN REGION,Andaman & Nicobar Islands,66,47007,25978237000,20042727000
2018-09-30,EASTERN REGION,Bihar,4590,6297728,1195077566000,909188216000
2018-09-30,EASTERN REGION,Jharkhand,2472,2572424,734976917000,540568230000
2018-09-30,EASTERN REGION,Odisha,3767,4998187,1363889611000,994327078000
2018-09-30,EASTERN REGION,Sikkim,137,73774,35880985000,25582066000
2018-09-30,EASTERN REGION,West Bengal,6859,10135021,5190706359000,3628186482000
2018-09-30,NORTH-EASTERN REGION,Arunachal Pradesh,123,81380,43993333000,32948139000
2018-09-30,NORTH-EASTERN REGION,Assam,1835,3718270,732477471000,560441028000
2018-09-30,NORTH-EASTERN REGION,Manipur,151,159315,55898776000,43595145000
2018-09-30,NORTH-EASTERN REGION,Meghalaya,243,196703,73441035000,53306130000
2018-09-30,NORTH-EASTERN REGION,Mizoram,102,73735,27059390000,20410979000
2018-09-30,NORTH-EASTERN REGION,Nagaland,147,135997,49977534000,36207465000
2018-09-30,NORTH-EASTERN REGION,Tripura,304,652017,83747630000,68660674000
2018-09-30,NORTHERN REGION,Chandigarh,392,343169,1062241952000,754694731000
2018-09-30,NORTHERN REGION,Delhi,3445,4628037,17075852551000,11396953913000
2018-09-30,NORTHERN REGION,Haryana,4110,3846443,3195755731000,2221641436000
2018-09-30,NORTHERN REGION,Himachal Pradesh,1328,759733,353925018000,260843930000
2018-09-30,NORTHERN REGION,Jammu & Kashmir,1406,1532124,640386187000,474195876000
2018-09-30,NORTHERN REGION,Punjab,5951,4144747,3677990408000,2138022313000
2018-09-30,NORTHERN REGION,Rajasthan,5598,6348585,3387731196000,2509882534000
2018-09-30,SOUTHERN REGION,Andhra Pradesh,5594,10732948,3897244368000,3022385303000
2018-09-30,SOUTHERN REGION,Karnataka,8060,11960097,8126197484000,5831851011000
2018-09-30,SOUTHERN REGION,Kerala,5612,8359773,3648643901000,2825434975000
2018-09-30,SOUTHERN REGION,Lakshadweep,13,5100,1198420000,829386000
2018-09-30,SOUTHERN REGION,Puducherry,198,454617,131183798000,104170343000
2018-09-30,SOUTHERN REGION,Tamil Nadu,9980,29990430,11341418533000,8111548942000
2018-09-30,SOUTHERN REGION,Telangana,4109,7115710,6550546454000,4442327983000
2018-09-30,WESTERN REGION,Dadra & Nagar Haveli,59,50386,26281129000,19297516000
2018-09-30,WESTERN REGION,Daman & Diu,46,31369,19208005000,14128261000
2018-09-30,WESTERN REGION,Goa,664,378677,270138301000,186192170000
2018-09-30,WESTERN REGION,Gujarat,7036,6632063,7258246234000,5025250207000
2018-09-30,WESTERN REGION,Maharashtra,11286,34631131,38837012801000,25321665108000
2018-12-31,CENTRAL REGION,Chhattisgarh,1873,1687976,1213887390000,823972523000
2018-12-31,CENTRAL REGION,Madhya Pradesh,5169,6812481,3296862565000,2328627539000
2018-12-31,CENTRAL REGION,Uttar Pradesh,12559,12764673,5264879687000,3770168342000
2018-12-31,CENTRAL REGION,Uttarakhand,1735,1172635,636703105000,474759203000
2018-12-31,EASTERN REGION,Andaman & Nicobar Islands,66,46002,26602529000,20718608000
2018-12-31,EASTERN REGION,Bihar,4618,6459137,1237543358000,934209930000
2018-12-31,EASTERN REGION,Jharkhand,2488,2623209,750676903000,547316025000
2018-12-31,EASTERN REGION,Odisha,3768,5479328,1422769768000,1046239184000
2018-12-31,EASTERN REGION,Sikkim,137,76799,38986721000,27816734000
2018-12-31,EASTERN REGION,West Bengal,6872,10826302,5194563107000,3641779042000
2018-12-31,NORTH-EASTERN REGION,Arunachal Pradesh,123,83234,45904417000,34468955000
2018-12-31,NORTH-EASTERN REGION,Assam,1838,3791415,754308587000,580416348000
2018-12-31,NORTH-EASTERN REGION,Manipur,154,166662,59063735000,46027667000
2018-12-31,NORTH-EASTERN REGION,Meghalaya,243,198401,75117925000,54321716000
2018-12-31,NORTH-EASTERN REGION,Mizoram,102,76011,28009570000,21078228000
2018-12-31,NORTH-EASTERN REGION,Nagaland,146,138885,51705118000,37729461000
2018-12-31,NORTH-EASTERN REGION,Tripura,305,657473,85860195000,70479720000
2018-12-31,NORTHERN REGION,Chandigarh,385,444670,1110631734000,784023745000
2018-12-31,NORTHERN REGION,Delhi,3443,5258926,18181964388000,12014595227000
2018-12-31,NORTHERN REGION,Haryana,4128,4040714,3273419189000,2304872837000
2018-12-31,NORTHERN REGION,Himachal Pradesh,1330,773410,361088981000,267985653000
2018-12-31,NORTHERN REGION,Jammu & Kashmir,1407,1560422,661799530000,490043929000
2018-12-31,NORTHERN REGION,Punjab,5940,4397345,4159538867000,2262585043000
2018-12-31,NORTHERN REGION,Rajasthan,5621,6674005,3593718314000,2686191654000
2018-12-31,SOUTHERN REGION,Andhra Pradesh,5582,11275215,4165126519000,3203921750000
2018-12-31,SOUTHERN REGION,Karnataka,8074,12638018,8311547533000,5992894974000
2018-12-31,SOUTHERN REGION,Kerala,5609,8625373,3773341453000,2909073234000
2018-12-31,SOUTHERN REGION,Lakshadweep,13,4987,1203389000,838361000
2018-12-31,SOUTHERN REGION,Puducherry,197,465274,135628932000,108698242000
2018-12-31,SOUTHERN REGION,Tamil Nadu,9995,31036747,11701551417000,8335685504000
2018-12-31,SOUTHERN REGION,Telangana,4120,7800200,6752881719000,4602790006000
2018-12-31,WESTERN REGION,Dadra & Nagar Haveli,59,52840,29554173000,21692506000
2018-12-31,WESTERN REGION,Daman & Diu,45,33640,20174889000,14385735000
2018-12-31,WESTERN REGION,Goa,662,391063,282763329000,194025379000
2018-12-31,WESTERN REGION,Gujarat,7050,8115802,7649923325000,5193756332000
2018-12-31,WESTERN REGION,Maharashtra,11360,37190068,40839447689000,26242678990000
2019-03-31,CENTRAL REGION,Chhattisgarh,1881,1778344,1221987802000,872062351000
2019-03-31,CENTRAL REGION,Madhya Pradesh,5167,7179708,3275783987000,2387889189000
2019-03-31,CENTRAL REGION,Uttar Pradesh,12592,13593958,5488296993000,3932856834000
2019-03-31,CENTRAL REGION,Uttarakhand,1744,1204160,658155444000,491720743000
2019-03-31,EASTERN REGION,Andaman & Nicobar Islands,67,46881,28140761000,21731822000
2019-03-31,EASTERN REGION,Bihar,4641,7164536,1374712561000,1047611922000
2019-03-31,EASTERN REGION,Jharkhand,2496,2820073,787978573000,577593077000
2019-03-31,EASTERN REGION,Odisha,3784,5776171,1547215426000,1121643020000
2019-03-31,EASTERN REGION,Sikkim,138,79993,39339970000,27312178000
2019-03-31,EASTERN REGION,West Bengal,6899,11397748,5668914113000,3747103995000
2019-03-31,NORTH-EASTERN REGION,Arunachal Pradesh,123,84161,48148982000,36361948000
2019-03-31,NORTH-EASTERN REGION,Assam,1841,3937536,799159729000,610171923000
2019-03-31,NORTH-EASTERN REGION,Manipur,153,173280,60617770000,47600773000
2019-03-31,NORTH-EASTERN REGION,Meghalaya,243,201633,78222443000,57791590000
