dependent,dv_label,column,regressor,coef,se,t,p,ci_lo,ci_hi,N,r2_within
Usage,composite Usage,(1) UPI only,atms_per_lakh_adults,-0.00020427753649864596,0.0012251964818374582,-0.16673043020192627,0.867853738456164,-0.002629284571933748,0.0022207294989364562,165,0.8633214648185774
Usage,composite Usage,(1) UPI only,ln_nsdp_pc,-0.0038512717357053784,0.006733348601964783,-0.5719697528480231,0.5683779123682366,-0.01717845474174337,0.009475911270332614,165,0.8633214648185774
Usage,composite Usage,(2) + skills,c_upi,0.18119130562769623,0.020796854305186373,8.712438091298754,1.6653345369377348e-14,0.1400252076877611,0.22235740356763134,165,0.8945579306963345
Usage,composite Usage,(2) + skills,upi_x_diglit_w,0.04110497388299052,0.011442492732039174,3.5923093722310955,0.00047222333486218737,0.018455261115293213,0.06375468665068781,165,0.8945579306963345
Usage,composite Usage,(2) + skills,branches_per_lakh_adults,-0.0020203825057690116,0.002572032840671206,-0.7855197156976292,0.4336594454689915,-0.007111563809924018,0.0030707987983859945,165,0.8945579306963345
Usage,composite Usage,(2) + skills,atms_per_lakh_adults,-7.803218311565839e-05,0.0009235927120161054,-0.0844876557604297,0.9328060766404744,-0.001906227326550576,0.0017501629603192594,165,0.8945579306963345
Usage,composite Usage,(2) + skills,ln_nsdp_pc,0.004186977926664021,0.0076600737502076875,0.5465975998665156,0.5856454188389968,-0.010975668385164814,0.019349624238492857,165,0.8945579306963345
Usage,composite Usage,(3) + resources,c_upi,0.06079549160560199,0.027124144247172733,2.241379158420416,0.026794747746534453,0.007104911182697307,0.11448607202850668,165,0.7558235847215158
Usage,composite Usage,(3) + resources,upi_x_income_s,0.06314662434679806,0.011969195977638349,5.275761585387423,5.759500047997079e-07,0.03945433479919755,0.08683891389439857,165,0.7558235847215158
Usage,composite Usage,(3) + resources,branches_per_lakh_adults,-0.0039120752793983405,0.0022469144441061156,-1.7410877791364556,0.0841686196257867,-0.0083597046521569,0.0005355540933602203,165,0.7558235847215158
Usage,composite Usage,(3) + resources,atms_per_lakh_adults,-0.0001953272123765403,0.0008418963001498003,-0.23200863614887648,0.8169168701981757,-0.001861809317729978,0.0014711548929768974,165,0.7558235847215158
Usage,composite Usage,(3) + resources,ln_nsdp_pc,0.0036939179690342588,0.005513380274565074,0.669991508852644,0.5041190963211326,-0.007219480232070188,0.014607316170138706,165,0.7558235847215158
Usage,composite Usage,(4) + both,c_upi,0.0878232285083529,0.023038223264356183,3.8120660391476235,0.00021745913469906064,0.04221676453368536,0.13342969248302045,165,0.8447166819289696
Usage,composite Usage,(4) + both,upi_x_diglit_w,0.01354657449431065,0.011361826441142808,1.1922884550723778,0.23546208746036146,-0.008945295747961931,0.03603844473658323,165,0.8447166819289696
Usage,composite Usage,(4) + both,upi_x_income_s,0.048856360094674804,0.008760815128308366,5.576691138796868,1.4987391994125687e-07,0.031513451531231654,0.06619926865811795,165,0.8447166819289696
Usage,composite Usage,(4) + both,branches_per_lakh_adults,-0.0030536466725956655,0.002492107612968662,-1.2253269709160288,0.2228123701088267,-0.007987022600404056,0.0018797292552127248,165,0.8447166819289696
Usage,composite Usage,(4) + both,atms_per_lakh_adults,-0.00015574721874536877,0.0008606746002265161,-0.18095946912384603,0.8566996682348336,-0.0018595385527703163,0.0015480441152795788,165,0.8447166819289696
Usage,composite Usage,(4) + both,ln_nsdp_pc,0.0046355089865590905,0.0064458727386773945,0.7191437334380626,0.47342759602136386,-0.008124739903667015,0.017395757876785198,165,0.8447166819289696
AUG,composite AUG = Access - Usage,(1) UPI only,c_upi,0.13247869312312596,0.07544433952613179,1.7559792285972506,0.0815609945957223,-0.016846788011332436,0.28180417425758436,165,0.3050382300506872
AUG,composite AUG = Access - Usage,(1) UPI only,branches_per_lakh_adults,0.011634793164339118,0.005734446764017118,2.0289303647120556,0.0446066010178745,0.0002847167045909836,0.022984869624087252,165,0.3050382300506872
AUG,composite AUG = Access - Usage,(1) UPI only,atms_per_lakh_adults,-0.0058734907122284935,0.002701356375599818,-2.174274658938447,0.03158339917783182,-0.011220231674316971,-0.0005267497501400169,165,0.3050382300506872
AUG,composite AUG = Access - Usage,(1) UPI only,ln_nsdp_pc,0.013350179114144602,0.025567180767943617,0.5221607824231911,0.6024899467994809,-0.03725443341748825,0.06395479164577746,165,0.3050382300506872
AUG,composite AUG = Access - Usage,(2) + skills,c_upi,0.13321975463616045,0.07817982068108204,1.704017142474682,0.0909029087049491,-0.021532406813630833,0.28797191608595174,165,0.3061023021071819
AUG,composite AUG = Access - Usage,(2) + skills,upi_x_diglit_w,-0.014416026873628585,0.02550159797189746,-0.5652989624224695,0.572900122827825,-0.06489487643089935,0.03606282268364218,165,0.3061023021071819
AUG,composite AUG = Access - Usage,(2) + skills,branches_per_lakh_adults,0.010173174745593212,0.005361042554753354,1.8976112652889117,0.0600913532656171,-0.000438680279717012,0.020785029770903435,165,0.3061023021071819
AUG,composite AUG = Access - Usage,(2) + skills,atms_per_lakh_adults,-0.0059177665317976915,0.0027645207720771504,-2.140612069755337,0.03427898717182609,-0.01138996589379121,-0.00044556716980417247,165,0.3061023021071819
