state_raw,year_label,fy_end,value,table,source_title,source_url
Rajasthan,2004,2004,3422.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Rajasthan,2005,2005,3481.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Rajasthan,2006,2006,3512.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Rajasthan,2007,2007,3651.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Rajasthan,2008,2008,3879.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Rajasthan,2009,2009,4033.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Rajasthan,2010,2010,4242.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Rajasthan,2011,2011,4507.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Rajasthan,2012,2012,4936.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Rajasthan,2013,2013,5359.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Rajasthan,2014,2014,5907.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Arunachal Pradesh,2004,2004,67.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Arunachal Pradesh,2005,2005,68.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
Arunachal Pradesh,2006,2006,69.0,t152_bank_offices,Table 152: State-wise Distribution of Offices of Scheduled Commercial Banks,https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23601
