state_raw,year_label,fy_end,value,table,source_title,source_url
Jammu & Kashmir,2011-12,2012,51775.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Jammu & Kashmir,2012-13,2013,57279.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Jammu & Kashmir,2013-14,2014,61907.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Jammu & Kashmir,2014-15,2015,62327.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Jammu & Kashmir,2015-16,2016,74950.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Jammu & Kashmir,2016-17,2017,78960.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Jharkhand,2011-12,2012,41254.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Jharkhand,2012-13,2013,47360.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Jharkhand,2013-14,2014,50006.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Jharkhand,2014-15,2015,57301.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Jharkhand,2015-16,2016,52754.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Jharkhand,2016-17,2017,60018.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Karnataka,2011-12,2012,90263.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Karnataka,2012-13,2013,102319.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Karnataka,2013-14,2014,118829.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Karnataka,2014-15,2015,130024.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Karnataka,2015-16,2016,148108.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Karnataka,2016-17,2017,169898.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
Kerala,2011-12,2012,97912.0,t19_pc_nsdp_current,Table 19: Per Capita Net State Domestic Product (Current Prices),https://www.rbi.org.in/Scripts/PublicationsView.aspx?id=23468
