state_key,fy_end,branches,atms,credit_accounts,deposit_accounts,deposits_rs_crore,credit_rs_crore,nsdp_pc_rs,pop_18plus_000,pop_total_000,branches_per_lakh_adults,atms_per_lakh_adults,deposit_accts_per_adult,credit_accts_per_adult,deposits_per_capita,credit_per_capita,norm_deposit_accts_per_adult,norm_credit_accts_per_adult,norm_deposits_per_capita,norm_credit_per_capita,Access,Usage,AUG,ln_nsdp_pc
CHHATTISGARH,2023,2979.0,4390.0,3583952.0,45493127.0,216407.0,165326.0,134996.0,20371.7,30180.0,14.623227320253095,21.5495024961098,2.2331531978185426,0.1759279785192203,71705.43406229292,54779.98674618953,0.17735154112168153,0.12254029885080539,0.05728742726884211,0.06499416362979374,0.14994591998624346,0.06114079544931793,0.08880512453692553,11.813000427351971
DELHI,2018,3627.0,8744.0,5860623.0,49891675.0,1144642.0,1076998.0,318323.0,13901.2,19435.0,26.09127269588237,62.90104451414266,3.58901929329842,0.4215911575979052,588959.0944172884,554153.8461538461,0.37111000135176153,0.4350429863461146,0.7162566993959104,0.7678145193120632,0.40307649384893807,0.7420356093539868,-0.33895911550504876,12.670821869534912
DELHI,2019,3716.0,8080.0,5882615.0,50850314.0,1210108.0,1314165.0,338730.0,14289.6,19814.0,26.004926659948495,56.54461986339716,3.5585540532975033,0.41167107546747284,610733.8245684869,663250.7318057939,0.3667564018239053,0.4224238696451076,0.7439972050283903,0.9213578226573369,0.3945901357345064,0.8326775138428636,-0.4380873781083572,12.732958608842678
DELHI,2020,3825.0,8559.0,6713375.0,53149594.0,1238245.0,1370412.0,355798.0,14682.4,20193.0,26.051599193592327,58.2942843131913,3.619952732523293,0.4572396202255762,613205.0710642302,678656.9603327886,0.3755305083426903,0.48039060587136345,0.7471455162523822,0.9430405976145771,0.42796055710702685,0.8450930569334797,-0.41713249982645284,12.782118433062603
DELHI,2021,3747.0,8202.0,7113677.0,52543234.0,1400864.0,1353058.0,322311.0,15079.0,20571.0,24.849127926255058,54.393527422242855,3.4845304065256317,0.4717605278864646,680989.7428418647,657750.2309075884,0.3561781390684988,0.49886233079944237,0.8335016297925436,0.9136164002242663,0.4275202349339706,0.8735590150084049,-0.4460387800744343,12.683272196913958
DELHI,2022,3712.0,7996.0,7372252.0,57770996.0,1489930.0,1425079.0,370824.0,15448.5,20965.0,24.028222804803054,51.7590704599152,3.739586108683691,0.47721474576819756,710674.9344145004,679741.9508704984,0.39262657618762054,0.5058005205298642,0.8713198814220188,0.9445676167431507,0.4492135483587424,0.9079437490825848,-0.4587302007238424,12.823482835498364
DELHI,2023,3775.0,7887.0,8354710.0,126406800.0,1658866.0,1535986.0,417217.0,15821.0,21359.0,23.86069148599962,49.85146324505404,7.989811010682005,0.5280772391125719,776659.0196170233,719128.2363406527,1.0,0.5705015714665137,0.9553820890592452,1.0,0.7852507857332569,0.9776910445296225,-0.19244025879636562,12.941361749121345
GOA,2018,686.0,1032.0,391693.0,5757458.0,65275.0,17427.0,411740.0,1030.2,1531.0,66.5890118423607,100.17472335468841,5.588679867986799,0.3802106387109299,426355.32331809273,113827.56368386676,0.6568691594471541,0.3824037450457801,0.509103233120167,0.1480979109399562,0.5196364522464672,0.3286005720300616,0.19103588021640555,12.9281473611633
GOA,2019,697.0,1008.0,439323.0,5782595.0,71135.0,19416.0,423716.0,1045.3,1540.0,66.67942217545203,96.43164641729648,5.531995599349469,0.42028412895819384,461915.5844155844,126077.92207792208,0.6487687602653676,0.4333803441704538,0.5544061882620992,0.16533910424942966,0.5410745522179107,0.35987264625576443,0.18120190596214625,12.956818698469517
GOA,2020,697.0,1001.0,491872.0,5976224.0,76533.0,20146.0,435949.0,1060.6,1549.0,65.71751838581935,94.38053931736754,5.6347576843296245,0.46376767867244956,494080.05164622335,130058.10200129116,0.6634538559559865,0.4886948043940121,0.5953829800837028,0.17094082211415695,0.5760743301749993,0.3831619010989299,0.19291242907606942,12.985280543012294
